timestamp,ram_usage_mb,cpu_usage_percent
1727816015,489.73828125,49.9
1727816015,489.73828125,44.4
1727816015,489.73828125,52.5
1727816015,489.73828125,43.7
1727816018,489.73828125,49.9
1727816018,489.73828125,56.8
1727816018,489.73828125,49.5
1727816018,489.73828125,56.8
1727816020,489.73828125,49.8
1727816020,489.73828125,55.6
1727816020,489.73828125,45.0
1727816020,489.73828125,56.9
1727816022,489.75,49.8
1727816022,489.75,55.6
1727816022,489.75,47.2
1727816022,489.75,53.7
1727816025,489.75,49.9
1727816025,489.75,55.6
1727816025,489.75,47.3
1727816025,489.75,56.8
1727816027,489.75,49.8
1727816027,489.75,54.3
1727816027,489.75,46.8
1727816027,489.75,57.8
1727816029,489.75,49.8
1727816029,489.75,54.3
1727816029,489.75,46.4
1727816029,489.75,56.8
1727816031,489.75,49.8
1727816031,489.75,54.2
1727816031,489.75,51.2
1727816031,489.75,38.7
1727816033,489.75,49.9
1727816033,489.75,38.9
1727816033,489.75,52.0
1727816033,489.75,44.1
1727816035,489.75,49.9
1727816035,489.75,40.0
1727816035,489.75,52.0
1727816035,489.75,40.6
1727816038,489.75,49.9
1727816038,489.75,57.8
1727816038,489.75,45.5
1727816038,489.75,58.1
1727816040,489.75,49.9
1727816040,489.75,53.2
1727816040,489.75,51.2
1727816040,489.75,41.9
1727816042,489.75,49.9
1727816042,489.75,37.5
1727816042,489.75,52.4
1727816042,489.75,40.0
1727816044,489.75,49.9
1727816044,489.75,53.2
1727816044,489.75,49.6
1727816044,489.75,56.8
1727816046,489.75,49.8
1727816046,489.75,53.2
1727816046,489.75,46.4
1727816046,489.75,57.8
1727816048,489.75,49.9
1727816048,489.75,38.2
1727816048,489.75,52.0
1727816048,489.75,55.8
1727816050,489.75,49.8
1727816050,489.75,55.6
1727816050,489.75,46.4
1727816050,489.75,56.8
1727816053,489.84375,49.9
1727816053,489.84375,39.4
1727816053,489.84375,50.0
1727816053,489.84375,56.5
1727816055,489.84375,49.9
1727816055,489.84375,39.4
1727816055,489.84375,50.4
1727816055,489.84375,56.8
1727816057,489.84375,49.8
1727816057,489.84375,41.7
1727816057,489.84375,53.6
1727816057,489.84375,38.7
1727816059,489.84375,49.8
1727816059,489.84375,54.9
1727816059,489.84375,47.7
1727816059,489.84375,56.8
1727816061,489.84375,49.8
1727816061,489.84375,55.3
1727816061,489.84375,49.6
1727816061,489.84375,39.4
1727816063,489.84375,49.9
1727816063,489.84375,39.4
1727816063,489.84375,51.2
1727816063,489.84375,40.0
1727816066,489.84375,49.9
1727816066,489.84375,40.0
1727816066,489.84375,52.0
1727816066,489.84375,37.5
1727816068,489.84375,49.9
1727816068,489.84375,37.5
1727816068,489.84375,50.8
1727816068,489.84375,56.5
1727816070,489.88671875,49.9
1727816070,489.88671875,54.3
1727816070,489.88671875,50.8
1727816070,489.88671875,48.7
1727816073,489.88671875,49.9
1727816073,489.88671875,56.5
1727816073,489.88671875,49.4
1727816073,489.88671875,42.4
1727816075,489.88671875,49.9
1727816075,489.88671875,38.9
1727816075,489.88671875,54.0
1727816075,489.88671875,38.7
1727816077,489.88671875,49.9
1727816077,489.88671875,48.7
1727816077,489.88671875,47.9
1727816077,489.88671875,56.5
1727816079,489.88671875,49.8
1727816079,489.88671875,38.9
1727816079,489.88671875,50.4
1727816079,489.88671875,56.5
1727816081,489.88671875,49.9
1727816081,489.88671875,38.2
1727816081,489.88671875,50.8
1727816081,489.88671875,56.8
1727816083,489.88671875,49.9
1727816083,489.88671875,37.5
1727816083,489.88671875,52.7
1727816083,489.88671875,37.1
1727816086,489.88671875,49.9
1727816086,489.88671875,44.4
1727816086,489.88671875,49.0
1727816086,489.88671875,58.1
1727816214,529.5234375,50.1
1727816214,529.5234375,53.1
1727816214,529.5234375,52.1
1727816214,529.5234375,38.7
1727816254,530.078125,50.2
1727816254,530.078125,53.2
1727816254,530.078125,51.0
1727816254,530.078125,36.4
1727816366,531.9609375,50.2
1727816366,531.9609375,53.2
1727816366,531.9609375,49.4
1727816366,531.9609375,50.0
1727816472,534.65234375,50.2
1727816472,534.65234375,48.9
1727816472,534.65234375,50.3
1727816472,534.65234375,44.1
1727816605,535.72265625,50.2
1727816605,535.72265625,52.7
1727816605,535.72265625,49.7
1727816605,535.72265625,40.6
1727816713,538.6640625,50.2
1727816713,538.6640625,54.3
1727816713,538.6640625,49.0
1727816713,538.6640625,38.7
1727816872,540.56640625,50.2
1727816872,540.56640625,39.4
1727816872,540.56640625,52.4
1727816872,540.56640625,42.4
1727817232,540.9765625,50.3
1727817232,540.9765625,53.2
1727817232,540.9765625,50.3
1727817232,540.9765625,40.6
1727817494,541.3359375,50.2
1727817494,541.3359375,43.2
1727817494,541.3359375,50.0
1727817494,541.3359375,52.4
1727817693,546.296875,50.2
1727817693,546.296875,39.4
1727817693,546.296875,50.3
1727817693,546.296875,51.3
1727817956,551.16015625,50.2
1727817956,551.16015625,55.3
1727817956,551.16015625,50.0
1727817957,551.16015625,48.6
1727818291,550.5625,50.2
1727818291,550.5625,54.2
1727818291,550.5625,49.8
1727818291,550.5625,51.2
1727818600,553.140625,50.2
1727818600,553.140625,36.4
1727818600,553.140625,52.5
1727818600,553.140625,40.6
1727818954,551.89453125,50.2
1727818954,551.89453125,46.2
1727818954,551.89453125,49.1
1727818954,551.89453125,57.8
1727819285,555.58203125,50.2
1727819285,555.58203125,38.2
1727819285,555.58203125,51.6
1727819285,555.58203125,42.4
1727819695,556.27734375,50.2
1727819695,556.27734375,54.3
1727819695,556.27734375,50.4
1727819695,556.27734375,40.0
1727820034,432.87890625,50.2
1727820034,432.87890625,45.0
1727820034,432.87890625,51.4
1727820034,432.87890625,44.4
1727820358,440.87109375,50.2
1727820358,440.87109375,36.4
1727820358,440.87109375,51.0
1727820358,440.87109375,50.0
1727820761,448.55859375,50.2
1727820761,448.55859375,57.4
1727820761,448.55859375,51.2
1727820761,448.55859375,41.9
1727821172,441.4140625,50.2
1727821172,441.4140625,54.3
1727821172,441.4140625,50.4
1727821172,441.4140625,39.4
1727821623,452.89453125,50.2
1727821623,452.89453125,38.2
1727821623,452.89453125,50.4
1727821623,452.89453125,51.0
1727822216,452.63671875,50.2
1727822216,452.63671875,55.3
1727822216,452.63671875,48.7
1727822216,452.63671875,58.7
1727822764,437.609375,50.2
1727822764,437.609375,50.0
1727822764,437.609375,50.4
1727822764,437.609375,42.4
1727823200,435.96484375,50.2
1727823200,435.96484375,38.2
1727823200,435.96484375,51.5
1727823200,435.96484375,40.6
1727823636,435.4375,50.2
1727823636,435.4375,38.2
1727823636,435.4375,51.5
1727823636,435.4375,40.6
1727824080,432.55859375,50.2
1727824080,432.55859375,46.5
1727824080,432.55859375,51.7
1727824080,432.55859375,39.4
1727824545,441.23046875,50.2
1727824545,441.23046875,39.4
1727824545,441.23046875,50.2
1727824545,441.23046875,57.8
1727824958,440.6796875,50.2
1727824958,440.6796875,53.3
1727824958,440.6796875,50.3
1727824958,440.6796875,40.6
1727825490,443.74609375,50.2
1727825490,443.74609375,52.8
1727825490,443.74609375,49.9
1727825490,443.74609375,55.6
1727825932,443.5078125,50.2
1727825932,443.5078125,47.5
1727825932,443.5078125,50.3
1727825932,443.5078125,42.4
1727826372,443.40625,50.1
1727826372,443.40625,51.2
1727826372,443.40625,50.1
1727826372,443.40625,40.6
1727826843,446.078125,50.2
1727826843,446.078125,54.3
1727826843,446.078125,49.3
1727826843,446.078125,58.1
1727827271,447.640625,50.2
1727827271,447.640625,36.4
1727827271,447.640625,51.4
1727827271,447.640625,37.5
1727827679,439.05859375,50.1
1727827679,439.05859375,55.6
1727827679,439.05859375,49.7
1727827679,439.05859375,51.3
1727828105,448.30078125,50.2
1727828105,448.30078125,48.9
1727828105,448.30078125,50.7
1727828105,448.30078125,55.6
1727828457,444.8515625,50.1
1727828457,444.8515625,53.2
1727828457,444.8515625,50.1
1727828457,444.8515625,38.7
1727828859,440.9609375,50.1
1727828859,440.9609375,52.2
1727828859,440.9609375,49.2
1727828859,440.9609375,57.8
1727829259,441.6875,50.1
1727829259,441.6875,52.0
1727829308,441.6796875,49.8
1727829308,441.6796875,38.9
