start_time,end_time,run_time,program_string,n_samples,n_permutations,update_interval,n_consecutive_deviations,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727320736,1727320751,15,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 286 n_permutations 24 update_interval 81 n_consecutive_deviations 4,286,24,81,4,0.2860447185813415,0,None,i7182,11,9.130107889350174e-05
1727320736,1727320753,17,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 595 n_permutations 13 update_interval 174 n_consecutive_deviations 2,595,13,174,2,0.2909461394426699,0,None,i7182,14,0.0005452142306421409
1727320759,1727320773,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 348 n_permutations 29 update_interval 219 n_consecutive_deviations 5,348,29,219,5,0.29232294305540263,0,None,i7185,11,0.000898730528481671
1727320759,1727320774,15,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 445 n_permutations 27 update_interval 148 n_consecutive_deviations 1,445,27,148,1,0.2846679149686089,0,None,i7185,12,0.00025088421387573255
1727320754,1727320776,22,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 638 n_permutations 18 update_interval 195 n_consecutive_deviations 3,638,18,195,3,0.28962440797444655,0,None,i7173,14,0.001182601839989332
1727320754,1727320777,23,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 729 n_permutations 39 update_interval 171 n_consecutive_deviations 1,729,39,171,1,0.28626500715937875,0,None,i7173,15,0.0004535658694021243
1727320754,1727320779,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 719 n_permutations 32 update_interval 61 n_consecutive_deviations 5,719,32,61,5,0.2950214781363586,0,None,i7173,17,6.05878446527663e-05
1727320759,1727320779,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 728 n_permutations 44 update_interval 59 n_consecutive_deviations 1,728,44,59,1,0.3036678048243199,0,None,i7185,17,3.542169109894232e-05
1727320754,1727320780,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 879 n_permutations 20 update_interval 109 n_consecutive_deviations 3,879,20,109,3,0.2845026985350809,0,None,i7173,18,0.00012779561738698205
1727320759,1727320780,21,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 986 n_permutations 18 update_interval 127 n_consecutive_deviations 3,986,18,127,3,0.28885339795131626,0,None,i7185,18,0.00015794997001627661
1727320887,1727320903,16,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 478 n_permutations 25 update_interval 118 n_consecutive_deviations 3,478,25,118,3,0.280923009141976,0,None,i7182,13,0.00016436916976623981
1727320887,1727320903,16,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 533 n_permutations 35 update_interval 133 n_consecutive_deviations 3,533,35,133,3,0.2820244520321621,0,None,i7182,14,0.0002027850282319451
1727320899,1727320912,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 206 n_permutations 28 update_interval 121 n_consecutive_deviations 3,206,28,121,3,0.2901200572750303,0,None,i7182,10,0.0001373382982638932
1727320899,1727320915,16,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 431 n_permutations 15 update_interval 117 n_consecutive_deviations 3,431,15,117,3,0.2898997686969931,0,None,i7182,13,0.00012345339060836346
1727320899,1727320915,16,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 431 n_permutations 15 update_interval 112 n_consecutive_deviations 4,431,15,112,4,0.28923890296288135,0,None,i7182,13,0.00012598906802548205
1727320899,1727320916,17,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 557 n_permutations 31 update_interval 111 n_consecutive_deviations 4,557,31,111,4,0.28879832580680687,0,None,i7182,14,0.00012276189625120502
1727320917,1727320930,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 165 n_permutations 13 update_interval 99 n_consecutive_deviations 5,165,13,99,5,0.28659544002643467,0,None,i7182,10,0.00012149503636022711
1727320917,1727320932,15,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 279 n_permutations 40 update_interval 109 n_consecutive_deviations 5,279,40,109,5,0.28846789293975106,0,None,i7182,11,0.00012568519555137772
1727320917,1727320932,15,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 350 n_permutations 39 update_interval 158 n_consecutive_deviations 3,350,39,158,3,0.2789954840841502,0,None,i7182,12,0.00034809751718146997
1727320917,1727320935,18,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 576 n_permutations 22 update_interval 106 n_consecutive_deviations 4,576,22,106,4,0.2923780151999119,0,None,i7182,14,0.00010678110462109927
1727320917,1727320935,18,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 611 n_permutations 27 update_interval 128 n_consecutive_deviations 2,611,27,128,2,0.2860997907258509,0,None,i7182,15,0.0001635362664072984
1727320919,1727320937,18,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 673 n_permutations 37 update_interval 122 n_consecutive_deviations 3,673,37,122,3,0.2846128428240996,0,None,i7182,15,0.00016521643352792134
1727320939,1727320953,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 141 n_permutations 33 update_interval 112 n_consecutive_deviations 4,141,33,112,4,0.2786099790725851,0,None,i7182,10,0.00015395859183264866
1727320939,1727320953,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 198 n_permutations 18 update_interval 117 n_consecutive_deviations 3,198,18,117,3,0.28890847009582554,0,None,i7182,11,0.00013207709075633252
1727320939,1727320954,15,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 307 n_permutations 34 update_interval 128 n_consecutive_deviations 3,307,34,128,3,0.2816940191651063,0,None,i7182,12,0.00018473322859964087
1727320939,1727320955,16,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 425 n_permutations 38 update_interval 121 n_consecutive_deviations 3,425,38,121,3,0.2910012115871792,0,None,i7182,13,0.00013672485087957333
1727320939,1727320956,17,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 428 n_permutations 21 update_interval 111 n_consecutive_deviations 3,428,21,111,3,0.29177222161030947,0,None,i7182,13,0.00011262107858649327
1727320939,1727320957,18,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 557 n_permutations 14 update_interval 122 n_consecutive_deviations 2,557,14,122,2,0.28483313140213684,0,None,i7182,14,0.0001518707297971383
1727320947,1727320964,17,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 612 n_permutations 32 update_interval 119 n_consecutive_deviations 4,612,32,119,4,0.28775195506113005,0,None,i7182,14,0.0001469748714664791
1727320947,1727320965,18,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 611 n_permutations 24 update_interval 126 n_consecutive_deviations 3,611,24,126,3,0.2904504901420861,0,None,i7182,15,0.00014390983335710753
1727321037,1727321051,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 444 n_permutations 40 update_interval 158 n_consecutive_deviations 2,444,40,158,2,0.28780702720563944,0,None,i7182,12,0.000316571170818806
1727321037,1727321052,15,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 465 n_permutations 36 update_interval 157 n_consecutive_deviations 3,465,36,157,3,0.2845026985350809,0,None,i7182,12,0.0003194890434674551
1727321039,1727321054,15,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 493 n_permutations 47 update_interval 168 n_consecutive_deviations 3,493,47,168,3,0.27514043396849874,0,None,i7182,12,0.0005148048291087408
1727321059,1727321073,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 381 n_permutations 50 update_interval 167 n_consecutive_deviations 2,381,50,167,2,0.2868157286044719,0,None,i7182,11,0.00038640049358969116
1727321059,1727321074,15,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 401 n_permutations 43 update_interval 142 n_consecutive_deviations 3,401,43,142,3,0.2882476043617138,0,None,i7182,11,0.00019698882459098338
1727321059,1727321074,15,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 432 n_permutations 31 update_interval 151 n_consecutive_deviations 3,432,31,151,3,0.2902302015640489,0,None,i7182,12,0.00023844750136191913
1727321059,1727321074,15,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 420 n_permutations 43 update_interval 155 n_consecutive_deviations 4,420,43,155,4,0.28929397510739063,0,None,i7182,12,0.0002589023805092718
1727321059,1727321075,16,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 557 n_permutations 34 update_interval 160 n_consecutive_deviations 3,557,34,160,3,0.2898446965524838,0,None,i7182,13,0.0003021525766321444
1727321067,1727321081,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 418 n_permutations 33 update_interval 150 n_consecutive_deviations 2,418,33,150,2,0.287201233616037,0,None,i7182,11,0.00024425780155423277
1727321067,1727321084,17,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 659 n_permutations 47 update_interval 175 n_consecutive_deviations 3,659,47,175,3,0.29441568454675626,0,None,i7182,14,0.000688401806366339
1727321079,1727321092,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 368 n_permutations 34 update_interval 170 n_consecutive_deviations 2,368,34,170,2,0.27998678268531774,0,None,i7182,11,0.0005127944021762848
1727321079,1727321093,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 479 n_permutations 36 update_interval 164 n_consecutive_deviations 2,479,36,164,2,0.28252010133274585,0,None,i7182,12,0.0004048663123692037
1727321179,1727321191,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 100 n_permutations 50 update_interval 169 n_consecutive_deviations 3,100,50,169,3,0.2826853177662738,0,None,i7182,8,0.00044151856025410354
1727321188,1727321200,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 100 n_permutations 35 update_interval 131 n_consecutive_deviations 5,100,35,131,5,0.2906157065756141,0,None,i7185,9,0.00016316150276264864
1727321187,1727321207,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 932 n_permutations 50 update_interval 161 n_consecutive_deviations 3,932,50,161,3,0.2901200572750303,0,None,i7185,17,0.00029286709960909673
1727321199,1727321211,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 100 n_permutations 44 update_interval 141 n_consecutive_deviations 4,100,44,141,4,0.2846128428240996,0,None,i7185,9,0.0002005247842415497
1727321199,1727321211,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 100 n_permutations 32 update_interval 95 n_consecutive_deviations 5,100,32,95,5,0.29447075669126554,0,None,i7185,9,9.918465827049348e-05
1727321199,1727321219,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 851 n_permutations 50 update_interval 148 n_consecutive_deviations 2,851,50,148,2,0.27624187685868484,0,None,i7185,17,0.0002934399619056519
1727321217,1727321230,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 100 n_permutations 50 update_interval 112 n_consecutive_deviations 4,100,50,112,4,0.29221279876638395,0,None,i7185,9,0.00011638174184977894
1727321217,1727321232,15,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 408 n_permutations 50 update_interval 180 n_consecutive_deviations 3,408,50,180,3,0.29590263244850756,0,None,i7185,12,0.0008225669243730554
1727321217,1727321236,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 754 n_permutations 50 update_interval 169 n_consecutive_deviations 4,754,50,169,4,0.28813746007269525,0,None,i7185,15,0.0004278289744750803
1727321217,1727321238,21,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 1000 n_permutations 32 update_interval 158 n_consecutive_deviations 2,1000,32,158,2,0.28703601718250904,0,None,i7185,18,0.00031123007982562426
1727321239,1727321251,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 100 n_permutations 50 update_interval 155 n_consecutive_deviations 5,100,50,155,5,0.2909461394426699,0,None,i7185,9,0.00025986137648703015
1727321239,1727321251,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 100 n_permutations 27 update_interval 122 n_consecutive_deviations 5,100,27,122,5,0.287917171494658,0,None,i7185,9,0.00015899252678543122
1727321239,1727321256,17,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 563 n_permutations 50 update_interval 196 n_consecutive_deviations 2,563,50,196,2,0.29111135587619785,0,None,i7185,13,0.0007759271788900592
1727321239,1727321257,18,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 679 n_permutations 50 update_interval 161 n_consecutive_deviations 3,679,50,161,3,0.27514043396849874,0,None,i7185,15,0.0004259176643705409
1727321247,1727321260,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 100 n_permutations 27 update_interval 67 n_consecutive_deviations 5,100,27,67,5,0.2979953739398612,0,None,i7185,9,6.387981612678863e-05
1727321239,1727321260,21,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 1000 n_permutations 44 update_interval 152 n_consecutive_deviations 2,1000,44,152,2,0.2835664720784228,0,None,i7185,18,0.00029181906458379964
1727321367,1727321385,18,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 713 n_permutations 50 update_interval 143 n_consecutive_deviations 1,713,50,143,1,0.27921577266218744,0,None,i7182,15,0.0002483207957379121
1727321379,1727321391,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 100 n_permutations 39 update_interval 156 n_consecutive_deviations 2,100,39,156,2,0.2854389249917392,0,None,i7182,9,0.0002643462936446743
1727321379,1727321391,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 100 n_permutations 28 update_interval 157 n_consecutive_deviations 3,100,28,157,3,0.2859896464368322,0,None,i7182,9,0.00030033132223088014
1727321379,1727321396,17,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 582 n_permutations 50 update_interval 140 n_consecutive_deviations 2,582,50,140,2,0.2894041193964093,0,None,i7182,14,0.00019972831075375385
1727321397,1727321409,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 100 n_permutations 32 update_interval 169 n_consecutive_deviations 1,100,32,169,1,0.28334618350038554,0,None,i7182,9,0.00040154965209148336
1727321397,1727321418,21,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 1000 n_permutations 50 update_interval 130 n_consecutive_deviations 2,1000,50,130,2,0.28554906928075774,0,None,i7182,18,0.00017615133586731474
1727321397,1727321419,22,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 1000 n_permutations 50 update_interval 144 n_consecutive_deviations 1,1000,50,144,1,0.28659544002643467,0,None,i7182,18,0.0002190254554567397
1727321419,1727321431,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 100 n_permutations 41 update_interval 129 n_consecutive_deviations 1,100,41,129,1,0.2913316444542351,0,None,i7182,9,0.00013611185082838237
1727321419,1727321433,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 264 n_permutations 50 update_interval 147 n_consecutive_deviations 1,264,50,147,1,0.28620993501486947,0,None,i7182,11,0.00021392468578281982
1727321419,1727321435,16,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 449 n_permutations 49 update_interval 138 n_consecutive_deviations 1,449,49,138,1,0.2916070051767816,0,None,i7182,13,0.00016825190605993033
1727321420,1727321439,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 730 n_permutations 48 update_interval 134 n_consecutive_deviations 1,730,48,134,1,0.28769688291662077,0,None,i7182,16,0.00017212585387226258
1727321427,1727321439,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 100 n_permutations 29 update_interval 152 n_consecutive_deviations 1,100,29,152,1,0.28620993501486947,0,None,i7182,9,0.00022704270896761538
1727321427,1727321446,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 ImageBasedDriftDetector n_samples 714 n_permutations 32 update_interval 144 n_consecutive_deviations 1,714,32,144,1,0.2812534420090318,0,None,i7182,15,0.0002413161241226006
