trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
33,33_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,29.000000000000000000000000000000,4877,582,0.552066001848336762591884507856,9,0.01
34,34_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.690000000000000057731597280508,31.000000000000000000000000000000,4532,2982,0.001000000000000000020816681712,1,0.01
35,35_0,FAILED,BoTorch,BOTORCH_MODULAR,,,2098,1,0.505224733627193667295784962334,32,0.025
36,36_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.670000000000000039968028886506,10.000000000000000000000000000000,4459,4695,0.998999999999999999111821580300,1,0.025
37,37_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,35.000000000000000000000000000000,3614,359,0.542030654705255132697061526414,6,0.1
38,38_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.700000000000000066613381477509,30.000000000000000000000000000000,4509,3014,0.001000000000000000020816681712,1,0.025
39,39_0,FAILED,BoTorch,BOTORCH_MODULAR,,,392,1,0.543658526093445670923642865091,50,0.1
40,40_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.739999999999999991118215802999,71.000000000000000000000000000000,1959,196,0.548820551417048219100536243786,50,0.005
41,41_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,27.000000000000000000000000000000,4942,677,0.607626705324803451091497663583,1,0.1
42,42_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.660000000000000031086244689504,10.000000000000000000000000000000,3215,4645,0.998999999999999999111821580300,1,0.05
43,43_0,FAILED,BoTorch,BOTORCH_MODULAR,,,2992,10,0.523892318223105446506338012114,12,0.025
44,44_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,37.000000000000000000000000000000,4625,424,0.613014316787836577304915408604,47,0.01
45,45_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,321.000000000000000000000000000000,1046,54,0.569711657394216586247637224005,50,0.01
46,46_0,FAILED,BoTorch,BOTORCH_MODULAR,,,195,1,0.495680528866587977177005086560,47,0.025
47,47_0,FAILED,BoTorch,BOTORCH_MODULAR,,,410,1,0.453734042657828906541794822260,6,0.1
48,48_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,37.000000000000000000000000000000,4135,399,0.539547800135057209480748952046,17,0.005
49,49_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,21.000000000000000000000000000000,4994,1097,0.590676907180823218546095176862,1,0.01
50,50_0,FAILED,BoTorch,BOTORCH_MODULAR,,,2953,1,0.551781342289027643133181300072,50,0.001
51,51_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,40.000000000000000000000000000000,4669,355,0.538150130150292671515899201040,16,0.001
52,52_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.680000000000000048849813083507,11.000000000000000000000000000000,5000,4686,0.998999999999999999111821580300,1,0.001
53,53_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.670000000000000039968028886506,10.000000000000000000000000000000,3851,4249,0.998999999999999999111821580300,1,0.1
54,54_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.690000000000000057731597280508,9.000000000000000000000000000000,2417,4562,0.998999999999999999111821580300,1,0.1
55,55_0,FAILED,BoTorch,BOTORCH_MODULAR,,,9,1,0.422521717767514293218056309343,1,0.025
56,56_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.640000000000000013322676295502,10.000000000000000000000000000000,1,4465,0.998999999999999999111821580300,1,0.05
57,57_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.739999999999999991118215802999,14.000000000000000000000000000000,117,129,0.559133380101802357486917571805,1,0.05
58,58_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.739999999999999991118215802999,40.000000000000000000000000000000,3917,335,0.580565125057908471006840045447,1,0.001
59,59_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,74.000000000000000000000000000000,3212,109,0.545409544366371790147240972146,27,0.05
60,60_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,16.000000000000000000000000000000,4940,1328,0.681713894770362149877485080651,44,0.001
61,61_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,10.000000000000000000000000000000,1,290,0.555332843073492288255010862486,12,0.25
62,62_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,13.000000000000000000000000000000,3209,1458,0.742919309298469499047712361062,30,0.05
63,63_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.690000000000000057731597280508,13.000000000000000000000000000000,3831,2485,0.169603797764097036226971226824,50,0.05
64,64_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,17.000000000000000000000000000000,4240,1509,0.725846780598479401902523022727,38,0.05
65,65_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.739999999999999991118215802999,21.000000000000000000000000000000,556,269,0.580104222396906843428610045521,14,0.05
66,66_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.680000000000000048849813083507,11.000000000000000000000000000000,39,318,0.589025469896375386547049401997,12,0.005
67,67_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,31.000000000000000000000000000000,5000,1103,0.001000000000000000020816681712,45,0.01
68,68_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,18.000000000000000000000000000000,5000,1131,0.679060320131461669923567114893,44,0.1
69,69_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,18.000000000000000000000000000000,4955,1124,0.690686271102797899601455355878,47,0.05
70,70_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.739999999999999991118215802999,18.000000000000000000000000000000,162,118,0.450940656660552774415151588983,12,0.25
71,71_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,18.000000000000000000000000000000,5000,1439,0.753513834909802060479933061288,46,0.001
72,72_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,13.000000000000000000000000000000,4768,2428,0.135366994336186097225294133750,50,0.01
73,73_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.700000000000000066613381477509,13.000000000000000000000000000000,4822,2562,0.180511600122179260985433302267,50,0.05
74,74_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.680000000000000048849813083507,9.000000000000000000000000000000,2037,2476,0.164102345898254231570945194107,29,0.05
75,75_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.700000000000000066613381477509,13.000000000000000000000000000000,3863,2466,0.244379382268582773241050176694,39,0.05
76,76_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,17.000000000000000000000000000000,4762,1381,0.728573315773403562545240674808,37,0.05
77,77_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,16.000000000000000000000000000000,3929,1552,0.850815667766839700547620850557,44,0.1
78,78_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,17.000000000000000000000000000000,5000,1356,0.847187838334022225161845653929,50,0.001
79,79_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,12.000000000000000000000000000000,100,316,0.594784303711658912661164322344,13,0.025
80,80_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,14.000000000000000000000000000000,446,493,0.648689149772894935175315822562,16,0.05
81,81_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,16.000000000000000000000000000000,1735,1414,0.724667326176439252627403675433,24,0.05
82,82_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,19.000000000000000000000000000000,4614,1265,0.599654099729392986439791002340,38,0.05
83,83_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,15.000000000000000000000000000000,3679,2082,0.998999999999999999111821580300,50,0.005
84,84_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.739999999999999991118215802999,18.000000000000000000000000000000,5000,1404,0.680486859622911999245786773827,50,0.05
85,85_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.690000000000000057731597280508,11.000000000000000000000000000000,4596,5000,0.879677283554964217771043877292,26,0.1
86,86_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.690000000000000057731597280508,11.000000000000000000000000000000,630,2532,0.236742764215118084436539902526,36,0.05
87,87_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.700000000000000066613381477509,13.000000000000000000000000000000,4947,2551,0.125313060426798156266059436348,50,0.005
88,88_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,15.000000000000000000000000000000,3881,1493,0.697170571070443556571660792542,39,0.005
89,89_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,13.000000000000000000000000000000,345,472,0.646606759029021649354262990528,14,0.001
90,90_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,19.000000000000000000000000000000,3880,1101,0.599569733653343761581311355258,1,0.1
91,91_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,23.000000000000000000000000000000,3897,1025,0.599649982784605350971673942695,1,0.05
92,92_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,14.000000000000000000000000000000,2186,361,0.528557177471257633172285750334,1,0.25
93,93_0,FAILED,BoTorch,BOTORCH_MODULAR,,,663,1,0.432759830255158295386763711576,11,0.05
94,94_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,20.000000000000000000000000000000,4682,1350,0.359614845395848370390723403034,19,0.005
95,95_0,FAILED,BoTorch,BOTORCH_MODULAR,,,745,1,0.434551233303763773108130408218,11,0.05
96,96_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,15.000000000000000000000000000000,1,157,0.420496044724178563711802780745,30,0.05
97,97_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,18.000000000000000000000000000000,1071,805,0.626071908611396721333619552752,1,0.1
98,98_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,45.000000000000000000000000000000,5000,532,0.481253720749925062438734357784,49,0.005
99,99_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,134.000000000000000000000000000000,611,44,0.432670785422708203959984984976,10,0.05
100,100_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,17.000000000000000000000000000000,4976,1349,0.644820173629898962808226769994,18,0.05
101,101_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,48.000000000000000000000000000000,1142,165,0.538413236463440414425463131920,1,0.25
102,102_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,29.000000000000000000000000000000,2594,179,0.572902582285771733161539032153,1,0.05
103,103_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,63.000000000000000000000000000000,1792,334,0.616966329498460308577989508194,38,0.05
104,104_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,13.000000000000000000000000000000,231,323,0.597774470838517202331274802418,1,0.05
105,105_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,32.000000000000000000000000000000,4491,525,0.602742586133737545672772739636,35,0.25
106,106_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,28.000000000000000000000000000000,4538,643,0.594715888761703226350618933793,50,0.001
107,107_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.690000000000000057731597280508,14.000000000000000000000000000000,4892,2600,0.998999999999999999111821580300,1,0.005
108,108_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,10.000000000000000000000000000000,1,235,0.405428310552846005165861242858,1,0.1
109,109_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.739999999999999991118215802999,40.000000000000000000000000000000,1328,288,0.564963059159581004742278764752,1,0.01
110,110_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,34.000000000000000000000000000000,4679,546,0.663789685343377566795197708416,1,0.25
111,111_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.739999999999999991118215802999,21.000000000000000000000000000000,4636,1268,0.529588915974931739860664947628,47,0.25
112,112_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,16.000000000000000000000000000000,2464,443,0.579053285940142714594003336970,1,0.25
113,113_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.660000000000000031086244689504,13.000000000000000000000000000000,2746,1802,0.998999999999999999111821580300,50,0.005
114,114_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.680000000000000048849813083507,18.000000000000000000000000000000,4944,2968,0.090768076340531453349846913170,31,0.01
115,115_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,12.000000000000000000000000000000,1,163,0.503264557211447471907206363539,9,0.05
116,116_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.690000000000000057731597280508,9.000000000000000000000000000000,99,5000,0.308203446313885853768965716881,1,0.1
117,117_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,17.000000000000000000000000000000,5000,1571,0.594848833822561928741379233543,7,0.25
118,118_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,20.000000000000000000000000000000,2606,643,0.539877646336125782688952767785,18,0.05
119,119_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,28.000000000000000000000000000000,5000,724,0.569803357698843160328294743522,50,0.05
120,120_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,23.000000000000000000000000000000,5000,913,0.487569951519168265363646241894,1,0.25
121,121_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.739999999999999991118215802999,34.000000000000000000000000000000,2670,195,0.565826982129539635124615415407,20,0.25
122,122_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,16.000000000000000000000000000000,5000,1752,0.579868431100353687313031514350,50,0.005
123,123_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,15.000000000000000000000000000000,688,911,0.297530679419881260994173999279,50,0.005
124,124_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,23.000000000000000000000000000000,5000,972,0.601653735281446500060553717049,50,0.05
125,125_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,38.000000000000000000000000000000,875,210,0.519312319928798449275575421780,17,0.25
126,126_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.739999999999999991118215802999,28.000000000000000000000000000000,1920,694,0.222937592931043732091822562325,23,0.005
127,127_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,20.000000000000000000000000000000,5000,1256,0.398248783096766867384275201402,50,0.005
128,128_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,30.000000000000000000000000000000,4666,843,0.265758613605496074594469746444,50,0.005
129,129_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,25.000000000000000000000000000000,3424,590,0.282384555109895019064936150244,34,0.01
130,130_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,28.000000000000000000000000000000,1291,474,0.572505752279888091571535824187,1,0.005
131,131_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,28.000000000000000000000000000000,1199,450,0.672337961336425649072623400571,1,0.1
132,132_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.690000000000000057731597280508,9.000000000000000000000000000000,1,4134,0.001000000000000000020816681712,5,0.025
133,133_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.680000000000000048849813083507,12.000000000000000000000000000000,2341,851,0.306721429488016006370543209414,1,0.005
134,134_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.700000000000000066613381477509,10.000000000000000000000000000000,2934,4948,0.460029175741152263068300953819,1,0.025
135,135_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,19.000000000000000000000000000000,3071,665,0.564338459079970711229634616757,50,0.25
136,136_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,44.000000000000000000000000000000,855,197,0.667148940816745472659476945410,15,0.05
137,137_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.700000000000000066613381477509,17.000000000000000000000000000000,5000,1926,0.632917984415367840256294584833,50,0.005
138,138_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,31.000000000000000000000000000000,5000,786,0.497007294806093069539087991870,1,0.01
139,139_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,17.000000000000000000000000000000,5000,2779,0.629940272572822923535795780481,39,0.1
140,140_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,19.000000000000000000000000000000,5000,1733,0.404247287668403010307827116776,16,0.005
141,141_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,15.000000000000000000000000000000,5000,3133,0.598109698697520286714279791340,50,0.1
142,142_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,18.000000000000000000000000000000,5000,1970,0.632990170344266300794799917639,1,0.25
143,143_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.680000000000000048849813083507,12.000000000000000000000000000000,4297,4593,0.453164293307243837283238008240,50,0.1
144,144_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.739999999999999991118215802999,21.000000000000000000000000000000,399,212,0.001000000000000000020816681712,9,0.005
145,145_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.690000000000000057731597280508,10.000000000000000000000000000000,1,4364,0.299315812365486266788394686955,1,0.05
146,146_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.690000000000000057731597280508,15.000000000000000000000000000000,3254,2209,0.998999999999999999111821580300,48,0.005
147,147_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,29.000000000000000000000000000000,2862,408,0.001000000000000000020816681712,8,0.005
148,148_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.700000000000000066613381477509,16.000000000000000000000000000000,5000,2266,0.703220446302847079778075567447,1,0.05
149,149_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,17.000000000000000000000000000000,5000,2026,0.001000000000000000020816681712,28,0.01
150,150_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.739999999999999991118215802999,88.000000000000000000000000000000,4996,182,0.315816181749681013091191061903,1,0.005
151,151_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,56.000000000000000000000000000000,715,726,0.001000000000000000020816681712,50,0.01
152,152_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.680000000000000048849813083507,14.000000000000000000000000000000,1,214,0.001000000000000000020816681712,10,0.01
153,153_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.680000000000000048849813083507,14.000000000000000000000000000000,5000,3352,0.659771562176048043113496532897,1,0.1
154,154_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,22.000000000000000000000000000000,4313,1678,0.001000000000000000020816681712,50,0.01
155,155_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.739999999999999991118215802999,37.000000000000000000000000000000,5000,570,0.230428326117830872821201637635,50,0.005
156,156_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,26.000000000000000000000000000000,2997,992,0.001000000000000000020816681712,50,0.005
157,157_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.700000000000000066613381477509,38.000000000000000000000000000000,494,1818,0.001000000000000000020816681712,50,0.01
158,158_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.690000000000000057731597280508,9.000000000000000000000000000000,246,3909,0.413229478264495686534729657069,7,0.25
159,159_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.650000000000000022204460492503,13.000000000000000000000000000000,1484,3845,0.487552094430944160663443653903,50,0.025
160,160_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,20.000000000000000000000000000000,4709,2159,0.001000000000000000020816681712,27,0.01
161,161_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,14.000000000000000000000000000000,5000,3551,0.001000000000000000020816681712,50,0.1
162,162_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,15.000000000000000000000000000000,5000,3187,0.001000000000000000020816681712,2,0.01
163,163_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,10.000000000000000000000000000000,1,4942,0.001000000000000000020816681712,50,0.1
164,164_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.690000000000000057731597280508,12.000000000000000000000000000000,5000,4912,0.001000000000000000020816681712,50,0.25
165,165_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.690000000000000057731597280508,13.000000000000000000000000000000,1981,4659,0.001000000000000000020816681712,33,0.01
166,166_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,20.000000000000000000000000000000,5000,1451,0.008013663507275343989011417989,1,0.01
167,167_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.719999999999999973354647408996,25.000000000000000000000000000000,5000,912,0.001000000000000000020816681712,18,0.05
168,168_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.709999999999999964472863211995,21.000000000000000000000000000000,5000,1197,0.001000000000000000020816681712,1,0.05
169,169_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.700000000000000066613381477509,13.000000000000000000000000000000,5000,4399,0.001000000000000000020816681712,1,0.1
170,170_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.729999999999999982236431605997,88.000000000000000000000000000000,4995,233,0.575634483501170191033224909916,50,0.05
171,171_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.680000000000000048849813083507,12.000000000000000000000000000000,5000,3998,0.001000000000000000020816681712,15,0.01
172,172_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.700000000000000066613381477509,16.000000000000000000000000000000,5000,2297,0.001000000000000000020816681712,50,0.25
173,173_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.739999999999999991118215802999,99.000000000000000000000000000000,3950,163,0.391804240057184172130178012594,8,0.1
