trial_index,arm_name,trial_status,generation_method,n_samples,threshold,outlier_detector_kwargs
41,41_0,FAILED,Sobol,350,0.662739531695842876146684830019,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
42,42_0,FAILED,Sobol,732,0.440831916406750734527264512508,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
43,43_0,FAILED,Sobol,173,0.352101262100040945934864566880,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
44,44_0,FAILED,Sobol,820,0.626649648882448673248291015625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
45,45_0,FAILED,Sobol,691,0.457866747118532702032212000631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
46,46_0,FAILED,Sobol,575,0.301334381848573695794613058752,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
47,47_0,FAILED,Sobol,298,0.699550067633390559862505142519,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
48,48_0,FAILED,Sobol,644,0.397416541352868080139160156250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
49,49_0,FAILED,Sobol,891,0.347242345474660429882618473130,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
50,50_0,FAILED,Sobol,984,0.268923979625105891155811832505,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
51,51_0,FAILED,Sobol,157,0.762113170698285102844238281250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
52,52_0,FAILED,Sobol,528,0.705526595376432030803925954388,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
53,53_0,FAILED,Sobol,981,0.540483970381319567266587000631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
54,54_0,FAILED,Sobol,944,0.302157049439847502636524723130,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
55,55_0,FAILED,Sobol,940,0.354649842344224475176872601878,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
56,56_0,FAILED,Sobol,916,0.755448470823466777801513671875,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
57,57_0,FAILED,Sobol,247,0.438255771435797247814747379380,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
58,58_0,FAILED,Sobol,879,0.274004256725311312603565738755,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
59,59_0,FAILED,Sobol,249,0.629240848310291811529282313131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
60,60_0,FAILED,Sobol,283,0.797932680137455552227265798138,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
61,61_0,FAILED,Sobol,743,0.642736376263201236724853515625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
62,62_0,FAILED,Sobol,742,0.638596420735120906542192642519,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
63,63_0,FAILED,Sobol,318,0.548670314811170234392534439394,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
64,64_0,FAILED,Sobol,255,0.614011924341321124742876236269,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
65,65_0,FAILED,Sobol,383,0.640489162877202033996582031250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
66,66_0,FAILED,Sobol,799,0.756885591149330183569077235006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
67,67_0,FAILED,Sobol,911,0.277639209851622603686394086253,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
68,68_0,FAILED,Sobol,313,0.762924244441092191948428080650,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
69,69_0,FAILED,Sobol,244,0.334195370040833994451645594381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
70,70_0,FAILED,Sobol,508,0.544014674425125188683693977509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
71,71_0,FAILED,Sobol,349,0.231582475826144218444824218750,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
72,72_0,FAILED,Sobol,967,0.729033735021948903209931813763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
73,73_0,FAILED,Sobol,607,0.456014111265540145190300336253,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
74,74_0,FAILED,Sobol,666,0.292415266856551170349121093750,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
75,75_0,FAILED,Sobol,467,0.775291983410716145641572438763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
76,76_0,FAILED,Sobol,116,0.607521001994609899377053352509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
77,77_0,FAILED,Sobol,987,0.585449988022446632385253906250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
78,78_0,FAILED,Sobol,174,0.430616852454841159136833539378,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
79,79_0,FAILED,Sobol,989,0.490966611728072210851792078756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
80,80_0,FAILED,Sobol,102,0.787269739806652157909638845013,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
81,81_0,FAILED,Sobol,296,0.232685929350554959738062166252,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
82,82_0,FAILED,Sobol,733,0.469800574518740243767922493134,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
83,83_0,FAILED,Sobol,507,0.688173901103437013482277961884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
84,84_0,FAILED,Sobol,630,0.341545943170785903930664062500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
85,85_0,FAILED,Sobol,734,0.715496595948934555053710937500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
86,86_0,FAILED,Sobol,126,0.750964483432471796575669031881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
87,87_0,FAILED,Sobol,721,0.749847261235117912292480468750,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
88,88_0,FAILED,Sobol,970,0.331943473406136058123649945628,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
89,89_0,FAILED,Sobol,304,0.375202178955078125000000000000,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
90,90_0,FAILED,Sobol,188,0.689204650558531417559038345644,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
91,91_0,FAILED,Sobol,412,0.637939452752471103380571548769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
92,92_0,FAILED,Sobol,713,0.218817158602178096771240234375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
93,93_0,FAILED,Sobol,725,0.732774404063820883337143641256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
94,94_0,FAILED,Sobol,599,0.679527615942061014031594368134,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
95,95_0,FAILED,Sobol,153,0.313449737802147909704331141256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
96,96_0,FAILED,Sobol,982,0.296586794778704643249511718750,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
97,97_0,FAILED,Sobol,746,0.578695318475365705346291633759,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
98,98_0,FAILED,Sobol,279,0.520071322098374366760253906250,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
99,99_0,FAILED,Sobol,348,0.259261002019047781530503016256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
100,100_0,FAILED,Sobol,752,0.606233644485473677221420985006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
101,101_0,FAILED,Sobol,420,0.490334178693592581677052066880,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
102,102_0,FAILED,Sobol,599,0.331035932898521456646534488755,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
103,103_0,FAILED,Sobol,469,0.770309587381780236370332204388,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
104,104_0,FAILED,Sobol,945,0.798787411861121787737261001894,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
105,105_0,FAILED,Sobol,171,0.786564607173204421997070312500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
106,106_0,FAILED,Sobol,346,0.375904746167361802910988899384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
107,107_0,FAILED,Sobol,931,0.240085237659513950347900390625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
108,108_0,FAILED,Sobol,998,0.331667937338352203369140625000,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
109,109_0,FAILED,Sobol,809,0.555838722921907946172837000631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
110,110_0,FAILED,Sobol,622,0.420850686356425307543815961253,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
111,111_0,FAILED,Sobol,213,0.641827465593814983080278580019,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
112,112_0,FAILED,Sobol,949,0.276520930975675593987972433752,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
113,113_0,FAILED,Sobol,621,0.544691320881247609264619313763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
114,114_0,FAILED,Sobol,397,0.421618843078613303454460492503,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
115,115_0,FAILED,Sobol,985,0.725185818411409943706757985638,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
116,116_0,FAILED,Sobol,953,0.305286088213324591222885828756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
117,117_0,FAILED,Sobol,853,0.749471692182123838676943705650,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
118,118_0,FAILED,Sobol,135,0.704935413599014459862246440025,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
119,119_0,FAILED,Sobol,159,0.529492378421127840582016688131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
120,120_0,FAILED,Sobol,136,0.529400685429573192308794205019,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
121,121_0,FAILED,Sobol,662,0.506578659079969018108613454388,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
122,122_0,FAILED,Sobol,361,0.794422084838152020580537282513,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
123,123_0,FAILED,Sobol,249,0.735146856494248046587358658144,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
124,124_0,FAILED,Sobol,726,0.755369929596781730651855468750,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
125,125_0,FAILED,Sobol,975,0.381998676434159301074089398753,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
126,126_0,FAILED,Sobol,928,0.321055739931762229577572043127,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
127,127_0,FAILED,Sobol,112,0.299562250263988971710205078125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
128,128_0,FAILED,Sobol,338,0.613042963482439584588234993134,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
129,129_0,FAILED,Sobol,207,0.735715352371335118419892751263,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
130,130_0,FAILED,Sobol,224,0.634178304485976784832246266888,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
131,131_0,FAILED,Sobol,490,0.753128092363476886461626236269,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
132,132_0,FAILED,Sobol,129,0.499105553701520043841100005011,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
133,133_0,FAILED,Sobol,382,0.231983441486954711230339398753,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
134,134_0,FAILED,Sobol,608,0.465368587896227869915577457505,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
135,135_0,FAILED,Sobol,266,0.395235781371593541955178352509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
136,136_0,FAILED,Sobol,882,0.461177478730678602758530360006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
137,137_0,FAILED,Sobol,304,0.360608559101819992065429687500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
138,138_0,FAILED,Sobol,179,0.695251377858221664141069595644,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
139,139_0,FAILED,Sobol,697,0.248778876103460805380152010002,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
140,140_0,FAILED,Sobol,899,0.676018952950835361193071548769,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
141,141_0,FAILED,Sobol,190,0.406560396403074286730827680003,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
142,142_0,FAILED,Sobol,361,0.569100697524845600128173828125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
143,143_0,FAILED,Sobol,116,0.527516242489218800670869313763,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
144,144_0,FAILED,Sobol,762,0.495022600144147950640416411261,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
145,145_0,FAILED,Sobol,914,0.460794744268059774938706141256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
146,146_0,FAILED,Sobol,239,0.760027647018432617187500000000,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
147,147_0,FAILED,Sobol,648,0.245112872496247302667171652502,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
148,148_0,FAILED,Sobol,762,0.766468272358179270042910502525,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
149,149_0,FAILED,Sobol,703,0.462721587903797693108742805634,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
150,150_0,FAILED,Sobol,199,0.642369438894093036651611328125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
151,151_0,FAILED,Sobol,341,0.582995818182826086584213953756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
152,152_0,FAILED,Sobol,765,0.323319099657237540856868918127,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
153,153_0,FAILED,Sobol,663,0.263142785429954562115284488755,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
154,154_0,FAILED,Sobol,584,0.723349735140800476074218750000,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
155,155_0,FAILED,Sobol,499,0.388154257275164171758774500631,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
156,156_0,FAILED,Sobol,828,0.544409099407494156963593923138,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
157,157_0,FAILED,Sobol,102,0.695004200004041283733613454388,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
158,158_0,FAILED,Sobol,525,0.443477267399430330474530137508,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
159,159_0,FAILED,Sobol,207,0.520653179846704006195068359375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
160,160_0,FAILED,Sobol,165,0.287978136539459250720085492503,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
161,161_0,FAILED,Sobol,877,0.568253196589648790215676399384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
162,162_0,FAILED,Sobol,379,0.250773756764829158782958984375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
163,163_0,FAILED,Sobol,902,0.300956389307975802349659488755,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
164,164_0,FAILED,Sobol,514,0.310618985816836390423389957505,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
165,165_0,FAILED,Sobol,770,0.510968427173793315887451171875,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
166,166_0,FAILED,Sobol,777,0.503225768171250864568833094381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
167,167_0,FAILED,Sobol,610,0.638820340484380855272661392519,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
168,168_0,FAILED,Sobol,662,0.658640777692198753356933593750,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
169,169_0,FAILED,Sobol,358,0.315932040102779865264892578125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
170,170_0,FAILED,Sobol,677,0.346357720531523249896110883128,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
171,171_0,FAILED,Sobol,504,0.548081932030618279583222829388,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
172,172_0,FAILED,Sobol,690,0.456019412539899415826027961884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
173,173_0,FAILED,Sobol,762,0.540345527604222386486299001263,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
174,174_0,FAILED,Sobol,636,0.505351878702640533447265625000,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
175,175_0,FAILED,Sobol,129,0.696961929276585623327378016256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
176,176_0,FAILED,Sobol,112,0.537180195748806044164780360006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
177,177_0,FAILED,Sobol,287,0.608558391593396752483613454388,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
178,178_0,FAILED,Sobol,752,0.760108936391771017326846049400,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
179,179_0,FAILED,Sobol,143,0.518480552546680018011215906881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
180,180_0,FAILED,Sobol,846,0.730107312649488582323442642519,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
181,181_0,FAILED,Sobol,148,0.510293624736368744976289235638,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
182,182_0,FAILED,Sobol,939,0.405872308649122714996337890625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
183,183_0,FAILED,Sobol,961,0.759955653175711676183823328756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
184,184_0,FAILED,Sobol,751,0.535706224106252237859848719381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
185,185_0,FAILED,Sobol,893,0.380330592207610673760598274384,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
186,186_0,FAILED,Sobol,515,0.317737801559269450457634320628,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
187,187_0,FAILED,Sobol,809,0.344672575220465682299675336253,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
188,188_0,FAILED,Sobol,834,0.460386964119970820696892133128,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
189,189_0,FAILED,Sobol,312,0.395087863132357663964455696259,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
190,190_0,FAILED,Sobol,389,0.505429889634251727770219986269,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
191,191_0,FAILED,Sobol,102,0.505276357196271508342988454388,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
192,192_0,FAILED,Sobol,519,0.473271174728870425152393863755,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
193,193_0,FAILED,Sobol,907,0.596159411035478203899629079388,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
194,194_0,FAILED,Sobol,155,0.383868504129350252007668586884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
195,195_0,FAILED,Sobol,733,0.680624957941472596978371711884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
196,196_0,FAILED,Sobol,460,0.749859652481973171234130859375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
197,197_0,FAILED,Sobol,744,0.383384024538099832390969368134,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
198,198_0,FAILED,Sobol,349,0.656283695995807714318459602509,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
199,199_0,FAILED,Sobol,462,0.457731664925813741540139290009,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
200,200_0,FAILED,Sobol,128,0.527738819457590713213335220644,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
201,201_0,FAILED,Sobol,913,0.502819588407874107360839843750,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
202,202_0,FAILED,Sobol,539,0.427412726357579264568897770005,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
203,203_0,FAILED,Sobol,427,0.265594644658267542425278406881,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
204,204_0,FAILED,Sobol,145,0.530084852688014640520464126894,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
205,205_0,FAILED,Sobol,664,0.658254996128380343023422938131,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
206,206_0,FAILED,Sobol,419,0.573984365910291671752929687500,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
207,207_0,FAILED,Sobol,446,0.414248851314187094274643641256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
208,208_0,FAILED,Sobol,819,0.575086528621614023748520594381,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
209,209_0,FAILED,Sobol,759,0.219383777491748338528410045001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
210,210_0,FAILED,Sobol,971,0.316202540323138270306202457505,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
211,211_0,FAILED,Sobol,267,0.739250355213880716576113627525,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
212,212_0,FAILED,Sobol,550,0.523971620015799999237060546875,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
213,213_0,FAILED,Sobol,671,0.757999392971396623863711283775,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
214,214_0,FAILED,Sobol,624,0.575465063750743910375717860006,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
215,215_0,FAILED,Sobol,778,0.216213350556790834255949107501,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
216,216_0,FAILED,Sobol,519,0.545680892840027853551987391256,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
217,217_0,FAILED,Sobol,815,0.302194005809724330902099609375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
218,218_0,FAILED,Sobol,689,0.715270689688622951507568359375,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
219,219_0,FAILED,Sobol,445,0.721446202136576175689697265625,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
220,220_0,FAILED,Sobol,321,0.527380157820880546282182876894,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
221,221_0,FAILED,Sobol,921,0.532116974703967571258544921875,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
222,222_0,FAILED,Sobol,611,0.437432983145117804113510828756,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
223,223_0,FAILED,Sobol,355,0.388212475739419526910012336884,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
