timestamp,ram_usage_mb,cpu_usage_percent
1727478384,539.87890625,55.3
1727478384,539.87890625,48.9
1727478384,539.87890625,55.6
1727478697,547.6640625,50.2
1727478697,547.6640625,40.0
1727478697,547.6640625,50.8
1727478697,547.6640625,50.0
1727479061,562.5703125,50.2
1727479061,562.5703125,39.4
1727479061,562.5703125,51.3
1727479061,562.5703125,42.4
1727479423,567.55859375,50.2
1727479423,567.55859375,53.2
1727479423,567.55859375,50.0
1727479423,567.55859375,55.6
1727479844,572.56640625,50.2
1727479844,572.56640625,38.2
1727479844,572.56640625,51.8
1727479844,572.56640625,41.2
1727480233,578.9921875,50.2
1727480233,578.9921875,54.3
1727480233,578.9921875,48.6
1727480233,578.9921875,57.8
1727480672,472.4140625,50.2
1727480672,472.4140625,51.3
1727480672,472.4140625,49.0
1727480672,472.4140625,56.8
1727481180,455.328125,50.2
1727481180,455.328125,38.2
1727481180,455.328125,51.4
1727481180,455.328125,40.6
1727481734,454.31640625,50.2
1727481734,454.31640625,54.2
1727481734,454.31640625,49.0
1727481734,454.31640625,54.8
1727482384,478.26171875,50.2
1727482384,478.26171875,54.5
1727482384,478.26171875,50.4
1727482384,478.26171875,41.2
1727483083,479.79296875,50.3
1727483083,479.79296875,37.1
1727483083,479.79296875,51.1
1727483083,479.79296875,41.2
1727484021,456.63671875,50.3
1727484021,456.63671875,56.2
1727484021,456.63671875,48.3
1727484021,456.63671875,57.8
1727484965,482.03515625,50.3
1727484965,482.03515625,54.0
1727484965,482.03515625,49.0
1727484965,482.03515625,48.6
1727485884,487.25,50.3
1727485884,487.25,50.0
1727485884,487.25,51.2
1727485884,487.25,38.2
1727486974,495.96875,50.3
1727486974,495.96875,54.3
1727486974,495.96875,48.8
1727486974,495.96875,55.6
1727488001,484.0390625,50.3
1727488001,484.0390625,53.2
1727488001,484.0390625,49.0
1727488001,484.0390625,54.8
1727489213,470.0546875,50.3
1727489213,470.0546875,50.0
1727489213,470.0546875,48.1
1727489213,470.0546875,56.8
1727490570,553.25390625,50.3
1727490570,553.25390625,38.2
1727490570,553.25390625,50.9
1727490570,553.25390625,48.6
1727492100,473.94921875,50.3
1727492100,473.94921875,56.2
1727492100,473.94921875,50.5
1727492100,473.94921875,39.4
1727493621,576.0,50.3
1727493621,576.0,51.1
1727493622,576.0,49.3
1727493622,576.0,56.5
1727495224,499.15234375,50.3
1727495224,499.15234375,53.2
1727495224,499.15234375,50.1
1727495224,499.15234375,57.8
1727497135,511.734375,50.3
1727497135,511.734375,42.9
1727497135,511.734375,51.0
1727497135,511.734375,40.6
1727498991,540.421875,50.3
1727498991,540.421875,45.2
1727498991,540.421875,50.3
1727498991,540.421875,53.3
1727501009,596.2578125,50.3
1727501009,596.2578125,38.2
1727501051,596.265625,49.7
1727501051,596.265625,53.2
