start_time,end_time,run_time,program_string,n_samples,n_permutations,update_interval,n_consecutive_deviations,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727501398,1727501430,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 285 n_permutations 36 update_interval 72 n_consecutive_deviations 2,285,36,72,2,0.25356339084771196,0,None,i7186,28,0.011421973140343909
1727501418,1727501447,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 322 n_permutations 17 update_interval 50 n_consecutive_deviations 1,322,17,50,1,0.21755438859714926,0,None,i7186,25,0.007072601483704259
1727501418,1727501448,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 229 n_permutations 25 update_interval 73 n_consecutive_deviations 2,229,25,73,2,0.24081020255063768,0,None,i7186,26,0.00955000654925636
1727501418,1727501448,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 100 n_permutations 36 update_interval 82 n_consecutive_deviations 1,100,36,82,1,0.25181295323830954,0,None,i7186,27,0.009514573765392569
1727501498,1727501529,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 213 n_permutations 27 update_interval 50 n_consecutive_deviations 2,213,27,50,2,0.202050512628157,0,None,i7186,27,0.007997453908931779
1727501511,1727501540,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 100 n_permutations 21 update_interval 50 n_consecutive_deviations 1,100,21,50,1,0.22605651412853212,0,None,i7186,25,0.0059407709070124675
1727501511,1727501540,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 103 n_permutations 11 update_interval 50 n_consecutive_deviations 1,103,11,50,1,0.2145536384096024,0,None,i7186,25,0.006892852245319394
1727501511,1727501540,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 143 n_permutations 12 update_interval 50 n_consecutive_deviations 3,143,12,50,3,0.20505126281570396,0,None,i7186,26,0.008915494179667366
1727501511,1727501541,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 133 n_permutations 19 update_interval 78 n_consecutive_deviations 2,133,19,78,2,0.23980995248812198,0,None,i7186,26,0.010310269875161098
1727501618,1727501648,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 202 n_permutations 10 update_interval 50 n_consecutive_deviations 1,202,10,50,1,0.20405101275318827,0,None,i7186,26,0.007062249433326073
1727501632,1727501661,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 100 n_permutations 14 update_interval 50 n_consecutive_deviations 5,100,14,50,5,0.23130782695673924,0,None,i7186,26,0.009776253587206324
1727501632,1727501662,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 290 n_permutations 10 update_interval 50 n_consecutive_deviations 3,290,10,50,3,0.22205551387846967,0,None,i7186,26,0.008397099274818704
1727501638,1727501668,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 100 n_permutations 26 update_interval 50 n_consecutive_deviations 5,100,26,50,5,0.22205551387846967,0,None,i7186,26,0.009542158266839436
1727501638,1727501668,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 246 n_permutations 20 update_interval 50 n_consecutive_deviations 3,246,20,50,3,0.2110527631907977,0,None,i7186,26,0.008976202383929316
1727501659,1727501688,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 244 n_permutations 28 update_interval 50 n_consecutive_deviations 1,244,28,50,1,0.20055013753438355,0,None,i7186,26,0.00788143464437538
1727501659,1727501690,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 419 n_permutations 50 update_interval 50 n_consecutive_deviations 1,419,50,50,1,0.22955738934733683,0,None,i7186,27,0.007929867082155154
1727501659,1727501690,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 100 n_permutations 10 update_interval 50 n_consecutive_deviations 4,100,10,50,4,0.2343085771442861,0,None,i7186,27,0.008860910879893885
1727501659,1727501690,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 303 n_permutations 29 update_interval 50 n_consecutive_deviations 1,303,29,50,1,0.20955238809702426,0,None,i7186,27,0.006862826817815565
1727501676,1727501704,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 100 n_permutations 10 update_interval 50 n_consecutive_deviations 2,100,10,50,2,0.23455863965991497,0,None,i7181,21,0.006789197299324831
1727501676,1727501705,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 112 n_permutations 24 update_interval 50 n_consecutive_deviations 3,112,24,50,3,0.2145536384096024,0,None,i7181,22,0.008721568147138826
1727501679,1727501708,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 195 n_permutations 10 update_interval 50 n_consecutive_deviations 2,195,10,50,2,0.2145536384096024,0,None,i7186,25,0.008218400754034662
1727501679,1727501709,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 271 n_permutations 38 update_interval 50 n_consecutive_deviations 5,271,38,50,5,0.22605651412853212,0,None,i7186,26,0.010142779597338359
1727501679,1727501709,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 197 n_permutations 10 update_interval 50 n_consecutive_deviations 3,197,10,50,3,0.23305826456614154,0,None,i7186,27,0.009972005196421056
1727501679,1727501709,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 408 n_permutations 15 update_interval 50 n_consecutive_deviations 3,408,15,50,3,0.24381095273818454,0,None,i7186,27,0.01075944661841136
1727501779,1727501808,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 235 n_permutations 10 update_interval 50 n_consecutive_deviations 1,235,10,50,1,0.20680170042510626,0,None,i7186,26,0.007501875468867217
1727501783,1727501811,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 245 n_permutations 19 update_interval 50 n_consecutive_deviations 1,245,19,50,1,0.2010502625656414,0,None,i7186,25,0.007872503840245775
1727501799,1727501828,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 147 n_permutations 10 update_interval 50 n_consecutive_deviations 2,147,10,50,2,0.1975493873468367,0,None,i7186,26,0.007284608037255216
1727501799,1727501829,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 234 n_permutations 16 update_interval 50 n_consecutive_deviations 2,234,16,50,2,0.2073018254563641,0,None,i7186,26,0.008200163248359258
1727501799,1727501829,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 343 n_permutations 10 update_interval 50 n_consecutive_deviations 1,343,10,50,1,0.22030507626906726,0,None,i7186,26,0.007528667881256028
1727501799,1727501831,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 365 n_permutations 50 update_interval 50 n_consecutive_deviations 5,365,50,50,5,0.23305826456614154,0,None,i7186,28,0.01168149180152181
1727501812,1727501840,28,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 233 n_permutations 33 update_interval 50 n_consecutive_deviations 4,233,33,50,4,0.20405101275318827,0,None,i7173,24,0.010182778252702711
1727501813,1727501842,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 194 n_permutations 22 update_interval 50 n_consecutive_deviations 4,194,22,50,4,0.2263065766441611,0,None,i7186,26,0.010656510281416506
1727501813,1727501843,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 504 n_permutations 10 update_interval 50 n_consecutive_deviations 1,504,10,50,1,0.2200550137534384,0,None,i7186,27,0.008437109277319329
1727501813,1727501843,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 201 n_permutations 50 update_interval 50 n_consecutive_deviations 5,201,50,50,5,0.23480870217554384,0,None,i7186,26,0.010177544386096525
1727501963,1727501994,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 230 n_permutations 36 update_interval 50 n_consecutive_deviations 5,230,36,50,5,0.24531132783195797,0,None,i7186,28,0.011664680876101379
1727501979,1727502008,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 242 n_permutations 21 update_interval 50 n_consecutive_deviations 1,242,21,50,1,0.2083020755188797,0,None,i7186,25,0.007349294950856358
1727501979,1727502009,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 236 n_permutations 27 update_interval 50 n_consecutive_deviations 4,236,27,50,4,0.21355338834708681,0,None,i7186,26,0.009735388392552682
1727501993,1727502023,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 100 n_permutations 50 update_interval 50 n_consecutive_deviations 5,100,50,50,5,0.21930482620655167,0,None,i7186,26,0.009187079378540287
1727501993,1727502024,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 278 n_permutations 38 update_interval 50 n_consecutive_deviations 5,278,38,50,5,0.23455863965991497,0,None,i7186,27,0.009698853284749759
1727501993,1727502028,35,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 668 n_permutations 50 update_interval 50 n_consecutive_deviations 5,668,50,50,5,0.26706676669167295,0,None,i7186,30,0.01388310040473081
1727501999,1727502029,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 159 n_permutations 45 update_interval 50 n_consecutive_deviations 5,159,45,50,5,0.22655663915978996,0,None,i7186,26,0.009659391592084067
1727501999,1727502030,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 220 n_permutations 19 update_interval 50 n_consecutive_deviations 1,220,19,50,1,0.2288072018004501,0,None,i7186,27,0.006885054596982579
1727502018,1727502045,27,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 100 n_permutations 50 update_interval 50 n_consecutive_deviations 5,100,50,50,5,0.2180545136284071,0,None,i7173,23,0.008830332583145787
1727502019,1727502049,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 362 n_permutations 44 update_interval 50 n_consecutive_deviations 5,362,44,50,5,0.24256064016003998,0,None,i7186,26,0.010793238850253104
1727502019,1727502049,30,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py OutdoorObjects 1000 ImageBasedDriftDetector n_samples 535 n_permutations 12 update_interval 50 n_consecutive_deviations 1,535,12,50,1,0.2198049512378094,0,None,i7186,26,0.007405360111957814
