start_time,end_time,run_time,program_string,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1745708137,1745708150,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 68 n_permutations 1000 significance_level 0.999,5000,1,68,1000,0.999,,,1,,i7176,4778660,,,,,
1745710480,1745710493,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 68 n_permutations 677 significance_level 0.001,5000,1,68,677,0.001,,,1,,i7170,4779345,,,,,
1745712918,1745712931,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 68 n_permutations 1000 significance_level 0.999,5000,1,68,1000,0.999,,,1,,i7166,4780010,,,,,
1745714147,1745714166,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 67 n_permutations 633 significance_level 0.001,5000,1,67,633,0.001,,,1,,i7164,4780317,,,,,
1745715317,1745715330,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 68 n_permutations 1 significance_level 0.554440418150276,5000,1,68,1,0.554440418150276,,,1,,i7179,4780605,,,,,
1745717757,1745717770,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 67 n_permutations 1000 significance_level 0.999,5000,1,67,1000,0.999,,,1,,i7174,4781208,,,,,
1745720938,1745720951,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1 n_samples 1 k_neighbors 72 n_permutations 463 significance_level 0.001,1,1,72,463,0.001,,,1,,i7170,4782034,,,,,
1745722839,1745722852,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 66 n_permutations 1000 significance_level 0.999,5000,1,66,1000,0.999,,,1,,i7184,4782518,,,,,
1745724799,1745724812,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1 n_samples 3429 k_neighbors 1 n_permutations 532 significance_level 0.999,1,3429,1,532,0.999,0.91,0.0,0,,i7179,4783035,0.0,753.45703125,753.4075520833334,-1.0,0.0
1745726919,1745726932,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 66 n_permutations 1000 significance_level 0.999,5000,1,66,1000,0.999,,,1,,i7173,4783570,,,,,
1745728751,1745728765,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 66 n_permutations 1000 significance_level 0.999,5000,1,66,1000,0.999,,,1,,i7186,4783979,,,,,
1745730670,1745730684,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1 n_samples 1 k_neighbors 73 n_permutations 566 significance_level 0.001,1,1,73,566,0.001,,,1,,i7173,4784449,,,,,
1745732620,1745732633,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 66 n_permutations 1000 significance_level 0.999,5000,1,66,1000,0.999,,,1,,i7175,4784929,,,,,
1745735140,1745735153,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1 n_samples 1847 k_neighbors 1 n_permutations 1000 significance_level 0.999,1,1847,1,1000,0.999,0.91,0.0,0,,i7169,4785585,0.0,753.828125,753.7981770833334,-1.0,0.0
1745737082,1745737095,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 65 n_permutations 1000 significance_level 0.999,5000,1,65,1000,0.999,,,1,,i7179,4786071,,,,,
1745739461,1745739475,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 69 n_permutations 1 significance_level 0.001,5000,1,69,1,0.001,,,1,,i7174,4786637,,,,,
1745741661,1745741674,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 67 n_permutations 1000 significance_level 0.999,5000,1,67,1000,0.999,,,1,,i7171,4787196,,,,,
1745744171,1745744208,37,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3846 n_samples 1 k_neighbors 69 n_permutations 959 significance_level 0.18744659477452472,3846,1,69,959,0.1874465947745247,,,1,,i7169,4787820,,,,,
1745746002,1745746015,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 67 n_permutations 1000 significance_level 0.999,5000,1,67,1000,0.999,,,1,,i7176,4788264,,,,,
1745748382,1745748395,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 68 n_permutations 1 significance_level 0.001,5000,1,68,1,0.001,,,1,,i7174,4788850,,,,,
1745750101,1745750115,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 67 n_permutations 1000 significance_level 0.999,5000,1,67,1000,0.999,,,1,,i7176,4789263,,,,,
1745751793,1745751806,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 69 n_permutations 1 significance_level 0.001,5000,1,69,1,0.001,,,1,,i7179,4789656,,,,,
1745753922,1745753935,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 68 n_permutations 1 significance_level 0.5217492604626791,5000,1,68,1,0.5217492604626791,,,1,,i7176,4790186,,,,,
1745755823,1745755836,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 185 n_samples 1 k_neighbors 66 n_permutations 1 significance_level 0.999,185,1,66,1,0.999,,,1,,i7174,4790667,,,,,
1745757704,1745757717,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 67 n_permutations 1000 significance_level 0.999,5000,1,67,1000,0.999,,,1,,i7185,4791137,,,,,
1745760313,1745760326,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1662 n_samples 1 k_neighbors 65 n_permutations 1000 significance_level 0.999,1662,1,65,1000,0.999,,,1,,i7169,4791846,,,,,
1745762743,1745762756,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1134 n_samples 1 k_neighbors 66 n_permutations 1 significance_level 0.001,1134,1,66,1,0.001,,,1,,i7175,4793334,,,,,
1745765055,1745765068,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 66 n_permutations 1000 significance_level 0.999,5000,1,66,1000,0.999,,,1,,i7185,4793891,,,,,
1745768146,1745768159,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 68 n_permutations 693 significance_level 0.001,5000,1,68,693,0.001,,,1,,i7168,4794671,,,,,
1745770035,1745770049,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3468 n_samples 1 k_neighbors 64 n_permutations 619 significance_level 0.001,3468,1,64,619,0.001,,,1,,i7176,4795109,,,,,
1745771357,1745771376,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 66 n_permutations 1000 significance_level 0.999,5000,1,66,1000,0.999,,,1,,i7179,4795412,,,,,
1745773093,1745773106,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1657 n_samples 1 k_neighbors 66 n_permutations 1000 significance_level 0.999,1657,1,66,1000,0.999,,,1,,i7164,4796158,,,,,
1745774818,1745774831,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 68 n_permutations 1000 significance_level 0.999,5000,1,68,1000,0.999,,,1,,i7154,4799236,,,,,
1745776459,1745776472,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1839 n_samples 1 k_neighbors 65 n_permutations 1000 significance_level 0.999,1839,1,65,1000,0.999,,,1,,i7181,4799652,,,,,
1745778330,1745778343,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 68 n_permutations 1000 significance_level 0.999,5000,1,68,1000,0.999,,,1,,i7181,4800047,,,,,
1745780512,1745780525,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1 n_samples 3061 k_neighbors 100 n_permutations 918 significance_level 0.001,1,3061,100,918,0.001,0.91,0.0,0,,i7173,4801236,0.0,753.33984375,753.30859375,-1.0,0.0
1745782706,1745782719,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 66 n_permutations 1000 significance_level 0.999,5000,1,66,1000,0.999,,,1,,i7179,4803161,,,,,
1745784351,1745784364,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 69 n_permutations 616 significance_level 0.001,5000,1,69,616,0.001,,,1,,i7180,4803580,,,,,
1745786213,1745786226,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 67 n_permutations 1000 significance_level 0.999,5000,1,67,1000,0.999,,,1,,i7179,4804984,,,,,
1745787567,1745787580,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 67 n_permutations 643 significance_level 0.001,5000,1,67,643,0.001,,,1,,i7173,4805372,,,,,
1745789548,1745789562,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 68 n_permutations 1000 significance_level 0.999,5000,1,68,1000,0.999,,,1,,i7180,4805912,,,,,
1745792393,1745792413,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1976 n_samples 1 k_neighbors 73 n_permutations 591 significance_level 0.001,1976,1,73,591,0.001,,,1,,i7175,4807962,,,,,
1745793174,1745793187,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 67 n_permutations 1000 significance_level 0.999,5000,1,67,1000,0.999,,,1,,i7173,4808292,,,,,
1745795595,1745795608,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 69 n_permutations 1 significance_level 0.001,5000,1,69,1,0.001,,,1,,i7173,4808873,,,,,
1745797254,1745797267,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 67 n_permutations 1000 significance_level 0.999,5000,1,67,1000,0.999,,,1,,i7172,4809254,,,,,
1745799074,1745799088,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1 n_samples 1 k_neighbors 34 n_permutations 1 significance_level 0.001,1,1,34,1,0.001,,,1,,i7185,4809693,,,,,
1745800554,1745800567,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 67 n_permutations 1000 significance_level 0.999,5000,1,67,1000,0.999,,,1,,i7181,4810064,,,,,
1745802654,1745802667,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 69 n_permutations 1 significance_level 0.001,5000,1,69,1,0.001,,,1,,i7183,4810564,,,,,
1745804611,1745804631,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 67 n_permutations 1000 significance_level 0.999,5000,1,67,1000,0.999,,,1,,i7186,4811004,,,,,
1745806617,1745806630,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 4478 k_neighbors 100 n_permutations 1000 significance_level 0.001,5000,4478,100,1000,0.001,0.91,0.0,0,,i7172,4811459,0.0,753.00390625,752.9544270833334,-1.0,0.0
1745808375,1745808388,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 5000 n_samples 1 k_neighbors 67 n_permutations 1000 significance_level 0.999,5000,1,67,1000,0.999,,,1,,i7183,4811843,,,,,
1745810910,1745810923,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1 n_samples 1 k_neighbors 66 n_permutations 1 significance_level 0.9252658777329895,1,1,66,1,0.9252658777329896,,,1,,i7173,4812404,,,,,
