start_time,end_time,run_time,program_string,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1747053114,1747053146,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1556 n_samples 1 confidence 0.01 feature_proportion 0.999 n_clusters 26,1556,1,0.999,26,0.01,,,1,,i7186,5026698,,,,,
1747053152,1747053165,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1708 n_samples 1 confidence 0.025 feature_proportion 0.999 n_clusters 28,1708,1,0.999,28,0.025,,,1,,i7186,5026699,,,,,
1747053291,1747053310,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1525 n_samples 1 confidence 0.01 feature_proportion 0.999 n_clusters 27,1525,1,0.999,27,0.01,,,1,,i7186,5026701,,,,,
1747053354,1747053367,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1526 n_samples 1 confidence 0.005 feature_proportion 0.999 n_clusters 25,1526,1,0.999,25,0.005,,,1,,i7186,5026702,,,,,
1747053420,1747053432,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1644 n_samples 1 confidence 0.025 feature_proportion 0.999 n_clusters 26,1644,1,0.999,26,0.025,,,1,,i7186,5026703,,,,,
1747053595,1747053627,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1569 n_samples 1 confidence 0.1 feature_proportion 0.999 n_clusters 26,1569,1,0.999,26,0.1,,,1,,i7186,5026707,,,,,
1747053726,1747053745,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1742 n_samples 1 confidence 0.025 feature_proportion 0.001 n_clusters 28,1742,1,0.001,28,0.025,,,1,,i7186,5026710,,,,,
1747053810,1747053829,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1527 n_samples 1 confidence 0.01 feature_proportion 0.999 n_clusters 26,1527,1,0.999,26,0.01,,,1,,i7186,5026711,,,,,
1747053011,1747053905,894,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1495 n_samples 2445 confidence 0.1 feature_proportion 0.999 n_clusters 50,1495,2445,0.999,50,0.1,0.2,870.0,0,,i7186,5026697,870.0,809.30859375,644.423981741573,-1.0,0.6107260203002701
1747053892,1747053911,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1808 n_samples 1 confidence 0.01 feature_proportion 0.001 n_clusters 28,1808,1,0.001,28,0.01,,,1,,i7186,5026712,,,,,
1747054055,1747054073,18,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1563 n_samples 1 confidence 0.005 feature_proportion 0.999 n_clusters 26,1563,1,0.999,26,0.005,,,1,,i7186,5026713,,,,,
1747054160,1747054197,37,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1688 n_samples 1 confidence 0.001 feature_proportion 0.001 n_clusters 26,1688,1,0.001,26,0.001,,,1,,i7186,5026714,,,,,
1747054282,1747054307,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1654 n_samples 1 confidence 0.01 feature_proportion 0.999 n_clusters 26,1654,1,0.999,26,0.01,,,1,,i7186,5026715,,,,,
1747054348,1747054404,56,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1608 n_samples 1 confidence 0.1 feature_proportion 0.999 n_clusters 26,1608,1,0.999,26,0.1,,,1,,i7186,5026716,,,,,
1747054437,1747054456,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1739 n_samples 1 confidence 0.005 feature_proportion 0.001 n_clusters 27,1739,1,0.001,27,0.005,,,1,,i7186,5026718,,,,,
1747054664,1747054695,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1538 n_samples 1 confidence 0.1 feature_proportion 0.999 n_clusters 25,1538,1,0.999,25,0.1,,,1,,i7186,5026724,,,,,
1747054832,1747054857,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1799 n_samples 1 confidence 0.01 feature_proportion 0.001 n_clusters 27,1799,1,0.001,27,0.01,,,1,,i7186,5026729,,,,,
1747054854,1747054867,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1621 n_samples 1 confidence 0.001 feature_proportion 0.999 n_clusters 26,1621,1,0.999,26,0.001,,,1,,i7186,5026730,,,,,
1747054932,1747054945,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1634 n_samples 1 confidence 0.005 feature_proportion 0.999 n_clusters 27,1634,1,0.999,27,0.005,,,1,,i7186,5026732,,,,,
1747055025,1747055038,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1605 n_samples 1 confidence 0.1 feature_proportion 0.001 n_clusters 25,1605,1,0.001,25,0.1,,,1,,i7186,5026734,,,,,
1747055146,1747055159,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1844 n_samples 1 confidence 0.01 feature_proportion 0.999 n_clusters 28,1844,1,0.999,28,0.01,,,1,,i7186,5026735,,,,,
1747055211,1747055224,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1452 n_samples 1 confidence 0.1 feature_proportion 0.999 n_clusters 25,1452,1,0.999,25,0.1,,,1,,i7186,5026736,,,,,
1747055300,1747055313,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1791 n_samples 1 confidence 0.01 feature_proportion 0.999 n_clusters 28,1791,1,0.999,28,0.01,,,1,,i7186,5026738,,,,,
1747055485,1747055504,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1577 n_samples 1 confidence 0.1 feature_proportion 0.001 n_clusters 25,1577,1,0.001,25,0.1,,,1,,i7186,5026741,,,,,
1747055615,1747055628,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1820 n_samples 1 confidence 0.01 feature_proportion 0.001 n_clusters 27,1820,1,0.001,27,0.01,,,1,,i7186,5026742,,,,,
1747055708,1747055721,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1608 n_samples 1 confidence 0.025 feature_proportion 0.999 n_clusters 26,1608,1,0.999,26,0.025,,,1,,i7186,5026744,,,,,
1747055843,1747055856,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1674 n_samples 1 confidence 0.005 feature_proportion 0.001 n_clusters 27,1674,1,0.001,27,0.005,,,1,,i7186,5026746,,,,,
1747055905,1747055918,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1591 n_samples 1 confidence 0.025 feature_proportion 0.999 n_clusters 25,1591,1,0.999,25,0.025,,,1,,i7186,5026748,,,,,
1747056071,1747056084,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1798 n_samples 1 confidence 0.01 feature_proportion 0.999 n_clusters 27,1798,1,0.999,27,0.01,,,1,,i7186,5026754,,,,,
1747056370,1747056383,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1779 n_samples 1 confidence 0.025 feature_proportion 0.001 n_clusters 28,1779,1,0.001,28,0.025,,,1,,i7186,5026758,,,,,
1747056474,1747056487,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1600 n_samples 1 confidence 0.005 feature_proportion 0.999 n_clusters 25,1600,1,0.999,25,0.005,,,1,,i7186,5026759,,,,,
1747056613,1747056626,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1584 n_samples 1 confidence 0.025 feature_proportion 0.001 n_clusters 25,1584,1,0.001,25,0.025,,,1,,i7186,5026763,,,,,
1747056726,1747056738,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1617 n_samples 1 confidence 0.01 feature_proportion 0.999 n_clusters 26,1617,1,0.999,26,0.01,,,1,,i7186,5026764,,,,,
1747055994,1747056911,917,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4281 n_samples 1357 confidence 0.005 feature_proportion 0.999 n_clusters 11,4281,1357,0.999,11,0.005,0.31,901.0,0,,i7186,5026752,901.0,774.48828125,698.462253736413,-1.0,0.9997903330458116
1747056226,1747057051,825,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4155 n_samples 4960 confidence 0.025 feature_proportion 0.001 n_clusters 1,4155,4960,0.001,1,0.025,0.14,806.0,0,,i7186,5026757,806.0,815.59375,625.8093467620482,-1.0,0.8355701565919065
1747057167,1747057192,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1784 n_samples 1 confidence 0.01 feature_proportion 0.001 n_clusters 27,1784,1,0.001,27,0.01,,,1,,i7186,5026827,,,,,
1747057317,1747057336,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1638 n_samples 1 confidence 0.025 feature_proportion 0.999 n_clusters 26,1638,1,0.999,26,0.025,,,1,,i7186,5026828,,,,,
1747057405,1747057418,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1089 n_samples 1 confidence 0.1 feature_proportion 0.999 n_clusters 32,1089,1,0.999,32,0.1,,,1,,i7186,5026829,,,,,
1747057504,1747057517,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1786 n_samples 1 confidence 0.001 feature_proportion 0.999 n_clusters 28,1786,1,0.999,28,0.001,,,1,,i7186,5026830,,,,,
1747057575,1747057587,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1220 n_samples 1 confidence 0.1 feature_proportion 0.999 n_clusters 30,1220,1,0.999,30,0.1,,,1,,i7186,5026831,,,,,
1747057676,1747057696,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1714 n_samples 1 confidence 0.025 feature_proportion 0.999 n_clusters 26,1714,1,0.999,26,0.025,,,1,,i7186,5026832,,,,,
1747057809,1747057835,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1536 n_samples 1 confidence 0.001 feature_proportion 0.001 n_clusters 25,1536,1,0.001,25,0.001,,,1,,i7186,5026889,,,,,
1747057937,1747057963,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1722 n_samples 1 confidence 0.1 feature_proportion 0.999 n_clusters 27,1722,1,0.999,27,0.1,,,1,,i7186,5026890,,,,,
1747058085,1747058123,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1465 n_samples 1 confidence 0.001 feature_proportion 0.999 n_clusters 24,1465,1,0.999,24,0.001,,,1,,i7186,5026892,,,,,
1747058263,1747058288,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1799 n_samples 1 confidence 0.01 feature_proportion 0.001 n_clusters 27,1799,1,0.001,27,0.01,,,1,,i7186,5026897,,,,,
1747058443,1747058463,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1636 n_samples 1 confidence 0.01 feature_proportion 0.001 n_clusters 26,1636,1,0.001,26,0.01,,,1,,i7186,5026902,,,,,
