start_time,end_time,run_time,program_string,recent_samples_size,n_samples,n_clusters,threshold,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1746215507,1746215520,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3215 n_samples 1 n_clusters 6 threshold 0.999,3215,1,6,0.999,,,1,,i7180,4907900,,,,,
1746215728,1746215741,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2887 n_samples 1 n_clusters 10 threshold 0.999,2887,1,10,0.999,,,1,,i7176,4907952,,,,,
1746215967,1746215980,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3222 n_samples 1 n_clusters 5 threshold 0.999,3222,1,5,0.999,,,1,,i7175,4908007,,,,,
1746216188,1746216201,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2880 n_samples 1 n_clusters 10 threshold 0.999,2880,1,10,0.999,,,1,,i7181,4908062,,,,,
1746216408,1746216421,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2899 n_samples 1 n_clusters 10 threshold 0.001,2899,1,10,0.001,,,1,,i7183,4908111,,,,,
1746216637,1746216650,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3213 n_samples 1 n_clusters 5 threshold 0.999,3213,1,5,0.999,,,1,,i7182,4908157,,,,,
1746216849,1746216862,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2873 n_samples 1 n_clusters 10 threshold 0.999,2873,1,10,0.999,,,1,,i7180,4908204,,,,,
1746217062,1746217075,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2937 n_samples 1 n_clusters 10 threshold 0.001,2937,1,10,0.001,,,1,,i7185,4908262,,,,,
1746217292,1746217305,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3200 n_samples 1 n_clusters 6 threshold 0.999,3200,1,6,0.999,,,1,,i7179,4908315,,,,,
1746217769,1746217782,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3188 n_samples 1 n_clusters 6 threshold 0.999,3188,1,6,0.999,,,1,,i7180,4908430,,,,,
1746217989,1746218003,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2874 n_samples 1 n_clusters 10 threshold 0.001,2874,1,10,0.001,,,1,,i7186,4908474,,,,,
1746218187,1746218200,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 5000 n_samples 1 n_clusters 10 threshold 0.999,5000,1,10,0.999,,,1,,i7181,4908522,,,,,
1746218448,1746218461,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3180 n_samples 1 n_clusters 6 threshold 0.999,3180,1,6,0.999,,,1,,i7184,4908592,,,,,
1746218680,1746218693,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2845 n_samples 1 n_clusters 10 threshold 0.999,2845,1,10,0.999,,,1,,i7185,4908652,,,,,
1746218921,1746218934,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3237 n_samples 1 n_clusters 6 threshold 0.999,3237,1,6,0.999,,,1,,i7176,4908712,,,,,
1746219148,1746219161,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2908 n_samples 1 n_clusters 10 threshold 0.999,2908,1,10,0.999,,,1,,i7176,4908769,,,,,
1746219420,1746220022,602,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4033 n_samples 1365 n_clusters 3 threshold 0.999,4033,1365,3,0.999,0.3,565.0,0,,i7172,4908833,565.0,901.7109375,776.0107918432203,-1.0,0.9995310674572988
1746225071,1746225084,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3187 n_samples 1 n_clusters 6 threshold 0.999,3187,1,6,0.999,,,1,,i7182,4910092,,,,,
1746225290,1746225316,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2931 n_samples 1 n_clusters 10 threshold 0.001,2931,1,10,0.001,,,1,,i7178,4910142,,,,,
1746225790,1746225803,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3182 n_samples 1 n_clusters 5 threshold 0.999,3182,1,5,0.999,,,1,,i7173,4910248,,,,,
1746226055,1746226068,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2961 n_samples 1 n_clusters 10 threshold 0.001,2961,1,10,0.001,,,1,,i7183,4910296,,,,,
1746225570,1746226157,587,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 654 n_samples 982 n_clusters 1 threshold 0.5240280477789668,654,982,1,0.5240280477789668,0.24,575.0,0,,i7185,4910199,575.0,937.90625,740.6319010416667,-1.0,0.6649688903838619
1746226295,1746226308,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3208 n_samples 1 n_clusters 6 threshold 0.999,3208,1,6,0.999,,,1,,i7184,4910348,,,,,
1746226531,1746226544,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2927 n_samples 1 n_clusters 10 threshold 0.999,2927,1,10,0.999,,,1,,i7173,4910404,,,,,
1746226776,1746226789,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3232 n_samples 1 n_clusters 5 threshold 0.999,3232,1,5,0.999,,,1,,i7174,4910450,,,,,
1746226991,1746227004,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3000 n_samples 1 n_clusters 10 threshold 0.001,3000,1,10,0.001,,,1,,i7185,4910502,,,,,
1746227230,1746227243,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 5000 n_samples 1 n_clusters 10 threshold 0.999,5000,1,10,0.999,,,1,,i7185,4910552,,,,,
1746227474,1746227487,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3165 n_samples 1 n_clusters 6 threshold 0.999,3165,1,6,0.999,,,1,,i7179,4910596,,,,,
