start_time,end_time,run_time,program_string,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1746194771,1746194840,69,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 1235 confidence 0.005 feature_proportion 0.4356841758625476 n_clusters 32,5000,1235,0.4356841758625476,32,0.005,0.6,36.0,0,,i7171,36.0,810.5234375,791.587890625,-1.0,0.933249370277078,4903604
1746195154,1746195192,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 2071 confidence 0.005 feature_proportion 0.3529497819319435 n_clusters 14,5000,2071,0.3529497819319435,14,0.005,0.61,24.0,0,,i7170,24.0,792.19140625,786.58984375,-1.0,0.8694374475230898,4903687
1746195303,1746195329,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 3445 confidence 0.001 feature_proportion 0.001 n_clusters 50,5000,3445,0.001,50,0.001,0.57,13.0,0,,i7175,13.0,791.265625,782.4541015625,-1.0,0.7090680100755667,4903719
1746195504,1746195523,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1 n_samples 2324 confidence 0.005 feature_proportion 0.999 n_clusters 1,1,2324,0.999,1,0.005,0.53,8.0,0,,i7175,8.0,803.92578125,795.4765625,-1.0,0.0003358522250209,4903754
1746195667,1746195693,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 4021 confidence 0.001 feature_proportion 0.001 n_clusters 20,5000,4021,0.001,20,0.001,0.56,12.0,0,,i7170,12.0,791.16796875,785.6435546875,-1.0,0.4198152812762384,4903786
1746195804,1746195829,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 4321 confidence 0.005 feature_proportion 0.999 n_clusters 50,5000,4321,0.999,50,0.005,0.56,11.0,0,,i7169,11.0,791.12890625,791.0107421875,-1.0,0.4198152812762384,4903814
1746196065,1746196090,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 4312 confidence 0.001 feature_proportion 0.999 n_clusters 50,5000,4312,0.999,50,0.001,0.56,13.0,0,,i7170,13.0,794.0234375,792.91015625,-1.0,0.4198152812762384,4903859
1746196224,1746196256,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 2637 confidence 0.1 feature_proportion 0.001 n_clusters 50,5000,2637,0.001,50,0.1,0.58,19.0,0,,i7179,19.0,792.59765625,784.2216796875,-1.0,0.8626364399664148,4903887
1746196423,1746196461,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 1781 confidence 0.025 feature_proportion 0.999 n_clusters 1,5000,1781,0.999,1,0.025,0.59,29.0,0,,i7169,29.0,791.640625,787.346875,-1.0,0.8972292191435768,4903927
1746196603,1746196623,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1 n_samples 3389 confidence 0.1 feature_proportion 0.999 n_clusters 50,1,3389,0.999,50,0.1,0.55,8.0,0,,i7176,8.0,808.20703125,796.9505208333334,-1.0,0.0001679261125104,4903964
1746196943,1746196982,39,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 2869 confidence 0.1 feature_proportion 0.999 n_clusters 1,5000,2869,0.999,1,0.1,0.57,21.0,0,,i7169,21.0,791.96875,785.95625,-1.0,0.9015952980688496,4904025
1746197183,1746197209,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 2425 confidence 0.05 feature_proportion 0.001 n_clusters 1,5000,2425,0.001,1,0.05,0.57,15.0,0,,i7167,15.0,791.3671875,782.6455078125,-1.0,0.8144416456759026,4904071
1746197363,1746197382,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1 n_samples 3603 confidence 0.01 feature_proportion 0.001 n_clusters 50,1,3603,0.001,50,0.01,0.52,6.0,0,,i7167,6.0,797.23828125,793.3684895833334,-1.0,0.0001679261125104,4904106
1746197563,1746197582,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1 n_samples 4055 confidence 0.1 feature_proportion 0.001 n_clusters 1,1,4055,0.001,1,0.1,0.52,6.0,0,,i7167,6.0,799.51953125,794.4700520833334,-1.0,8.396305625524769e-05,4904145
1746197784,1746197816,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 3740 confidence 0.005 feature_proportion 0.999 n_clusters 50,5000,3740,0.999,50,0.005,0.56,16.0,0,,i7167,16.0,791.94140625,789.4375,-1.0,0.7338371116708649,4904182
1746198004,1746198042,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 1924 confidence 0.1 feature_proportion 0.001 n_clusters 30,5000,1924,0.001,30,0.1,0.57,26.0,0,,i7167,26.0,794.69140625,786.634375,-1.0,0.9692695214105792,4904221
1746198224,1746198287,63,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 889 confidence 0.1 feature_proportion 0.999 n_clusters 50,5000,889,0.999,50,0.1,0.58,52.0,0,,i7167,52.0,827.71484375,795.765625,-1.0,0.9703610411418976,4904263
1746198443,1746198469,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1 n_samples 389 confidence 0.01 feature_proportion 0.001 n_clusters 26,1,389,0.001,26,0.01,0.58,12.0,0,,i7166,12.0,802.16015625,797.3095703125,-1.0,0.0023509655751469,4904301
1746198633,1746198653,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1 n_samples 2436 confidence 0.25 feature_proportion 0.001 n_clusters 50,1,2436,0.001,50,0.25,0.53,6.0,0,,i7166,6.0,799.8828125,794.72265625,-1.0,0.0002518891687657,4904341
1746198984,1746199066,82,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3589 n_samples 378 confidence 0.005 feature_proportion 0.001 n_clusters 26,3589,378,0.001,26,0.005,0.68,67.0,0,,i7166,67.0,843.41015625,798.0342881944445,-1.0,0.9907640638119228,4904405
1746199363,1746199395,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 2481 confidence 0.005 feature_proportion 0.999 n_clusters 37,5000,2481,0.999,37,0.005,0.59,19.0,0,,i7166,19.0,791.0234375,786.455078125,-1.0,0.8332493702770781,4904490
1746199624,1746199662,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1179 n_samples 1322 confidence 0.005 feature_proportion 0.25117731207251615 n_clusters 42,1179,1322,0.2511773120725161,42,0.005,0.59,25.0,0,,i7166,25.0,793.46484375,785.63515625,-1.0,0.7919395465994962,4904550
1746199943,1746199975,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 2844 confidence 0.05 feature_proportion 0.999 n_clusters 31,5000,2844,0.999,31,0.05,0.58,20.0,0,,i7166,20.0,791.01171875,786.41171875,-1.0,0.8973971452560873,4904618
1746200224,1746200249,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 4672 confidence 0.005 feature_proportion 0.999 n_clusters 21,5000,4672,0.999,21,0.005,0.54,11.0,0,,i7167,11.0,791.29296875,791.142578125,-1.0,0.4198152812762384,4904678
1746200484,1746200529,45,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 1532 confidence 0.025 feature_proportion 0.001 n_clusters 50,5000,1532,0.001,50,0.025,0.61,31.0,0,,i7179,31.0,791.9140625,786.7805989583334,-1.0,0.9004198152812762,4904737
1746200734,1746200766,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 2529 confidence 0.001 feature_proportion 0.999 n_clusters 50,5000,2529,0.999,50,0.001,0.58,22.0,0,,i7179,22.0,792.125,786.41015625,-1.0,0.8445004198152812,4904801
1746201064,1746201152,88,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3461 n_samples 376 confidence 0.005 feature_proportion 0.001 n_clusters 34,3461,376,0.001,34,0.005,0.7,73.0,0,,i7179,73.0,834.97265625,794.65,-1.0,0.9879932829554996,4904880
1746201425,1746201463,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 2647 confidence 0.025 feature_proportion 0.001 n_clusters 1,5000,2647,0.001,1,0.025,0.58,25.0,0,,i7178,25.0,790.7578125,782.5109375,-1.0,0.8643157010915198,4904960
1746201575,1746201607,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 280 n_samples 1405 confidence 0.1 feature_proportion 0.001 n_clusters 1,280,1405,0.001,1,0.1,0.59,15.0,0,,i7178,15.0,790.92578125,782.94140625,-1.0,0.1645675902602854,4904991
1746201925,1746201964,39,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 3058 confidence 0.1 feature_proportion 0.001 n_clusters 23,5000,3058,0.001,23,0.1,0.58,21.0,0,,i7178,21.0,790.6796875,775.96796875,-1.0,0.6765743073047858,4905059
1746202269,1746202371,102,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3559 n_samples 307 confidence 0.005 feature_proportion 0.001 n_clusters 29,3559,307,0.001,29,0.005,0.69,84.0,0,,i7179,84.0,854.21875,802.97265625,-1.0,0.9804366078925272,4905117
1746202694,1746202821,127,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3644 n_samples 289 confidence 0.005 feature_proportion 0.001 n_clusters 30,3644,289,0.001,30,0.005,0.66,107.0,0,,i7176,107.0,851.296875,800.6364182692307,-1.0,0.98303946263644,4905191
1746203065,1746203103,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 2316 confidence 0.01 feature_proportion 0.999 n_clusters 23,5000,2316,0.999,23,0.01,0.59,23.0,0,,i7176,23.0,791.66796875,783.22578125,-1.0,0.9722921914357684,4905253
1746203325,1746203363,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 1945 confidence 0.025 feature_proportion 0.999 n_clusters 23,5000,1945,0.999,23,0.025,0.58,28.0,0,,i7176,28.0,796.6796875,788.4953125,-1.0,0.9798488664987406,4905302
1746203567,1746203599,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2938 n_samples 1232 confidence 0.005 feature_proportion 0.001 n_clusters 5,2938,1232,0.001,5,0.005,0.61,21.0,0,,i7175,21.0,791.07421875,780.1734375,-1.0,0.9309823677581864,4905342
1746203916,1746203948,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2260 n_samples 826 confidence 0.1 feature_proportion 0.001 n_clusters 1,2260,826,0.001,1,0.1,0.56,17.0,0,,i7186,17.0,790.8046875,784.3232421875,-1.0,0.9709487825356844,4905410
1746204185,1746204223,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1801 n_samples 1719 confidence 0.025 feature_proportion 0.001 n_clusters 50,1801,1719,0.001,50,0.025,0.6,23.0,0,,i7173,23.0,790.75,783.33671875,-1.0,0.7285474391267842,4905464
1746204387,1746204419,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1608 n_samples 2462 confidence 0.01 feature_proportion 0.001 n_clusters 1,1608,2462,0.001,1,0.01,0.59,17.0,0,,i7173,17.0,790.74609375,782.046875,-1.0,0.4050377833753149,4905504
1746204667,1746204694,27,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 4347 confidence 0.025 feature_proportion 0.001 n_clusters 19,5000,4347,0.001,19,0.025,0.55,14.0,0,,i7185,14.0,792.015625,784.0087890625,-1.0,0.4198152812762384,4905562
1746204996,1746205021,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4416 n_samples 3927 confidence 0.1 feature_proportion 0.001 n_clusters 50,4416,3927,0.001,50,0.1,0.56,14.0,0,,i7172,14.0,791.96875,786.86328125,-1.0,0.7005037783375315,4905630
1746205225,1746205244,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 4574 confidence 0.25 feature_proportion 0.001 n_clusters 1,5000,4574,0.001,1,0.25,0.53,9.0,0,,i7171,9.0,791.84375,786.3958333333334,-1.0,0.4198152812762384,4905673
1746205482,1746205528,46,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 5000 n_samples 1723 confidence 0.01 feature_proportion 0.001 n_clusters 50,5000,1723,0.001,50,0.01,0.61,30.0,0,,i7181,30.0,791.20703125,783.9359375,-1.0,0.8680100755667506,4905728
1746205748,1746205768,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1 n_samples 1994 confidence 0.01 feature_proportion 0.001 n_clusters 1,1,1994,0.001,1,0.01,0.54,6.0,0,,i7171,6.0,799.21875,794.08984375,-1.0,0.0003358522250209,4905779
1746205967,1746205992,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 97 n_samples 1915 confidence 0.25 feature_proportion 0.999 n_clusters 1,97,1915,0.999,1,0.25,0.52,11.0,0,,i7175,11.0,792.55078125,791.2998046875,-1.0,0.0407220822837951,4905813
