start_time,end_time,run_time,program_string,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,subset_bound,approximation_type,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1751029950,1751029956,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1670 batch_size 346 detection_buf_size 4804 overlap 0.04864688577502966 alpha 0.7213055068980903 gamma 2.759177345007658 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 28,1670,346,4804,0.0486468857750296,0.7213055068980903,2.759177345007658,str\(\'ks-test\'\),28,str\(\'bounded\'\),,,1,,i7185,,,,,,5572878
1751029950,1751029956,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1590 batch_size 4177 detection_buf_size 2686 overlap 0.3194622340220958 alpha 0.3756496240850538 gamma 4.436222962808796 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 36,1590,4177,2686,0.3194622340220958,0.3756496240850538,4.436222962808796,str\(\'t-test\'\),36,str\(\'bounded\'\),,,1,,i7185,,,,,,5572880
1751029950,1751029957,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3295 batch_size 2804 detection_buf_size 2382 overlap 0.6208897205479443 alpha 0.08379239607974887 gamma 6.762704697158188 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 19,3295,2804,2382,0.6208897205479443,0.0837923960797488,6.762704697158188,str\(\'t-test\'\),19,str\(\'bounded\'\),,,1,,i7186,,,,,,5572876
1751029981,1751029987,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3374 batch_size 1484 detection_buf_size 106 overlap 0.7594103637095541 alpha 0.8036282645352185 gamma 6.018107966669835 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 20,3374,1484,106,0.7594103637095541,0.8036282645352185,6.018107966669835,str\(\'ks-test\'\),20,str\(\'bounded\'\),,,1,,i7185,,,,,,5572883
1751029981,1751029987,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3838 batch_size 2594 detection_buf_size 4492 overlap 0.17366115446947514 alpha 0.6783628446143121 gamma 8.08650162152201 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 10,3838,2594,4492,0.1736611544694751,0.6783628446143121,8.08650162152201,str\(\'t-test\'\),10,str\(\'bounded\'\),,,1,,i7185,,,,,,5572885
1751029980,1751029987,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1127 batch_size 525 detection_buf_size 2069 overlap 0.7473135412503034 alpha 0.0018656116090714932 gamma 1.426989968869835 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 45,1127,525,2069,0.7473135412503034,0.0018656116090714,1.426989968869835,str\(\'ks-test\'\),45,str\(\'bounded\'\),,,1,,i7184,,,,,,5572888
1751029988,1751029994,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 516 batch_size 3342 detection_buf_size 924 overlap 0.5391439474690706 alpha 0.1844850871320814 gamma 2.5641704685669393 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2,516,3342,924,0.5391439474690706,0.1844850871320814,2.5641704685669398,str\(\'t-test\'\),2,str\(\'bounded\'\),,,1,,i7183,,,,,,5572890
1751029996,1751030003,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4526 batch_size 1040 detection_buf_size 3191 overlap 0.09919402950070798 alpha 0.5113403907902538 gamma 6.645776865059511 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 44,4526,1040,3191,0.0991940295007079,0.5113403907902538,6.645776865059511,str\(\'ks-test\'\),44,str\(\'bounded\'\),,,1,,i7182,,,,,,5572892
1751030010,1751030016,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2803 batch_size 4884 detection_buf_size 1324 overlap 0.9675817420538515 alpha 0.8851282698195427 gamma 9.96342571221944 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 29,2803,4884,1324,0.9675817420538516,0.8851282698195427,9.96342571221944,str\(\'t-test\'\),29,str\(\'bounded\'\),,,1,,i7186,,,,,,5572895
1751030029,1751030036,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2178 batch_size 2871 detection_buf_size 1801 overlap 0.045758833492174744 alpha 0.8268913072180003 gamma 2.2216329903583976 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 6,2178,2871,1801,0.0457588334921747,0.8268913072180003,2.2216329903583976,str\(\'t-test\'\),6,str\(\'bounded\'\),,,1,,i7186,,,,,,5572898
1751030030,1751030036,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2240 batch_size 1957 detection_buf_size 4060 overlap 0.3939275744277984 alpha 0.30973914533481 gamma 0.804211738514714 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 18,2240,1957,4060,0.3939275744277984,0.30973914533481,0.804211738514714,str\(\'ks-test\'\),18,str\(\'bounded\'\),,,1,,i7186,,,,,,5572897
1751030040,1751030046,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4891 batch_size 3827 detection_buf_size 950 overlap 0.4629888284634799 alpha 0.11796397458575666 gamma 5.247894371381961 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 31,4891,3827,950,0.4629888284634799,0.1179639745857566,5.247894371381961,str\(\'t-test\'\),31,str\(\'bounded\'\),,,1,,i7184,,,,,,5572902
1751030040,1751030047,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2865 batch_size 252 detection_buf_size 4067 overlap 0.5945585287790746 alpha 0.49272658381983636 gamma 8.256192913824693 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 41,2865,252,4067,0.5945585287790746,0.4927265838198363,8.256192913824693,str\(\'ks-test\'\),41,str\(\'bounded\'\),,,1,,i7185,,,,,,5572901
1751030050,1751030056,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 151 batch_size 1832 detection_buf_size 3687 overlap 0.8966019117031246 alpha 0.7026119792200625 gamma 4.290923102545553 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 15,151,1832,3687,0.8966019117031246,0.7026119792200625,4.290923102545553,str\(\'ks-test\'\),15,str\(\'bounded\'\),,,1,,i7186,,,,,,5572905
1751039998,1751040075,77,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4658 batch_size 3243 detection_buf_size 1893 overlap 0.8541040991656482 alpha 0.43981826611422004 gamma 1.1615779467420653 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2,4658,3243,1893,0.8541040991656482,0.43981826611422,1.1615779467420653,str\(\'ks-test\'\),2,str\(\'bounded\'\),0.91,6.0,0,,i7182,6.0,751.90625,748.4296875,-1.0,0.0,5576698
1751039959,1751040283,324,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 959 batch_size 2310 detection_buf_size 1521 overlap 0.9954038516823203 alpha 0.29459567498601974 gamma 0.4141472336286679 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3,959,2310,1521,0.9954038516823204,0.2945956749860197,0.4141472336286679,str\(\'t-test\'\),3,str\(\'bounded\'\),0.91,292.0,0,,i7176,292.0,766.55078125,756.6602783203125,-1.0,0.0,5576714
1751046055,1751046080,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3849 batch_size 2410 detection_buf_size 45 overlap 0.6863437015600502 alpha 0.08212633264996111 gamma 3.388538389729336 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 1,3849,2410,45,0.6863437015600502,0.0821263326499611,3.388538389729336,str\(\'ks-test\'\),1,str\(\'bounded\'\),0.91,1.0,0,,i7169,1.0,753.32421875,752.6484375,-1.0,0.0,5580427
1751046124,1751046136,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 606 batch_size 2832 detection_buf_size 3525 overlap 0.3285402171034366 alpha 0.3080254935566336 gamma 9.34444210215751 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 1,606,2832,3525,0.3285402171034366,0.3080254935566336,9.34444210215751,str\(\'t-test\'\),1,str\(\'bounded\'\),0.91,1.0,0,,i7169,1.0,753.953125,753.2018229166666,-1.0,0.0,5580474
1751054096,1751054201,105,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4593 batch_size 3085 detection_buf_size 4920 overlap 0.01994167396053672 alpha 0.0682703604195267 gamma 6.997120123373345 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2,4593,3085,4920,0.0199416739605367,0.0682703604195267,6.997120123373345,str\(\'ks-test\'\),2,str\(\'bounded\'\),0.91,84.0,0,,i7150,84.0,765.75,760.7567471590909,-1.0,0.0,5581814
1751054226,1751056472,2246,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3082 batch_size 529 detection_buf_size 190 overlap 0.1287976758722216 alpha 0.6898395704459399 gamma 5.304762262602337 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3,3082,529,190,0.1287976758722216,0.6898395704459399,5.304762262602337,str\(\'ks-test\'\),3,str\(\'bounded\'\),0.91,2226.0,0,,i7126,2226.0,771.35546875,769.2735416666667,-1.0,0.0,5581852
1751061665,1751061724,59,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2067 batch_size 431 detection_buf_size 1372 overlap 0.43797965030744673 alpha 0.9334993126969785 gamma 8.589487194834277 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2,2067,431,1372,0.4379796503074467,0.9334993126969784,8.589487194834277,str\(\'t-test\'\),2,str\(\'bounded\'\),0.91,38.0,0,,i7180,38.0,750.98828125,734.8177083333334,-1.0,0.0,5582565
1751069914,1751069940,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2595 batch_size 3578 detection_buf_size 3318 overlap 0.8928653991352766 alpha 0.5251981717497111 gamma 0.7305826299367473 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2,2595,3578,3318,0.8928653991352766,0.5251981717497111,0.7305826299367473,str\(\'t-test\'\),2,str\(\'bounded\'\),0.91,11.0,0,,i7157,11.0,759.22265625,755.8466796875,-1.0,0.0,5583552
1751069863,1751070212,349,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1402 batch_size 4702 detection_buf_size 3743 overlap 0.8547597848139703 alpha 0.9161058605890721 gamma 2.4335718716364356 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3,1402,4702,3743,0.8547597848139703,0.916105860589072,2.433571871636436,str\(\'t-test\'\),3,str\(\'bounded\'\),0.91,298.0,0,,i7168,298.0,767.53125,757.2120361328125,-1.0,0.0,5583461
1751085304,1751086085,781,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1852 batch_size 1807 detection_buf_size 624 overlap 0.1220712199062109 alpha 0.8604893680512905 gamma 6.6849555315338085 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3,1852,1807,624,0.1220712199062109,0.8604893680512905,6.6849555315338085,str\(\'ks-test\'\),3,str\(\'bounded\'\),0.91,765.0,0,,i7123,765.0,760.109375,747.2745747626582,-1.0,0.0,5585141
1751085151,1751091254,6103,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4372 batch_size 2041 detection_buf_size 686 overlap 0.806519367305562 alpha 0.4968697760030627 gamma 5.558989706951194 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 4,4372,2041,686,0.806519367305562,0.4968697760030627,5.558989706951194,str\(\'t-test\'\),4,str\(\'bounded\'\),0.91,6080.0,0,,i7140,6080.0,853.53515625,804.5764920594262,-1.0,0.0,5585091
1751092814,1751092827,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4300 batch_size 4207 detection_buf_size 3169 overlap 0.4211020986512303 alpha 0.1337244854979217 gamma 7.6511646709367644 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 1,4300,4207,3169,0.4211020986512303,0.1337244854979217,7.6511646709367644,str\(\'t-test\'\),1,str\(\'bounded\'\),0.91,1.0,0,,i7148,1.0,753.1796875,752.4453125,-1.0,0.0,5585830
1751092774,1751093084,310,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 782 batch_size 4268 detection_buf_size 4642 overlap 0.23145824830047787 alpha 0.4904264976643026 gamma 6.248577363996767 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3,782,4268,4642,0.2314582483004778,0.4904264976643026,6.248577363996767,str\(\'ks-test\'\),3,str\(\'bounded\'\),0.91,298.0,0,,i7177,298.0,767.3046875,758.708984375,-1.0,0.0,5585820
1751092926,1751098988,6062,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3301 batch_size 4660 detection_buf_size 4089 overlap 0.9159711660444736 alpha 0.8693964327462017 gamma 7.2891026637479674 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 4,3301,4660,4089,0.9159711660444736,0.8693964327462017,7.289102663747967,str\(\'t-test\'\),4,str\(\'bounded\'\),0.91,6051.0,0,,i7153,6051.0,840.78515625,735.6631100700165,-1.0,0.0,5585852
1751100396,1751100422,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 120 batch_size 1188 detection_buf_size 391 overlap 0.5625423260238022 alpha 0.4688960119746625 gamma 4.778453638165258 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2,120,1188,391,0.5625423260238022,0.4688960119746625,4.778453638165258,str\(\'ks-test\'\),2,str\(\'bounded\'\),0.91,12.0,0,,i7160,12.0,760.3125,755.6787109375,-1.0,0.0,5586375
1751100480,1751100816,336,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4728 batch_size 974 detection_buf_size 1789 overlap 0.7527524777203798 alpha 0.1550724698714912 gamma 1.5037946070954202 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3,4728,974,1789,0.7527524777203798,0.1550724698714912,1.5037946070954202,str\(\'t-test\'\),3,str\(\'bounded\'\),0.91,322.0,0,,i7153,322.0,766.78515625,756.7629464285715,-1.0,0.0,5586387
1751100576,1751106723,6147,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1729 batch_size 4229 detection_buf_size 118 overlap 0.3923373186793178 alpha 0.8764549094587565 gamma 2.817167200084776 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 4,1729,4229,118,0.3923373186793178,0.8764549094587565,2.817167200084776,str\(\'ks-test\'\),4,str\(\'bounded\'\),0.91,6128.0,0,,i7142,6128.0,844.51171875,737.8877112174267,-1.0,0.0,5586403
1751108266,1751108594,328,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4248 batch_size 4621 detection_buf_size 1115 overlap 0.7097270749136806 alpha 0.2655279505625367 gamma 4.276352714198642 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3,4248,4621,1115,0.7097270749136806,0.2655279505625367,4.276352714198642,str\(\'t-test\'\),3,str\(\'bounded\'\),0.91,318.0,0,,i7160,318.0,767.20703125,756.9821920955883,-1.0,0.0,5586861
1751116146,1751116383,237,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4832 batch_size 200 detection_buf_size 3764 overlap 0.12129376757144927 alpha 0.2751844889894128 gamma 5.344905273037964 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2,4832,200,3764,0.1212937675714492,0.2751844889894128,5.344905273037964,str\(\'t-test\'\),2,str\(\'bounded\'\),0.91,215.0,0,,i7149,215.0,765.421875,763.1858723958334,-1.0,0.0,5587401
1751116056,1751119441,3385,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 69 batch_size 140 detection_buf_size 2798 overlap 0.30514231071434916 alpha 0.10168994449824095 gamma 8.319300452049822 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3,69,140,2798,0.3051423107143491,0.1016899444982409,8.319300452049822,str\(\'ks-test\'\),3,str\(\'bounded\'\),0.91,3372.0,0,,i7156,3372.0,769.09375,674.967424870944,-1.0,0.0,5587343
