start_time,end_time,run_time,program_string,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID
1747739127,1747739140,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2273 n_samples 2885 k_neighbors 62 n_permutations 191 significance_level 0.7383637260459364,2273,2885,62,191,0.7383637260459364,,,1,,i7167,5171882
1747739157,1747739164,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1068 n_samples 2216 k_neighbors 73 n_permutations 694 significance_level 0.44214083776436747,1068,2216,73,694,0.4421408377643674,,,1,,i7160,5171893
1747739157,1747739164,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3250 n_samples 3414 k_neighbors 13 n_permutations 675 significance_level 0.11714214053936303,3250,3414,13,675,0.117142140539363,,,1,,i7184,5171886
1747739157,1747739170,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3937 n_samples 1015 k_neighbors 69 n_permutations 336 significance_level 0.31253319668769836,3937,1015,69,336,0.3125331966876983,,,1,,i7184,5171887
1747739158,1747739170,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4329 n_samples 2506 k_neighbors 39 n_permutations 56 significance_level 0.9468531692959368,4329,2506,39,56,0.9468531692959368,,,1,,i7151,5171895
1747739158,1747739171,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 676 n_samples 3805 k_neighbors 47 n_permutations 915 significance_level 0.7977230050060898,676,3805,47,915,0.7977230050060898,,,1,,i7171,5171891
1747739187,1747739194,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1746 n_samples 4615 k_neighbors 21 n_permutations 285 significance_level 0.13762398630008102,1746,4615,21,285,0.137623986300081,,,1,,i7152,5171905
1747739187,1747739200,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3484 n_samples 577 k_neighbors 93 n_permutations 966 significance_level 0.6276219986509531,3484,577,93,966,0.6276219986509531,,,1,,i7178,5171900
1747739216,1747739223,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1884 n_samples 627 k_neighbors 33 n_permutations 420 significance_level 0.0022575183883309364,1884,627,33,420,0.0022575183883309,,,1,,i7184,5171907
1747739247,1747739253,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 305 n_samples 3694 k_neighbors 87 n_permutations 571 significance_level 0.32240238718129693,305,3694,87,571,0.3224023871812969,,,1,,i7152,5171925
1747739247,1747739254,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2723 n_samples 4086 k_neighbors 54 n_permutations 831 significance_level 0.5151931109447032,2723,4086,54,831,0.5151931109447032,,,1,,i7184,5171917
1747739247,1747739260,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4465 n_samples 1487 k_neighbors 3 n_permutations 180 significance_level 0.8187962642610073,4465,1487,3,180,0.8187962642610073,,,1,,i7178,5171920
1747739277,1747739290,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2501 n_samples 921 k_neighbors 25 n_permutations 96 significance_level 0.38802130457572637,2501,921,25,96,0.3880213045757263,,,1,,i7152,5171935
1747739277,1747739290,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 98 n_samples 1310 k_neighbors 42 n_permutations 371 significance_level 0.6981309887673706,98,1310,42,371,0.6981309887673706,,,1,,i7184,5171927
1747739277,1747739290,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4687 n_samples 3480 k_neighbors 70 n_permutations 879 significance_level 0.19357059233263135,4687,3480,70,879,0.1935705923326313,,,1,,i7184,5171928
1747739307,1747739313,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2091 n_samples 4339 k_neighbors 90 n_permutations 656 significance_level 0.8779282986335456,2091,4339,90,656,0.8779282986335456,,,1,,i7184,5171937
1747739307,1747739320,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1607 n_samples 361 k_neighbors 51 n_permutations 517 significance_level 0.7637633619531989,1607,361,51,517,0.7637633619531989,,,1,,i7178,5171940
1747739338,1747739364,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3618 n_samples 4440 k_neighbors 35 n_permutations 235 significance_level 0.2509796933401376,3618,4440,35,235,0.2509796933401376,,,1,,i7181,5171949
1747739367,1747739374,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4195 n_samples 2471 k_neighbors 84 n_permutations 760 significance_level 0.07209607790410519,4195,2471,84,760,0.0720960779041051,,,1,,i7179,5171959
1747739368,1747739381,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1208 n_samples 2798 k_neighbors 6 n_permutations 490 significance_level 0.5683989552799612,1208,2798,6,490,0.5683989552799612,,,1,,i7171,5171962
1747739397,1747739404,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3808 n_samples 4020 k_neighbors 11 n_permutations 598 significance_level 0.6843624201603233,3808,4020,11,598,0.6843624201603233,,,1,,i7176,5171973
1747739398,1747739404,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 821 n_samples 1192 k_neighbors 76 n_permutations 152 significance_level 0.17639480765722693,821,1192,76,152,0.1763948076572269,,,1,,i7179,5171971
1747739489,1747739495,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3379 n_samples 1581 k_neighbors 59 n_permutations 377 significance_level 0.9889135352354497,3379,1581,59,377,0.9889135352354496,,,1,,i7160,5172006
1747739518,1747739525,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1369 n_samples 3161 k_neighbors 31 n_permutations 874 significance_level 0.4955917146913707,1369,3161,31,874,0.4955917146913707,,,1,,i7160,5172016
1747739549,1747739555,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2485 n_samples 2141 k_neighbors 17 n_permutations 986 significance_level 0.3656208137199283,2485,2141,17,986,0.3656208137199283,,,1,,i7184,5172018
1747739638,1747739645,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4918 n_samples 31 k_neighbors 50 n_permutations 729 significance_level 0.5470819414407014,4918,31,50,729,0.5470819414407014,,,1,,i7152,5172057
1747739639,1747739651,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2895 n_samples 3060 k_neighbors 95 n_permutations 266 significance_level 0.8671925466228276,2895,3060,95,266,0.8671925466228276,,,1,,i7178,5172052
1747739670,1747739677,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 329 n_samples 4701 k_neighbors 65 n_permutations 21 significance_level 0.061983396792784334,329,4701,65,21,0.0619833967927843,,,1,,i7179,5172063
1747739699,1747739705,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 403 n_samples 2027 k_neighbors 93 n_permutations 470 significance_level 0.791322166737169,403,2027,93,470,0.791322166737169,,,1,,i7176,5172074
1747739820,1747739839,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4993 n_samples 2941 k_neighbors 21 n_permutations 781 significance_level 0.285791204078123,4993,2941,21,781,0.285791204078123,,,1,,i7185,5172110
1747739850,1747739856,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2821 n_samples 229 k_neighbors 74 n_permutations 245 significance_level 0.10696272048726678,2821,229,74,245,0.1069627204872667,,,1,,i7184,5172123
1747739880,1747739886,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2410 n_samples 4894 k_neighbors 40 n_permutations 506 significance_level 0.5958986724372953,2410,4894,40,506,0.5958986724372953,,,1,,i7186,5172135
1747739880,1747739893,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1296 n_samples 1072 k_neighbors 2 n_permutations 637 significance_level 0.732935528555885,1296,1072,2,637,0.732935528555885,,,1,,i7171,5172148
1747739911,1747739918,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3308 n_samples 3905 k_neighbors 86 n_permutations 114 significance_level 0.2211305087506771,3308,3905,86,114,0.2211305087506771,,,1,,i7184,5172156
1747739911,1747739918,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3881 n_samples 1775 k_neighbors 34 n_permutations 892 significance_level 0.4155184824485332,3881,1775,34,892,0.4155184824485332,,,1,,i7179,5172159
1747739940,1747739947,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1125 n_samples 476 k_neighbors 26 n_permutations 1 significance_level 0.33074299159273507,1125,476,26,1,0.330742991592735,,,1,,i7176,5172171
1747739941,1747739954,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 892 n_samples 3358 k_neighbors 56 n_permutations 358 significance_level 0.9127995327487588,892,3358,56,358,0.9127995327487588,,,1,,i7181,5172167
1747739971,1747739977,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3700 n_samples 2273 k_neighbors 10 n_permutations 277 significance_level 0.5195114812292159,3700,2273,10,277,0.5195114812292159,,,1,,i7179,5172178
1747739970,1747739983,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4114 n_samples 4559 k_neighbors 60 n_permutations 750 significance_level 0.8396887807380408,4114,4559,60,750,0.8396887807380408,,,1,,i7184,5172176
1747740000,1747740007,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1688 n_samples 2606 k_neighbors 82 n_permutations 975 significance_level 0.027168313210830092,1688,2606,82,975,0.02716831321083,,,1,,i7186,5172183
1747740694,1747740706,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2175 n_samples 1430 k_neighbors 66 n_permutations 856 significance_level 0.14888645024038852,2175,1430,66,856,0.1488864502403885,,,1,,i7183,5172461
1747740754,1747740760,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2585 n_samples 3595 k_neighbors 45 n_permutations 396 significance_level 0.6494871373176575,2585,3595,45,396,0.6494871373176575,,,1,,i7185,5172478
1747740754,1747740766,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4604 n_samples 727 k_neighbors 100 n_permutations 611 significance_level 0.9540973400194198,4604,727,100,611,0.9540973400194198,,,1,,i7184,5172480
1747740844,1747740850,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 13 n_samples 4141 k_neighbors 16 n_permutations 140 significance_level 0.46802822542935607,13,4141,16,140,0.468028225429356,,,1,,i7176,5172523
1747740904,1747740911,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 230 n_samples 825 k_neighbors 58 n_permutations 935 significance_level 0.5913605294935406,230,825,58,935,0.5913605294935406,,,1,,i7184,5172537
1747740904,1747740917,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4391 n_samples 4279 k_neighbors 30 n_permutations 315 significance_level 0.08226210629753769,4391,4279,30,315,0.0822621062975376,,,1,,i7179,5172542
1747740934,1747740941,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1817 n_samples 2410 k_neighbors 49 n_permutations 210 significance_level 0.8979680319074541,1817,2410,49,210,0.8979680319074541,,,1,,i7179,5172550
1747740934,1747740947,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2798 n_samples 1372 k_neighbors 77 n_permutations 665 significance_level 0.27771986420825123,2798,1372,77,665,0.2777198642082512,,,1,,i7185,5172544
1747740935,1747740948,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1958 n_samples 3575 k_neighbors 12 n_permutations 87 significance_level 0.7701547494735569,1958,3575,12,87,0.7701547494735569,,,1,,i7183,5172547
1747740995,1747741008,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3556 n_samples 2704 k_neighbors 65 n_permutations 541 significance_level 0.3972146921902895,3556,2704,65,541,0.3972146921902895,,,1,,i7181,5172570
1747741025,1747741031,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4258 n_samples 457 k_neighbors 18 n_permutations 450 significance_level 0.2173849516082555,4258,457,18,450,0.2173849516082555,,,1,,i7184,5172577
1747741175,1747741182,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 995 n_samples 4500 k_neighbors 96 n_permutations 801 significance_level 0.7035457945987582,995,4500,96,801,0.7035457945987582,,,1,,i7186,5172624
1747741236,1747741249,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 757 n_samples 1677 k_neighbors 23 n_permutations 592 significance_level 0.03706680957600474,757,1677,23,592,0.0370668095760047,,,1,,i7183,5172649
1747741266,1747741279,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4020 n_samples 3221 k_neighbors 88 n_permutations 159 significance_level 0.5427501794975251,4020,3221,88,159,0.5427501794975251,,,1,,i7184,5172657
1747741326,1747741333,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3169 n_samples 1130 k_neighbors 44 n_permutations 821 significance_level 0.8462982084043325,3169,1130,44,821,0.8462982084043325,,,1,,i7186,5172675
1747741387,1747741399,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1430 n_samples 3925 k_neighbors 72 n_permutations 431 significance_level 0.35727075855992735,1430,3925,72,431,0.3572707585599273,,,1,,i7186,5172709
1747741479,1747741492,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2189 n_samples 93 k_neighbors 82 n_permutations 304 significance_level 0.46970250528492036,2189,93,82,304,0.4697025052849203,,,1,,i7183,5172744
1747741598,1747741604,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4785 n_samples 2046 k_neighbors 53 n_permutations 44 significance_level 0.6624914890993386,4785,2046,53,44,0.6624914890993386,,,1,,i7163,5172783
1747741599,1747741612,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3029 n_samples 4796 k_neighbors 4 n_permutations 948 significance_level 0.9816599137634039,3029,4796,4,948,0.981659913763404,,,1,,i7181,5172778
1747741599,1747741618,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 625 n_samples 3000 k_neighbors 38 n_permutations 707 significance_level 0.16511895205825566,625,3000,38,707,0.1651189520582556,,,1,,i7140,5172787
1747741629,1747741642,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 570 n_samples 1720 k_neighbors 54 n_permutations 169 significance_level 0.2918188130650669,570,1720,54,169,0.2918188130650669,,,1,,i7158,5172792
1747741687,1747741694,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4808 n_samples 3305 k_neighbors 32 n_permutations 582 significance_level 0.7852926690876484,4808,3305,32,582,0.7852926690876484,,,1,,i7148,5172813
1747741748,1747741773,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3005 n_samples 1016 k_neighbors 88 n_permutations 429 significance_level 0.6054610398430377,3005,1016,88,429,0.6054610398430377,,,1,,i7157,5172832
1747741839,1747741852,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 2244 n_samples 3853 k_neighbors 3 n_permutations 823 significance_level 0.09740230122953654,2244,3853,3,823,0.0974023012295365,,,1,,i7143,5172866
