start_time,end_time,run_time,program_string,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1745401162,1745401176,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 3405 n_reference_samples 968 recent_samples_proportion 0.001 threshold 0.30406311231520616,3405,968,0.001,0.3040631123152061,,,1,,i7186,4617709,,,,,
1745401351,1745401364,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 998 n_reference_samples 157 recent_samples_proportion 0.001 threshold 0.6053951664746164,998,157,0.001,0.6053951664746164,,,1,,i7183,4618002,,,,,
1745401701,1745401714,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 3378 n_reference_samples 972 recent_samples_proportion 0.001 threshold 0.2962171704178758,3378,972,0.001,0.2962171704178758,,,1,,i7185,4618375,,,,,
1745402026,1745402039,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 1013 n_reference_samples 158 recent_samples_proportion 0.001 threshold 0.603004803622663,1013,158,0.001,0.603004803622663,,,1,,i7183,4618714,,,,,
1745402225,1745402239,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 3369 n_reference_samples 954 recent_samples_proportion 0.001 threshold 0.28656081326475946,3369,954,0.001,0.2865608132647594,,,1,,i7182,4618908,,,,,
1745402359,1745402410,51,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 1032 n_reference_samples 174 recent_samples_proportion 0.001 threshold 0.6050276503347172,1032,174,0.001,0.6050276503347172,,,1,,i7185,4619026,,,,,
1745402597,1745402610,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 3430 n_reference_samples 982 recent_samples_proportion 0.001 threshold 0.30649446641393735,3430,982,0.001,0.3064944664139373,,,1,,i7186,4619171,,,,,
1745402754,1745402767,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 1005 n_reference_samples 161 recent_samples_proportion 0.001 threshold 0.6100626960094943,1005,161,0.001,0.6100626960094943,,,1,,i7186,4619223,,,,,
1745403681,1745403694,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 1012 n_reference_samples 195 recent_samples_proportion 0.001 threshold 0.5957705799401204,1012,195,0.001,0.5957705799401204,,,1,,i7186,4619326,,,,,
1745403685,1745403767,82,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 3359 n_reference_samples 972 recent_samples_proportion 0.001 threshold 0.2914523536092717,3359,972,0.001,0.2914523536092717,,,1,,i7181,4619268,,,,,
1745404023,1745404036,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 1018 n_reference_samples 194 recent_samples_proportion 0.001 threshold 0.5902377008151901,1018,194,0.001,0.5902377008151901,,,1,,i7185,4619658,,,,,
1745404363,1745404376,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 3436 n_reference_samples 983 recent_samples_proportion 0.001 threshold 0.3103357916288667,3436,983,0.001,0.3103357916288667,,,1,,i7186,4619983,,,,,
1745404663,1745404676,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 1004 n_reference_samples 188 recent_samples_proportion 0.001 threshold 0.5911318681044138,1004,188,0.001,0.5911318681044138,,,1,,i7183,4620323,,,,,
1745404976,1745404989,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 3419 n_reference_samples 982 recent_samples_proportion 0.001 threshold 0.30758061842402995,3419,982,0.001,0.3075806184240299,,,1,,i7185,4620624,,,,,
1744908476,1744908495,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 274 n_reference_samples 1704 recent_samples_proportion 0.9120745874643326 threshold 0.054238851316273214,274,1704,0.9120745874643326,0.0542388513162732,0.73,2.0,0,,i7186,4511455,2.0,417.0234375,415.3528645833333,-1.0,0.1356519586608082
1744908479,1744908498,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 4252 n_reference_samples 2917 recent_samples_proportion 0.03265718491561711 threshold 0.7690345736611635,4252,2917,0.0326571849156171,0.7690345736611635,0.74,3.0,0,,i7186,4511462,3.0,416.23046875,414.5677083333333,-1.0,0.9147843307135344
1744908499,1744908518,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 3091 n_reference_samples 713 recent_samples_proportion 0.740192296249792 threshold 0.324431645443663,3091,713,0.740192296249792,0.324431645443663,0.75,6.0,0,,i7186,4511470,6.0,522.109375,500.4114583333333,-1.0,0.9605173587474471
1744908506,1744908519,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 1437 n_reference_samples 4511 recent_samples_proportion 0.36041439559310673 threshold 0.6027623845394701,1437,4511,0.3604143955931067,0.6027623845394701,0.73,2.0,0,,i7186,4511482,2.0,459.828125,459.24609375,-1.0,0.1778575406893991
1744908519,1744908532,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 2002 n_reference_samples 124 recent_samples_proportion 0.17840548880398274 threshold 0.6545127661935985,2002,124,0.1784054888039827,0.6545127661935985,0.72,2.0,0,,i7185,4511496,2.0,524.51953125,524.1302083333334,-1.0,0.9968438641005012
1744908539,1744908552,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 3474 n_reference_samples 3833 recent_samples_proportion 0.7969626119788736 threshold 0.4338591053448618,3474,3833,0.7969626119788736,0.4338591053448618,0.73,2.0,0,,i7185,4511518,2.0,526.8671875,525.19140625,-1.0,0.6449656538152113
1744908579,1744908592,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 4811 n_reference_samples 2303 recent_samples_proportion 0.47537018834985795 threshold 0.9716590810716152,4811,2303,0.4753701883498579,0.9716590810716152,0.73,1.0,0,,i7185,4511549,1.0,524.1171875,523.7747395833334,-1.0,0.0
1744908621,1744908634,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 663 n_reference_samples 3585 recent_samples_proportion 0.5936177378036082 threshold 0.18944018580019473,663,3585,0.5936177378036082,0.1894401858001947,0.73,1.0,0,,i7185,4511576,1.0,526.42578125,524.7526041666666,-1.0,0.1230893000804505
1744908639,1744908652,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 1046 n_reference_samples 1199 recent_samples_proportion 0.39563211842812596 threshold 0.4577231544777751,1046,1199,0.3956321184281259,0.4577231544777751,0.75,3.0,0,,i7185,4511600,3.0,525.96484375,525.5846354166666,-1.0,0.8415124698310539
1744908659,1744908672,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 4417 n_reference_samples 4982 recent_samples_proportion 0.5178999315537512 threshold 0.7399528218284249,4417,4982,0.5178999315537512,0.7399528218284249,0.73,1.0,0,,i7185,4511624,1.0,525.32421875,524.9947916666666,-1.0,0.0
1744908685,1744908698,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 1836 n_reference_samples 2111 recent_samples_proportion 0.6287718075048179 threshold 0.8710476880203932,1836,2111,0.6287718075048179,0.8710476880203932,0.73,1.0,0,,i7184,4511686,1.0,524.28125,523.9296875,-1.0,0.0
1744908685,1744908698,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 2703 n_reference_samples 3406 recent_samples_proportion 0.25301417052000763 threshold 0.09272673949413002,2703,3406,0.2530141705200076,0.09272673949413,0.72,2.0,0,,i7184,4511711,2.0,523.7265625,523.2552083333334,-1.0,0.6691008106937311
1744908686,1744908699,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 516 n_reference_samples 4334 recent_samples_proportion 0.08107070039398968 threshold 0.2850012021753937,516,4334,0.0810707003939896,0.2850012021753937,0.73,1.0,0,,i7185,4511762,1.0,525.20703125,524.8619791666666,-1.0,0.095798007302432
1744908680,1744908700,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 3237 n_reference_samples 1541 recent_samples_proportion 0.19234981177747248 threshold 0.1665791131593287,3237,1541,0.1923498117774724,0.1665791131593287,0.74,4.0,0,,i7184,4511644,4.0,524.9140625,524.41015625,-1.0,0.9725849371867072
1744908687,1744908707,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 2229 n_reference_samples 2748 recent_samples_proportion 0.8146835462804883 threshold 0.8852737646885216,2229,2748,0.8146835462804883,0.8852737646885216,0.73,1.0,0,,i7184,4511665,1.0,521.82421875,521.5234375,-1.0,0.0
1744908722,1744908735,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 395 n_reference_samples 454 recent_samples_proportion 0.5419754541981965 threshold 0.9531917142309249,395,454,0.5419754541981965,0.9531917142309247,0.73,1.0,0,,i7185,4511784,1.0,524.52734375,524.2109375,-1.0,0.0
1744908782,1744908795,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 3819 n_reference_samples 4167 recent_samples_proportion 0.4197380957566202 threshold 0.23717725335434078,3819,4167,0.4197380957566202,0.2371772533543407,0.73,2.0,0,,i7185,4511834,2.0,526.01953125,525.6979166666666,-1.0,0.7090166470697444
1744908820,1744908833,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 2580 n_reference_samples 1964 recent_samples_proportion 0.8700386876985431 threshold 0.6691107318624854,2580,1964,0.8700386876985431,0.6691107318624854,0.72,1.0,0,,i7184,4511877,1.0,526.34375,524.69140625,-1.0,0.4409307506652639
1744908860,1744908873,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 1636 n_reference_samples 3261 recent_samples_proportion 0.2476744985114783 threshold 0.3900485598519444,1636,3261,0.2476744985114783,0.3900485598519444,0.74,2.0,0,,i7184,4511914,2.0,526.390625,524.7174479166666,-1.0,0.4049755554180333
1744910120,1744910133,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 2429 n_reference_samples 1374 recent_samples_proportion 0.30882445917092266 threshold 0.36826932373084126,2429,1374,0.3088244591709226,0.3682693237308412,0.73,2.0,0,,i7180,4513502,2.0,525.4921875,525.43359375,-1.0,0.9622501392412895
1744910126,1744910140,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 3360 n_reference_samples 2583 recent_samples_proportion 0.6846125508397818 threshold 0.588192503431812,3360,2583,0.6846125508397818,0.588192503431812,0.73,2.0,0,,i7180,4513510,2.0,526.03125,524.35546875,-1.0,0.783711863357881
1744910140,1744910153,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 1168 n_reference_samples 4835 recent_samples_proportion 0.9812760458830744 threshold 0.7875357356648892,1168,4835,0.9812760458830744,0.7875357356648892,0.73,1.0,0,,i7179,4513528,1.0,527.57421875,525.9127604166666,-1.0,0.0
1744910140,1744910159,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 4618 n_reference_samples 1054 recent_samples_proportion 0.10566568518057466 threshold 0.0065346262287348505,4618,1054,0.1056656851805746,0.0065346262287348,0.75,7.0,0,,i7179,4513520,7.0,524.6796875,522.0598958333334,-1.0,0.9861996410668976
1744910161,1744910174,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 931 n_reference_samples 2450 recent_samples_proportion 0.02557543173804879 threshold 0.5494635161366314,931,2450,0.0255754317380487,0.5494635161366314,0.73,2.0,0,,i7180,4513542,2.0,524.5625,524.21484375,-1.0,0.3456897085215669
1744910186,1744910206,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 2036 n_reference_samples 3999 recent_samples_proportion 0.7019851681739092 threshold 0.10729424490220844,2036,3999,0.7019851681739092,0.1072942449022084,0.73,1.0,0,,i7179,4513600,1.0,524.16796875,523.84765625,-1.0,0.377993687728201
1744910186,1744910206,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 4845 n_reference_samples 3732 recent_samples_proportion 0.9049624037686735 threshold 0.2665033676382154,4845,3732,0.9049624037686737,0.2665033676382154,0.74,4.0,0,,i7179,4513558,4.0,522.3984375,521.4765625,-1.0,0.7618664521319388
1744910182,1744910214,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 3743 n_reference_samples 291 recent_samples_proportion 0.32217681283317506 threshold 0.8272066822666675,3743,291,0.322176812833175,0.8272066822666675,0.74,20.0,0,,i7179,4513577,20.0,524.19921875,522.642578125,-1.0,0.982238999938115
1744910546,1744910559,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 989 n_reference_samples 149 recent_samples_proportion 0.001 threshold 0.6748002669901138,989,149,0.001,0.6748002669901138,,,1,,i7185,4513980,,,,,
1744910697,1744910710,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 3414 n_reference_samples 968 recent_samples_proportion 0.001 threshold 0.2976984785001885,3414,968,0.001,0.2976984785001885,,,1,,i7186,4514113,,,,,
1744910920,1744910934,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 973 n_reference_samples 149 recent_samples_proportion 0.001 threshold 0.6049893337200004,973,149,0.001,0.6049893337200004,,,1,,i7186,4514334,,,,,
1744911041,1744911060,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 3451 n_reference_samples 988 recent_samples_proportion 0.001 threshold 0.31843480056757606,3451,988,0.001,0.318434800567576,,,1,,i7185,4514437,,,,,
1744911160,1744911173,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier D3 recent_samples_size 1076 n_reference_samples 197 recent_samples_proportion 0.001 threshold 0.6046502780367128,1076,197,0.001,0.6046502780367128,,,1,,i7186,4514600,,,,,
