start_time,end_time,run_time,program_string,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID
1747739911,1747739918,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 234 batch_size 746 detection_buf_size 3280 overlap 0.7930801974385977 alpha 0.2827307853102684 gamma 0.247310615869239 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 2284,234,746,3280,0.7930801974385977,0.2827307853102684,0.247310615869239,str\(\'t-test\'\),str\(\'full\'\),2284,,,1,,i7176,5172162
1747739912,1747739918,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4834 batch_size 1551 detection_buf_size 4581 overlap 0.6780442480575293 alpha 0.8700346984565258 gamma 6.0391769583048305 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2808,4834,1551,4581,0.6780442480575293,0.8700346984565258,6.039176958304831,str\(\'t-test\'\),str\(\'bounded\'\),2808,,,1,,i7185,5172155
1747739912,1747739925,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3358 batch_size 3863 detection_buf_size 1516 overlap 0.2610739757921547 alpha 0.643938194617629 gamma 9.278746351381765 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 4113,3358,3863,1516,0.2610739757921547,0.643938194617629,9.278746351381765,str\(\'ks-test\'\),str\(\'bounded\'\),4113,,,1,,i7181,5172158
1747739941,1747739954,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 464 batch_size 3120 detection_buf_size 1574 overlap 0.7001577096041292 alpha 0.5562072173021734 gamma 1.3450925671961158 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 1185,464,3120,1574,0.7001577096041292,0.5562072173021734,1.3450925671961158,str\(\'ks-test\'\),str\(\'full\'\),1185,,,1,,i7171,5172172
1747739970,1747739976,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4594 batch_size 4824 detection_buf_size 586 overlap 0.8345599827393889 alpha 0.09756685095652938 gamma 7.449008457385935 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3897,4594,4824,586,0.8345599827393889,0.0975668509565293,7.449008457385935,str\(\'ks-test\'\),str\(\'bounded\'\),3897,,,1,,i7179,5172179
1747739970,1747739983,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3588 batch_size 2428 detection_buf_size 3652 overlap 0.23021998739242555 alpha 0.3860078982524574 gamma 7.878534452440218 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3024,3588,2428,3652,0.2302199873924255,0.3860078982524574,7.878534452440218,str\(\'t-test\'\),str\(\'bounded\'\),3024,,,1,,i7181,5172177
1747740000,1747740006,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1468 batch_size 412 detection_buf_size 4835 overlap 0.36078690919093787 alpha 0.9538902033679187 gamma 3.339136341881938 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 1912,1468,412,4835,0.3607869091909378,0.9538902033679189,3.339136341881938,str\(\'t-test\'\),str\(\'full\'\),1912,,,1,,i7179,5172189
1747740030,1747740037,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2254 batch_size 4069 detection_buf_size 2669 overlap 0.4573456664104015 alpha 0.8066382043343038 gamma 1.170151394413784 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 4664,2254,4069,2669,0.4573456664104015,0.8066382043343038,1.170151394413784,str\(\'ks-test\'\),str\(\'bounded\'\),4664,,,1,,i7184,5172197
1747740151,1747740157,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4130 batch_size 1010 detection_buf_size 1931 overlap 0.9856689662896096 alpha 0.13355580989830196 gamma 9.61554760522209 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 1419,4130,1010,1931,0.9856689662896096,0.1335558098983019,9.61554760522209,str\(\'t-test\'\),str\(\'full\'\),1419,,,1,,i7185,5172278
1747740241,1747740248,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2812 batch_size 3615 detection_buf_size 3864 overlap 0.07716394515708089 alpha 0.3441794976275414 gamma 5.047994368460961 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 428,2812,3615,3864,0.0771639451570808,0.3441794976275414,5.047994368460961,str\(\'ks-test\'\),str\(\'full\'\),428,,,1,,i7179,5172313
1747740273,1747740286,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 938 batch_size 1776 detection_buf_size 932 overlap 0.6016476107481867 alpha 0.7053859551679343 gamma 4.178068915017881 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3507,938,1776,932,0.6016476107481867,0.7053859551679343,4.178068915017881,str\(\'t-test\'\),str\(\'bounded\'\),3507,,,1,,i7183,5172321
1747740302,1747740315,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 665 batch_size 3481 detection_buf_size 3527 overlap 0.2852880957834423 alpha 0.005047284001484513 gamma 9.852960286520421 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 2891,665,3481,3527,0.2852880957834423,0.0050472840014845,9.85296028652042,str\(\'t-test\'\),str\(\'full\'\),2891,,,1,,i7184,5172330
1747740603,1747740616,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2542 batch_size 1599 detection_buf_size 1855 overlap 0.7552243903446942 alpha 0.9273860260937363 gamma 0.9375828569270671 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 1048,2542,1599,1855,0.7552243903446942,0.9273860260937364,0.9375828569270672,str\(\'ks-test\'\),str\(\'bounded\'\),1048,,,1,,i7178,5172435
1747740754,1747740760,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4347 batch_size 4287 detection_buf_size 4881 overlap 0.181942938009277 alpha 0.5921989739183336 gamma 3.7856996172619986 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2048,4347,4287,4881,0.181942938009277,0.5921989739183336,3.785699617261999,str\(\'t-test\'\),str\(\'bounded\'\),2048,,,1,,i7186,5172477
1747740875,1747740888,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2473 batch_size 1106 detection_buf_size 383 overlap 0.6557183909751475 alpha 0.4807361687216908 gamma 5.4355194479068745 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 4037,2473,1106,383,0.6557183909751475,0.4807361687216908,5.4355194479068745,str\(\'ks-test\'\),str\(\'full\'\),4037,,,1,,i7184,5172525
1747740904,1747740910,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1384 batch_size 4957 detection_buf_size 2124 overlap 0.5573289174288512 alpha 0.257491754502058 gamma 7.645985284525902 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 1281,1384,4957,2124,0.5573289174288512,0.257491754502058,7.645985284525902,str\(\'t-test\'\),str\(\'bounded\'\),1281,,,1,,i7179,5172541
1747740935,1747740942,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4508 batch_size 589 detection_buf_size 2633 overlap 0.029007996967062355 alpha 0.676947421208024 gamma 1.5825621652379631 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 4531,4508,589,2633,0.0290079969670623,0.676947421208024,1.5825621652379631,str\(\'ks-test\'\),str\(\'full\'\),4531,,,1,,i7184,5172545
1747740939,1747740946,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3640 batch_size 2901 detection_buf_size 661 overlap 0.9062117893826216 alpha 0.8406956042647362 gamma 3.726603908597492 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 3648,3640,2901,661,0.9062117893826216,0.8406956042647362,3.726603908597492,str\(\'t-test\'\),str\(\'full\'\),3648,,,1,,i7179,5172549
1747741025,1747741031,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 514 batch_size 2333 detection_buf_size 3978 overlap 0.3817266961410642 alpha 0.23411590419709682 gamma 7.056620386044496 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 564,514,2333,3978,0.3817266961410642,0.2341159041970968,7.056620386044496,str\(\'ks-test\'\),str\(\'bounded\'\),564,,,1,,i7186,5172574
1747741145,1747741158,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 119 batch_size 4042 detection_buf_size 1189 overlap 0.10167932727746666 alpha 0.9907520636729896 gamma 5.645530460744165 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 1653,119,4042,1189,0.1016793272774666,0.9907520636729896,5.645530460744165,str\(\'t-test\'\),str\(\'bounded\'\),1653,,,1,,i7181,5172622
1747741236,1747741249,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3245 batch_size 881 detection_buf_size 4193 overlap 0.5634829199537635 alpha 0.0684142733477056 gamma 4.815796572039836 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 4746,3245,881,4193,0.5634829199537635,0.0684142733477056,4.815796572039836,str\(\'ks-test\'\),str\(\'full\'\),4746,,,1,,i7181,5172651
1747741296,1747741309,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4893 batch_size 3276 detection_buf_size 2222 overlap 0.497398612678051 alpha 0.4193179129473865 gamma 0.48344490538910034 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 3432,4893,3276,2222,0.497398612678051,0.4193179129473865,0.4834449053891003,str\(\'t-test\'\),str\(\'full\'\),3432,,,1,,i7184,5172666
1747741356,1747741363,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1769 batch_size 1335 detection_buf_size 3043 overlap 0.9631637290176004 alpha 0.5307816699109972 gamma 9.047456205673516 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 193,1769,1335,3043,0.9631637290176004,0.5307816699109972,9.047456205673516,str\(\'ks-test\'\),str\(\'bounded\'\),193,,,1,,i7185,5172693
1747741479,1747741492,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1931 batch_size 2521 detection_buf_size 4471 overlap 0.8724762623552232 alpha 0.7382999753188342 gamma 6.836996403421276 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 2637,1931,2521,4471,0.8724762623552232,0.7382999753188342,6.836996403421276,str\(\'t-test\'\),str\(\'full\'\),2637,,,1,,i7184,5172741
1747741480,1747741493,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3804 batch_size 1933 detection_buf_size 286 overlap 0.33651042057946323 alpha 0.31884526037983596 gamma 2.686585858835839 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 637,3804,1933,286,0.3365104205794632,0.3188452603798359,2.686585858835839,str\(\'ks-test\'\),str\(\'bounded\'\),637,,,1,,i7179,5172747
1747741599,1747741611,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3094 batch_size 4538 detection_buf_size 3312 overlap 0.7224240533672274 alpha 0.17081366474740206 gamma 2.026781405739486 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2459,3094,4538,3312,0.7224240533672274,0.170813664747402,2.026781405739486,str\(\'t-test\'\),str\(\'bounded\'\),2459,,,1,,i7164,5172782
1747741599,1747741612,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1217 batch_size 229 detection_buf_size 1328 overlap 0.19041545230336487 alpha 0.7773943165820092 gamma 8.441874011639506 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 4292,1217,229,1328,0.1904154523033648,0.7773943165820092,8.441874011639506,str\(\'ks-test\'\),str\(\'full\'\),4292,,,1,,i7143,5172786
1747741629,1747741642,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1107 batch_size 2764 detection_buf_size 498 overlap 0.4020712746120989 alpha 0.3089496946018189 gamma 8.802372996770776 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 989,1107,2764,498,0.4020712746120989,0.3089496946018189,8.802372996770776,str\(\'t-test\'\),str\(\'full\'\),989,,,1,,i7164,5172790
1747741632,1747741645,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2983 batch_size 2161 detection_buf_size 4747 overlap 0.9345976685080677 alpha 0.6338674191366881 gamma 0.4136586361648515 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2910,2983,2161,4747,0.9345976685080676,0.6338674191366881,0.4136586361648515,str\(\'ks-test\'\),str\(\'bounded\'\),2910,,,1,,i7156,5172793
1747741748,1747741761,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3832 batch_size 4458 detection_buf_size 1643 overlap 0.0025715633798390628 alpha 0.8443045307975262 gamma 4.905267653455958 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3940,3832,4458,1643,0.002571563379839,0.8443045307975262,4.905267653455958,str\(\'t-test\'\),str\(\'bounded\'\),3940,,,1,,i7164,5172829
1747741838,1747741845,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1958 batch_size 154 detection_buf_size 3719 overlap 0.5389333086125553 alpha 0.20751086936704816 gamma 5.870933699848131 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 2185,1958,154,3719,0.5389333086125553,0.2075108693670481,5.870933699848131,str\(\'ks-test\'\),str\(\'full\'\),2185,,,1,,i7148,5172865
1747741929,1747741942,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1807 batch_size 3800 detection_buf_size 3775 overlap 0.6275764021351934 alpha 0.05650485789403319 gamma 8.703913549092599 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 4394,1807,3800,3775,0.6275764021351934,0.0565048578940331,8.703913549092599,str\(\'t-test\'\),str\(\'bounded\'\),4394,,,1,,i7181,5172889
1747741959,1747741972,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4930 batch_size 652 detection_buf_size 845 overlap 0.16135446925275027 alpha 0.8843054198734462 gamma 2.074733603843488 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 1379,4930,652,845,0.1613544692527502,0.8843054198734462,2.074733603843488,str\(\'ks-test\'\),str\(\'full\'\),1379,,,1,,i7148,5172906
1747741989,1747742002,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3144 batch_size 3355 detection_buf_size 2738 overlap 0.7738634135629981 alpha 0.5958072963021696 gamma 2.5802014344204216 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 544,3144,3355,2738,0.7738634135629981,0.5958072963021696,2.5802014344204216,str\(\'t-test\'\),str\(\'full\'\),544,,,1,,i7158,5172912
1747742019,1747742032,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 18 batch_size 1409 detection_buf_size 1999 overlap 0.3114811149686575 alpha 0.4541307676844299 gamma 6.633393934672699 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3706,18,1409,1999,0.3114811149686575,0.4541307676844299,6.633393934672699,str\(\'ks-test\'\),str\(\'bounded\'\),3706,,,1,,i7149,5172924
1747742140,1747742152,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3686 batch_size 359 detection_buf_size 2409 overlap 0.7427686281204223 alpha 0.37033222007751465 gamma 3.9922010591384023 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 1634,3686,359,2409,0.7427686281204223,0.3703322200775146,3.9922010591384014,str\(\'ks-test\'\),str\(\'full\'\),1634,,,1,,i7149,5172966
1747742140,1747742153,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 560 batch_size 4721 detection_buf_size 2836 overlap 0.21880132771097124 alpha 0.6952508963793517 gamma 5.543887558655814 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 4805,560,4721,2836,0.2188013277109712,0.6952508963793517,5.543887558655814,str\(\'t-test\'\),str\(\'bounded\'\),4805,,,1,,i7164,5172961
