trial_index,arm_name,trial_status,generation_node,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
21,21_0,FAILED,SOBOL,2730,0.667599629851058140594943779433,0.492466491188853994209750908340,3919,1660,4984
22,22_0,FAILED,SOBOL,4045,0.103059695173054938210910336238,0.686612544126808610478462924220,2356,1242,3337
23,23_0,FAILED,SOBOL,45,0.752117004107683895242075777787,0.163736278172582377932187114311,2584,3960,2395
24,24_0,FAILED,SOBOL,379,0.258271772146224987132256956102,0.721315684484317931612906704686,4241,195,1590
25,25_0,FAILED,SOBOL,4337,0.607092637039721050307150562730,0.245217341063544147505837145218,739,4939,2523
26,26_0,FAILED,SOBOL,3025,0.171196048280224194515497515567,0.934341252820566348091801955889,2926,2964,4157
27,27_0,FAILED,SOBOL,1710,0.941230887560173923311879207176,0.410490381209179744370629805417,2053,1926,90
28,28_0,FAILED,SOBOL,2033,0.049348649399355057343363739619,0.072386134464293719337213417475,1635,1398,2077
29,29_0,FAILED,SOBOL,3230,0.838688877040520308625559664506,0.578693081840872758370153405849,3428,3490,3635
30,30_0,FAILED,SOBOL,4405,0.399385228361934407903532928685,0.273411111045628762994397220609,615,4254,4686
31,31_0,FAILED,SOBOL,877,0.736689430389553256972590133955,0.763154933765530563150036869047,4447,878,1243
32,32_0,FAILED,SOBOL,839,0.028191970186308028256672031375,0.555203508395701650357523249113,2517,3431,21
33,33_0,FAILED,SOBOL,4526,0.860601259225979409173135081801,0.033302799865603451012763258632,2423,1768,4088
34,34_0,FAILED,SOBOL,3191,0.424705233719199881647909933235,0.849004349578171946255622515309,3985,975,2593
35,35_0,FAILED,SOBOL,2154,0.711150518629699912587227572658,0.374854265704750999610439521348,954,3844,1660
36,36_0,FAILED,SOBOL,1597,0.294862363994121579047202885704,0.143835211025550968599873158382,204,4412,1138
37,37_0,FAILED,SOBOL,3064,0.569792027033865444707316783024,0.635527308164164472792379001476,4819,410,4581
38,38_0,FAILED,SOBOL,4223,0.130487934073433287096577259945,0.449512914257124085448680261834,1381,2492,3741
39,39_0,FAILED,SOBOL,419,0.982203592984005835475613821473,0.957770039586350319105179096368,3641,2710,2184
40,40_0,FAILED,SOBOL,88,0.480089413324370994917700272708,0.391206072069704535731915484575,4516,1446,1333
41,41_0,FAILED,SOBOL,3929,0.626251928241923438989147143729,0.883872774865478327832590821345,545,3689,2900
42,42_0,FAILED,SOBOL,2773,0.066094107139855626242841424300,0.202636869795620455647622293327,3358,4213,3780
43,43_0,FAILED,SOBOL,1264,0.789286270271986722946166992188,0.709919382032006995864037435240,1703,677,347
44,44_0,FAILED,SOBOL,2484,0.217305286668241032232984366601,0.806472786491736814973307900800,2140,148,2481
45,45_0,FAILED,SOBOL,3486,0.928738175585866021499725775357,0.285546698490157735417227513608,2839,4740,3424
46,46_0,FAILED,SOBOL,4818,0.364197677655145546360415664822,0.598229847168549877522991664591,651,3004,4897
47,47_0,FAILED,SOBOL,1172,0.529910214787349120868498175696,0.123105165073648090134916799343,4327,2128,839
48,48_0,FAILED,SOBOL,974,0.321811888275668034342658074820,0.918771652048453679739736799092,1446,4007,3268
49,49_0,FAILED,SOBOL,4933,0.534308961978182228591549574048,0.426107808271422972001829521105,3572,1095,2325
50,50_0,FAILED,SOBOL,3601,0.219751543410122401889239540651,0.736900509810075154959463361592,134,1630,683
51,51_0,FAILED,SOBOL,2286,0.884406439155340229341106805805,0.229615145990625019178921206731,4883,3248,4741
52,52_0,FAILED,SOBOL,1456,0.125055914644151916492731402286,0.257826044060289860659906935325,3764,2565,3057
53,53_0,FAILED,SOBOL,2654,0.770275951977819173244199646433,0.778756894614547445776508993731,1180,2315,1489
54,54_0,FAILED,SOBOL,3810,0.459133266950026153185859811856,0.087955969460308550122995541187,2742,569,504
55,55_0,FAILED,SOBOL,281,0.683261126326397016939040440775,0.563075896438211209726887318539,2202,4536,3936
56,56_0,FAILED,SOBOL,611,0.181664704179391262028886444568,0.006196977602317929254005512973,897,849,4424
57,57_0,FAILED,SOBOL,4104,0.955415018631145307459462401312,0.528102441249415299751035490772,4087,4344,982
58,58_0,FAILED,SOBOL,2946,0.266121180221438435875569439304,0.340080056982114908858960689031,1899,3540,2028
59,59_0,FAILED,SOBOL,1789,0.619022969059646155365328468179,0.814225378302857238921319549263,3084,1252,3586
60,60_0,FAILED,SOBOL,1955,0.390104362767189738470108295587,0.671041043538600168183450023207,3269,1974,4244
61,61_0,FAILED,SOBOL,3307,0.723327640850096931224300078611,0.179351797983050342821798039949,1788,2816,177
62,62_0,FAILED,SOBOL,4641,0.038423145355656745936201446057,0.985126180279999985600625223015,4600,4909,1817
63,63_0,FAILED,SOBOL,641,0.824047897825017527928537219850,0.476866195932030667581358329699,456,282,2749
64,64_0,FAILED,SOBOL,681,0.139619402926415198118448302012,0.952047324128448946289893228823,4103,1732,4044
65,65_0,FAILED,SOBOL,4679,0.971846250135451561469324133213,0.459379665847867713068808370735,916,3390,611
66,66_0,FAILED,SOBOL,3347,0.288887404264882186044616219078,0.641737162865698373970246848330,3103,3885,1460
67,67_0,FAILED,SOBOL,1993,0.575515725860372140409992880450,0.134455598678439869342327028789,1916,1012,3027
68,68_0,FAILED,SOBOL,1749,0.430169988727197027955639896390,0.349882823621854188722579692694,1733,446,4770
69,69_0,FAILED,SOBOL,2907,0.704916734052821958300683036214,0.870809874543920114930983800150,3212,4453,712
70,70_0,FAILED,SOBOL,4063,0.017575683519244194447095352984,0.058761474138125775745766787850,400,2669,2218
71,71_0,FAILED,SOBOL,574,0.869473903231322786666623869678,0.533885215619578912260578817950,4546,2456,3160
72,72_0,FAILED,SOBOL,240,0.373603314880281700549602419414,0.101543113995343450839392573926,3553,3730,2700
73,73_0,FAILED,SOBOL,3772,0.519826921340078129674111551140,0.623444763138890301057415399555,1431,1482,1768
74,74_0,FAILED,SOBOL,2613,0.210629885936155919479162434982,0.306621636349707848978596302914,4869,640,304
75,75_0,FAILED,SOBOL,1418,0.933761314438655953829027112079,0.780770757302641893460304345354,116,4172,4372
76,76_0,FAILED,SOBOL,2327,0.071345725832507020380823803407,0.699809156553819811108496651286,1238,4698,3458
77,77_0,FAILED,SOBOL,3639,0.782839230408892028378886607243,0.208116111366078271327495485821,3820,111,1901
78,78_0,FAILED,SOBOL,4973,0.470234599716961410020843459279,0.893495742129161940603410130279,2257,2164,1030
79,79_0,FAILED,SOBOL,1012,0.635885926336050011364875444997,0.385239572284743203578472048321,2801,3045,4473
80,80_0,FAILED,SOBOL,1131,0.465851021312177204780624606428,0.588540102856233704464727907180,486,1137,2057
81,81_0,FAILED,SOBOL,4781,0.678287003472447413976453844953,0.066635594693943853150663869656,4454,4044,3615
82,82_0,FAILED,SOBOL,3446,0.115692631049081687266699702832,0.753780039357021425239224754478,1642,3211,4629
83,83_0,FAILED,SOBOL,2446,0.780408261423930493805301011889,0.279633769987151004077219340616,3299,1588,1187
84,84_0,FAILED,SOBOL,1303,0.229624916473403578587308970782,0.235831127692013975405416204012,2860,2273,1611
85,85_0,FAILED,SOBOL,2812,0.874784338148310802729668012034,0.727519410327076898603593235748,2163,2529,2544
86,86_0,FAILED,SOBOL,3970,0.316578829038888232005888312415,0.420379322726279480715305680860,4351,4572,4215
87,87_0,FAILED,SOBOL,125,0.540767898928374068923119466490,0.928640247687697373280002466345,673,611,148
88,88_0,FAILED,SOBOL,459,0.044379545629024505504212072537,0.486491245185956378005442957146,2485,4307,869
89,89_0,FAILED,SOBOL,4262,0.818312301911413686461571614927,0.979154148349538400175617880450,2577,808,4926
90,90_0,FAILED,SOBOL,3106,0.380954334458336207891449021190,0.169239371543750155568730519917,1015,1293,3316
91,91_0,FAILED,SOBOL,1634,0.733673086611554059466300259373,0.676525698283687249023898857558,4048,3577,2374
92,92_0,FAILED,SOBOL,2113,0.276695113258436320435862398881,0.835301803298294509581012334820,4796,2853,455
93,93_0,FAILED,SOBOL,3155,0.610101309055462448505124939402,0.314371900793164960052905598786,183,2015,3887
94,94_0,FAILED,SOBOL,4487,0.176157595541328204635789234089,0.506538546122610622290949322633,3621,240,2871
95,95_0,FAILED,SOBOL,800,0.961599787209182932379292196856,0.031417663659900424422133369262,1359,4872,1303
96,96_0,FAILED,SOBOL,914,0.297880583422258482517719357929,0.291019437558948990130147649324,761,2387,2424
97,97_0,FAILED,SOBOL,4446,0.588224856073036761472394573502,0.796355586346238819572818101733,4261,2794,3367
98,98_0,FAILED,SOBOL,3268,0.150866381134837856947683576436,0.117160537339746947949059574512,2074,4461,4877
99,99_0,FAILED,SOBOL,2072,0.987174628172069801301802272064,0.607875166084617335471307342232,2949,339,819
100,100_0,FAILED,SOBOL,1672,0.007821075916290283480680756156,0.877878553008660689194186943496,3365,1023,1390
101,101_0,FAILED,SOBOL,2985,0.855637895800173242655262129119,0.400809410998597737130211271506,1574,3779,2958
102,102_0,FAILED,SOBOL,4299,0.421694570800289492140677793941,0.715411113684996990969011676498,4387,3322,3801
103,103_0,FAILED,SOBOL,338,0.692725365070626097896422379563,0.192531048098579044003386684381,553,1860,369
104,104_0,FAILED,SOBOL,7,0.189012216905131924526983766555,0.626121880996972302035885604710,1271,3057,1117
105,105_0,FAILED,SOBOL,4005,0.916103248806670267256890838325,0.150027337208390232348165227449,3707,2058,4559
106,106_0,FAILED,SOBOL,2693,0.353508487869054088825748749514,0.967647381443530352207460509817,270,44,3684
107,107_0,FAILED,SOBOL,1339,0.503569841813296115162756905193,0.443792695328593278514262010503,4709,4827,2126
108,108_0,FAILED,SOBOL,2403,0.490786274872720251760682685926,0.043161182599142193516694732125,3978,4103,41
109,109_0,FAILED,SOBOL,3562,0.652599854007363311403366878949,0.549471944479271723338342781062,1083,765,4108
110,110_0,FAILED,SOBOL,4738,0.094394852383062249900902429545,0.365498347150161884133723333434,2646,1490,2650
111,111_0,FAILED,SOBOL,1247,0.801928753560408935641135030892,0.855238370237871969870013799664,2415,3622,1717
112,112_0,FAILED,SOBOL,1055,0.096817716477438808819755422519,0.184809210257604716876045358731,4612,482,4265
113,113_0,FAILED,SOBOL,4857,0.757574724962934875627240671747,0.660908509163185997614675670775,331,4640,197
114,114_0,FAILED,SOBOL,3681,0.448377122588455689911057788777,0.470906181918457122925758540077,3144,2636,1874
115,115_0,FAILED,SOBOL,2211,0.656976279288530307098881166894,0.994756105480715580036132905661,1800,2262,2806
116,116_0,FAILED,SOBOL,1537,0.332560357157140995543187500516,0.522123375166207548403463079012,2004,1697,4403
117,117_0,FAILED,SOBOL,2578,0.560586252506822368957273283741,0.015815464869141579451472523488,3013,3203,960
118,118_0,FAILED,SOBOL,3890,0.247982069814577710253900022508,0.819732206244021655017206740013,826,3918,1970
119,119_0,FAILED,SOBOL,205,0.897100113378837660249587315775,0.329989324137568484918148215002,4192,1206,3527
120,120_0,FAILED,SOBOL,536,0.392930113350972554098206046547,0.769366768216714236316988717590,2730,4980,3114
121,121_0,FAILED,SOBOL,4184,0.741933895958587497077019179414,0.264033478448167435725935092705,2326,232,1547
122,122_0,FAILED,SOBOL,2869,0.058974602088332175875429186362,0.572968598550185559403757906693,3889,1890,525
123,123_0,FAILED,SOBOL,1871,0.828826880566775781034039027872,0.082251118222251534684019702581,1168,2922,3958
124,124_0,FAILED,SOBOL,1880,0.161105690937489276493010947888,0.435951061256229899232295110778,29,3448,3210
125,125_0,FAILED,SOBOL,3387,0.950628360409289552279687995906,0.913024965818971412367943685240,4954,1361,2269
126,126_0,FAILED,SOBOL,4565,0.263287876846268753538993223628,0.220244157172739513095294228151,1517,915,663
127,127_0,FAILED,SOBOL,722,0.600409042188897679181991406949,0.743119467642158304521160516742,3467,4295,4721
128,128_0,FAILED,SOBOL,732,0.068000724093988537677368810819,0.417295087477192294667105443295,1850,987,1672
129,129_0,FAILED,SOBOL,4535,0.794969996744766871366039140412,0.923602046007290455875704537902,3172,3900,2613
130,130_0,FAILED,SOBOL,3379,0.482362473573535677218160344637,0.240384822359308608641370597070,360,3375,4068
131,131_0,FAILED,SOBOL,1907,0.632545720610767636671312175167,0.730128656232729600361608390813,4663,1756,10
132,132_0,FAILED,SOBOL,1839,0.362449983477592441172276949146,0.750512178145348984870111053169,4141,2441,2163
133,133_0,FAILED,SOBOL,2881,0.524141803361475422384785360919,0.274413831006735553508235625486,798,2693,3731
134,134_0,FAILED,SOBOL,4213,0.214949430128559465513760073918,0.593277553610503716186030942481,2985,4429,4591
135,135_0,FAILED,SOBOL,527,0.922605224398896139881287581375,0.069426678281277423576689500351,1954,461,1159
136,136_0,FAILED,SOBOL,233,0.426704179504886260687612775655,0.503748470069840581508913146536,1120,4157,327
137,137_0,FAILED,SOBOL,3882,0.717170211406424673583615003736,0.026675517274066806727716993919,3858,664,3769
138,138_0,FAILED,SOBOL,2548,0.029824498701840639058868731581,0.840520846279337985329505045229,2296,1458,2911
139,139_0,FAILED,SOBOL,1547,0.866010852646082684991313271894,0.317644584042951483304761950421,2683,3745,1353
140,140_0,FAILED,SOBOL,2202,0.128345264039933681932126319225,0.166632932607084505161054721611,3514,3021,850
141,141_0,FAILED,SOBOL,3710,0.976283843174576726475777377345,0.671965270608663511886504693393,1547,2179,4918
142,142_0,FAILED,SOBOL,4869,0.293327889783307926840905111021,0.491526543233543611322033939359,4985,96,3403
143,143_0,FAILED,SOBOL,1024,0.564236790960654599480506021791,0.982244975328445457662951412203,77,4723,2470
144,144_0,FAILED,SOBOL,1217,0.272375476120039816674278654318,0.061584865752607582944921915669,2899,1564,4761
145,145_0,FAILED,SOBOL,4748,0.621257484605535870159087608045,0.538654959529638266424456105597,2045,3226,694
146,146_0,FAILED,SOBOL,3590,0.187310833998024450774977367473,0.344630472514778352088882229509,4233,4029,2314
147,147_0,FAILED,SOBOL,2395,0.957284990698099136352539062500,0.867509586334228477433327952895,711,1161,3247
148,148_0,FAILED,SOBOL,1350,0.032251645747572187106211316632,0.644256994726136289486362329626,602,596,3925
149,149_0,FAILED,SOBOL,2662,0.821652541097253608093353705044,0.138919894171878693933663839744,4415,4597,483
150,150_0,FAILED,SOBOL,3996,0.384299310171976660210901854953,0.947098640592768825641201146937,1603,2504,1510
151,151_0,FAILED,SOBOL,35,0.721542353736236652395064083976,0.456384963614866134840042377618,3415,2288,3067
152,152_0,FAILED,SOBOL,330,0.225184456979855895930597853294,0.896493362866342069494862698775,4756,3562,3575
153,153_0,FAILED,SOBOL,4327,0.886063239587470907743238512921,0.390181649219244697235353669384,300,1318,2007
154,154_0,FAILED,SOBOL,2995,0.327852993950247750820636838398,0.695342068962752857252951343980,3738,783,1002
155,155_0,FAILED,SOBOL,1642,0.536330272428691356978447402071,0.205602997642010454359962068338,1319,4322,4435
156,156_0,FAILED,SOBOL,2101,0.453602299075573700548602573690,0.309922805687412594721763525740,2368,4847,2770
157,157_0,FAILED,SOBOL,3259,0.681749968547374018967843767314,0.786018301242962458275087556103,2615,255,1827
158,158_0,FAILED,SOBOL,4415,0.119158533217385412261712929194,0.096772347679361700456546202531,1053,2000,166
159,159_0,FAILED,SOBOL,925,0.768154698560014392860750831460,0.620626082027331049673080087814,3930,2877,4224
160,160_0,FAILED,SOBOL,810,0.494249262254685184370117667640,0.824918885430321102703032920545,3326,314,4504
161,161_0,FAILED,SOBOL,4457,0.640351109463721535064451018116,0.333229651028290385639252235705,1692,4476,1071
162,162_0,FAILED,SOBOL,3143,0.082141311826184393307670461581,0.519365655472502130152179233846,4505,2779,1937
163,163_0,FAILED,SOBOL,2144,0.805394633421674388529254429159,0.011105682278051972472487918253,514,2411,3504
164,164_0,FAILED,SOBOL,1607,0.200291081165894863103105194568,0.475909116171300383690834223671,645,1846,4329
165,165_0,FAILED,SOBOL,3114,0.911662826491519862059931256226,0.997814576100558014992714106484,4301,3347,272
166,166_0,FAILED,SOBOL,4291,0.349070824190974238199203227850,0.182235127680003633487970660099,2113,3755,1721
167,167_0,FAILED,SOBOL,448,0.514844043903052828170530119678,0.656380445282906288539948036487,2832,1038,2663
168,168_0,FAILED,SOBOL,157,0.011161352280527354202677159378,0.224769302548840643751759671432,4017,4812,3197
169,169_0,FAILED,SOBOL,3958,0.843509958740323750880918396433,0.745700156820938042656621291826,967,68,2264
170,170_0,FAILED,SOBOL,2783,0.409563875103369334773617538303,0.432895382734015565784346790679,2530,2033,745
171,171_0,FAILED,SOBOL,1313,0.696070303605869411534001756081,0.908015313429757942031983475317,2455,3071,4812
172,172_0,FAILED,SOBOL,2436,0.309036736665293576553636967219,0.577677500013262013034420760960,1389,3598,2981
173,173_0,FAILED,SOBOL,3476,0.583905241241678640840007119550,0.085013645082712169243066568924,3668,1505,1424
174,174_0,FAILED,SOBOL,4788,0.146551562316715705547309767098,0.766127463731914759570429396263,231,750,570
175,175_0,FAILED,SOBOL,1104,0.998327888935804375059035464801,0.258842088758945487736440327353,4827,4128,4013
176,176_0,FAILED,SOBOL,984,0.165543261669576169392570363925,0.710911669734865414582714038261,1887,2237,1267
177,177_0,FAILED,SOBOL,4982,0.939354243829846335955835456843,0.189985570579767226728762352650,3053,2650,2825
178,178_0,FAILED,SOBOL,3669,0.252008919639512884991461305617,0.880908537540584846148306041869,866,4626,3856
179,179_0,FAILED,SOBOL,2315,0.604849550014361692085174126987,0.405783844292163853317845223501,4075,506,414
180,180_0,FAILED,SOBOL,1427,0.405183627882972352551860240055,0.112357414664700630546612103444,4574,1191,2421
181,181_0,FAILED,SOBOL,2585,0.738468049557879591127118601435,0.605024121178314056024305500614,449,3943,3353
182,182_0,FAILED,SOBOL,3761,0.055511588681489226759779853637,0.294352970691397763935981402028,3262,3179,4969
183,183_0,FAILED,SOBOL,271,0.841075658570975104311173708993,0.801635486645624006918353643414,1762,1711,901
184,184_0,FAILED,SOBOL,562,0.336875202000141149571987853051,0.360217439316213139388622721526,146,2907,115
185,185_0,FAILED,SOBOL,4094,0.549432958282530359284123733232,0.851909532736986885304020233889,4916,1914,4173
186,186_0,FAILED,SOBOL,2916,0.236825942596420646601984572044,0.046013123504817489417551001907,1479,207,2507
187,187_0,FAILED,SOBOL,1721,0.901419694749638455988360874471,0.554270245116204041124774448690,3584,4995,1565
188,188_0,FAILED,SOBOL,2024,0.108948505120351910036013975969,0.962670141180977267936214047950,2770,4271,1228
189,189_0,FAILED,SOBOL,3336,0.754229700917378065305740619806,0.440769443804398197706007067609,2210,929,4660
190,190_0,FAILED,SOBOL,4651,0.445036939170211531813237115784,0.628670262148603775642641267041,3772,1347,3660
191,191_0,FAILED,SOBOL,689,0.669104130838066302189304224157,0.154520189428701992806480802756,1208,3472,2093
192,192_0,FAILED,SOBOL,652,0.359428230242803681271368532180,0.681355488093569827690032525425,4856,4513,794
193,193_0,FAILED,SOBOL,4610,0.505712519282475070347970813600,0.160425589306280008683458504493,84,356,4861
194,194_0,FAILED,SOBOL,3298,0.194567445542663336466304713213,0.972352423788979680630006896536,3521,2370,3383
195,195_0,FAILED,SOBOL,1984,0.917637730453163436017405274470,0.497231545044109213282723658267,1418,2742,2450
196,196_0,FAILED,SOBOL,1759,0.088375152170658111128176415150,0.016832351658493279605854908709,2230,3310,385
197,197_0,FAILED,SOBOL,2956,0.799929815210401962133346387418,0.509495243668556252458756716806,2793,1804,3827
198,198_0,FAILED,SOBOL,4132,0.485376674016937625921741528146,0.327015719715505859266357902015,1230,1079,2932
199,199_0,FAILED,SOBOL,603,0.650967332927510189399811224575,0.834302035301923705645776863093,3792,3791,1375
200,200_0,FAILED,SOBOL,309,0.156634799996390933207734974530,0.268956331362947831387089081545,3115,26,2142
201,201_0,FAILED,SOBOL,3801,0.988922314913943445446875557536,0.760644625151529862883137411700,1947,4775,3710
202,202_0,FAILED,SOBOL,2623,0.304013542044907825179222982115,0.075386545440182084476532509143,4134,3108,4533
203,203_0,FAILED,SOBOL,1467,0.590580705177038867148553435982,0.583647481555119140850251824304,927,2075,1101
204,204_0,FAILED,SOBOL,2278,0.416010851763188860275022307178,0.929581021003425100879269393772,426,1546,1691
205,205_0,FAILED,SOBOL,3629,0.690818740680813836441132025357,0.407676509123295560677036064590,4553,3634,2634
206,206_0,FAILED,SOBOL,4944,0.001527290983125567441422432147,0.724621677719056611621795127576,1740,4091,4124
207,207_0,FAILED,SOBOL,944,0.853364828115329099311736626987,0.250475404631346432182681382983,3238,709,67
208,208_0,FAILED,SOBOL,1141,0.060485767303034662645266905656,0.795423637323081522687573396979,982,2609,2790
209,209_0,FAILED,SOBOL,4829,0.834357841005548883650533298351,0.303730588417500280140615132041,4035,2200,1848
210,210_0,FAILED,SOBOL,3515,0.395051374204456795524720291723,0.610748589597642443926872601878,2473,543,223
211,211_0,FAILED,SOBOL,2475,0.747831269949674637409486877004,0.102492416035383934747038381374,2545,4667,4281
212,212_0,FAILED,SOBOL,1274,0.261631083849817536179926946716,0.380323179116472620542310778546,3613,3984,3553
213,213_0,FAILED,SOBOL,2743,0.594976121183484751853143279732,0.902224839413538592935992710409,1332,1228,1986
214,214_0,FAILED,SOBOL,3921,0.159084387922659525882451703183,0.214958769341930755469860514495,4769,1675,944
215,215_0,FAILED,SOBOL,115,0.944587247299030430269795033382,0.689107901448383963760591086611,175,3137,4377
216,216_0,FAILED,SOBOL,409,0.450772471880540259725478335895,0.133447242472320787287642929186,1673,1951,3984
217,217_0,FAILED,SOBOL,4252,0.663147786332294320033042822615,0.654374282240867577442600122595,3310,2949,541
218,218_0,FAILED,SOBOL,3076,0.098602996155619626605925986951,0.462329738203436146903868575464,497,4953,1531
219,219_0,FAILED,SOBOL,1566,0.763379784993827303907210080069,0.937453468531370126548551979795,4485,171,3088
220,220_0,FAILED,SOBOL,2181,0.245747546833008534417075452438,0.544649272473529011406867539336,4358,893,4705
221,221_0,FAILED,SOBOL,3184,0.890845824915915684982792299706,0.051981617910787467073951972907,699,4229,637
222,222_0,FAILED,SOBOL,4496,0.330690377654507761118196640382,0.862018005253747054972279784124,2886,3514,2294
223,223_0,FAILED,SOBOL,849,0.554940130123868557987520944152,0.354736444784328364132619526572,2170,1383,3226
224,224_0,FAILED,SOBOL,885,0.205067985635250804588025630437,0.090988744230940943324981162732,243,3859,3038
225,225_0,FAILED,SOBOL,4378,0.932220176000148059713978909713,0.568062652511522214737738067925,4703,951,1480
226,226_0,FAILED,SOBOL,3219,0.367675001027062520186916572129,0.253338908018544306521846465330,1265,1793,590
227,227_0,FAILED,SOBOL,2063,0.517675687262788453146811207262,0.776214222205802828469245469023,3680,3417,4033
228,228_0,FAILED,SOBOL,1682,0.475637532627210035673925858646,0.740238866839557863031018314359,2635,2735,3139
229,229_0,FAILED,SOBOL,3034,0.637511794341728110779854432622,0.234905565917491926386517775427,2384,2478,2207
230,230_0,FAILED,SOBOL,4368,0.077356850847601896226102269338,0.913979063872247921018754368561,3947,424,723
231,231_0,FAILED,SOBOL,367,0.784829608432948577778631715773,0.423261572390794760245569250401,1072,4388,4791
232,232_0,FAILED,SOBOL,75,0.282745885316282530297371522465,0.987967705657705641542065677640,2101,701,4351
233,233_0,FAILED,SOBOL,4034,0.573151301559060799561962085136,0.481659806514158850276885459607,2957,4199,293
234,234_0,FAILED,SOBOL,2703,0.133844330990687016003093390282,0.665755430778488532794767706946,769,3703,1779
235,235_0,FAILED,SOBOL,1388,0.970091895448043972649543320586,0.176012559825554498749156095982,4288,1421,2721
236,236_0,FAILED,SOBOL,2355,0.023860911844298244438578038285,0.342616011254489427617642149926,4400,2142,4484
237,237_0,FAILED,SOBOL,3552,0.871738399436697397604234538449,0.818715306442230894568012899981,585,2979,1051
238,238_0,FAILED,SOBOL,4708,0.435847050972282878955610385674,0.001216828130185604144031241702,3397,4764,1880
239,239_0,FAILED,SOBOL,1179,0.706816686779260683337611226307,0.525066747974604397519726717292,1587,133,3447
240,240_0,FAILED,SOBOL,1065,0.378841645084321498870849609375,0.446759899489581557840978121021,3882,3263,1208
241,241_0,FAILED,SOBOL,4905,0.727784269228577640475918997254,0.953070657651871488980077629094,1142,1605,4640
242,242_0,FAILED,SOBOL,3749,0.042875052077695728625084115038,0.149032305739820014611751730627,2704,1119,3604
243,243_0,FAILED,SOBOL,2240,0.812787998264655420221913573187,0.638772325109690397582085097383,2319,3993,2036
244,244_0,FAILED,SOBOL,1508,0.178187473753467190418220411630,0.846433176210150128859766027745,1486,4560,137
245,245_0,FAILED,SOBOL,2509,0.967649460645392589519531156839,0.370338643575087167469916948903,3455,555,4194
246,246_0,FAILED,SOBOL,3841,0.278358574200421593491938665466,0.560218869527801865970673134143,17,2329,2565
247,247_0,FAILED,SOBOL,196,0.615540883135050509444852195884,0.036364194566383956086497164506,4923,2541,1622
248,248_0,FAILED,SOBOL,487,0.113914004445075989213620459850,0.595161860737949632849108638766,3152,1276,2363
249,249_0,FAILED,SOBOL,4174,0.774609869338572010200039130723,0.118092707574367516976110437099,1828,3526,3296
250,250_0,FAILED,SOBOL,2840,0.463464232346043003563096362996,0.810995141629129667748543397465,4640,4358,4947
251,251_0,FAILED,SOBOL,1802,0.672124071625992636214164122066,0.288115064889192584729471491301,339,825,880
252,252_0,FAILED,SOBOL,1949,0.318455465333536247296564170028,0.199387030811980364708446700206,858,296,1324
253,253_0,FAILED,SOBOL,3416,0.546420692974701527333536432707,0.704723183317109924672649867716,4204,4884,2882
254,254_0,FAILED,SOBOL,4575,0.231867996063083420255068745064,0.395910149635747055096857138778,2017,2841,3876
255,255_0,FAILED,SOBOL,771,0.881047198090702310402377861465,0.886624782098457187018425429414,3046,1959,434
