trial_index,arm_name,trial_status,generation_node,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
85,85_0,FAILED,SOBOL,932,943,6,298,0.093609873281791808330432047569
86,86_0,FAILED,SOBOL,1348,3896,62,981,0.351000603286549472947797312372
87,87_0,FAILED,SOBOL,3060,1261,30,130,0.889573492795228903950999210792
88,88_0,FAILED,SOBOL,2580,2687,54,326,0.459701719995588065081904005638
89,89_0,FAILED,SOBOL,1831,283,36,534,0.809931713992729784834523343307
90,90_0,FAILED,SOBOL,1077,4868,79,244,0.505947198620066096452774218051
91,91_0,FAILED,SOBOL,4663,2476,10,898,0.233677693583071222072078398924
92,92_0,FAILED,SOBOL,3987,4244,42,783,0.013703303428366779559421928525
93,93_0,FAILED,SOBOL,421,1851,73,77,0.723854324895888523450082630006
94,94_0,FAILED,SOBOL,2485,3320,16,646,0.965573966398835192848082442652
95,95_0,FAILED,SOBOL,3254,900,97,495,0.302228293968364591925990225718
96,96_0,FAILED,SOBOL,3199,4188,65,142,0.651727891398593772720460037817
97,97_0,FAILED,SOBOL,2386,1595,47,1000,0.113115018382668491847553582375
98,98_0,FAILED,SOBOL,327,3259,90,287,0.323666236121207484544015642314
99,99_0,FAILED,SOBOL,3928,648,21,574,0.909053867788985336950702276226
100,100_0,FAILED,SOBOL,4601,2631,28,747,0.811876542903482878443810477620
101,101_0,FAILED,SOBOL,980,26,59,395,0.414870297541841848154575700391
102,102_0,FAILED,SOBOL,1730,4807,2,821,0.142061901861801731516976587955
103,103_0,FAILED,SOBOL,2523,2225,83,39,0.617058958884328601079971576837
104,104_0,FAILED,SOBOL,3000,3612,7,483,0.033178036600351332174874130487
105,105_0,FAILED,SOBOL,1254,1233,76,627,0.696518007723614607229478679074
106,106_0,FAILED,SOBOL,833,3913,32,88,0.985084842549636907627075288474
107,107_0,FAILED,SOBOL,4751,1557,51,803,0.274985222075134538854968013766
108,108_0,FAILED,SOBOL,4095,4535,95,878,0.494799709802493437038606316491
109,109_0,FAILED,SOBOL,157,2184,13,232,0.767093966357410006473571684182
110,110_0,FAILED,SOBOL,1928,2981,69,554,0.541020414602011445737161920988
111,111_0,FAILED,SOBOL,3654,613,38,338,0.190750455686822528722501601806
112,112_0,FAILED,SOBOL,3589,2815,81,857,0.903276681331917630224381809967
113,113_0,FAILED,SOBOL,2151,467,12,3,0.364951955765485780425194661802
114,114_0,FAILED,SOBOL,93,4388,55,713,0.076489134941250092047937414463
115,115_0,FAILED,SOBOL,4319,2018,37,428,0.661616696285083905060275810683
116,116_0,FAILED,SOBOL,4992,3767,18,252,0.568612155728042134583688493876
117,117_0,FAILED,SOBOL,746,1391,100,609,0.171317287033423776287932582818
118,118_0,FAILED,SOBOL,1495,3446,43,178,0.397523405799642182145703372953
119,119_0,FAILED,SOBOL,2913,1087,74,964,0.872780057262629305192547235492
120,120_0,FAILED,SOBOL,2766,4973,48,520,0.288882969811558698580711279646
121,121_0,FAILED,SOBOL,1645,2371,67,373,0.951995706571266087081539808423
122,122_0,FAILED,SOBOL,1223,2777,22,914,0.741576579960063098084788180131
123,123_0,FAILED,SOBOL,4517,192,91,197,0.031676116723567245003767567368
124,124_0,FAILED,SOBOL,3860,3405,61,125,0.247378733208402978860362964042
125,125_0,FAILED,SOBOL,547,815,29,766,0.519900700010359262392967139021
126,126_0,FAILED,SOBOL,2319,4354,85,449,0.792812633808702260651557480742
127,127_0,FAILED,SOBOL,3420,1741,4,661,0.442343993538990620795203767557
128,128_0,FAILED,SOBOL,3414,3069,62,434,0.833880392311140861139051594364
129,129_0,FAILED,SOBOL,2333,526,31,708,0.435871042191982249747184141597
130,130_0,FAILED,SOBOL,582,4643,87,16,0.131753290597349415058658905764
131,131_0,FAILED,SOBOL,3836,2077,5,845,0.607753571348264798324123603379
132,132_0,FAILED,SOBOL,4512,4020,49,961,0.637640735529363178457629146578
133,133_0,FAILED,SOBOL,1238,1449,68,180,0.100034893309697503482880165393
134,134_0,FAILED,SOBOL,1679,3699,24,597,0.341651755133643764139605991659
135,135_0,FAILED,SOBOL,2741,1145,93,262,0.926032474976033026514699031395
136,136_0,FAILED,SOBOL,2909,4759,17,193,0.480744928881525979136313253548
137,137_0,FAILED,SOBOL,1510,2274,98,917,0.753981496078893531631592850317
138,138_0,FAILED,SOBOL,780,2563,41,361,0.558973588408902322122173700336
139,139_0,FAILED,SOBOL,4967,95,73,530,0.207761437822133299135884954012
140,140_0,FAILED,SOBOL,4313,3190,79,666,0.055153347870334983038542731038
141,141_0,FAILED,SOBOL,107,717,10,445,0.717547320254147025231361567421
142,142_0,FAILED,SOBOL,2186,4139,54,779,0.974804799165576718600334515941
143,143_0,FAILED,SOBOL,3565,1643,35,113,0.265651296401396397328653620207
144,144_0,FAILED,SOBOL,3649,4285,96,569,0.578890250964090191665434304014
145,145_0,FAILED,SOBOL,1942,1809,15,291,0.180653190597891810664776812700
146,146_0,FAILED,SOBOL,191,3356,71,987,0.375549953449517470716045863810
147,147_0,FAILED,SOBOL,4071,863,40,154,0.851748915554955576823203955428
148,148_0,FAILED,SOBOL,4746,2729,9,42,0.885321559377014621894375068223
149,149_0,FAILED,SOBOL,847,241,78,819,0.347942951520904875106765530290
150,150_0,FAILED,SOBOL,1289,4905,34,406,0.090545774782076482445347664907
151,151_0,FAILED,SOBOL,2976,2440,52,736,0.674727337386459069534794252831
152,152_0,FAILED,SOBOL,2518,3553,26,806,0.229395043373107898609930543898
153,153_0,FAILED,SOBOL,1744,979,57,86,0.502920233903452751356155658868
154,154_0,FAILED,SOBOL,1015,3854,1,638,0.806897811787202989819434151286
155,155_0,FAILED,SOBOL,4577,1302,82,473,0.455426066759973768860447762563
156,156_0,FAILED,SOBOL,3923,4477,64,333,0.299193410253152269895338122296
157,157_0,FAILED,SOBOL,341,1931,45,558,0.961299235187470957342270594381
158,158_0,FAILED,SOBOL,2420,2923,88,219,0.719570752661675250294592842693
159,159_0,FAILED,SOBOL,3174,360,20,891,0.010677320221439003111729704187
160,160_0,FAILED,SOBOL,3268,4572,43,725,0.912567237475886972042360412161
161,161_0,FAILED,SOBOL,2479,2148,74,386,0.328437060993164775535291255437
162,162_0,FAILED,SOBOL,396,3023,18,830,0.117877076588571078064049402201
163,163_0,FAILED,SOBOL,4022,572,99,62,0.655249968266114590775828219193
164,164_0,FAILED,SOBOL,4678,3648,56,135,0.621821998599916714312030308065
165,165_0,FAILED,SOBOL,1072,1196,37,975,0.145583056705072516612275990155
166,166_0,FAILED,SOBOL,1806,3954,80,311,0.418384589252993488450726999872
167,167_0,FAILED,SOBOL,2614,1515,12,581,0.816646386265754697930674410600
168,168_0,FAILED,SOBOL,3075,2589,85,902,0.279718050625175240764264117388
169,169_0,FAILED,SOBOL,1344,68,4,239,0.988636238301172864950672192208
170,170_0,FAILED,SOBOL,907,4771,60,547,0.700063001355156311333871599345
171,171_0,FAILED,SOBOL,4840,2262,29,313,0.037917207784950730797834950181
172,172_0,FAILED,SOBOL,4167,4146,23,492,0.194294527294114227622401358531
173,173_0,FAILED,SOBOL,253,1636,92,650,0.545760567296296406070155171619
174,174_0,FAILED,SOBOL,2000,3222,48,66,0.771825813397765125856153645145
175,175_0,FAILED,SOBOL,3750,685,66,794,0.498352027578279399566696383772
176,176_0,FAILED,SOBOL,3503,3368,3,274,0.657121199751272810907209986908
177,177_0,FAILED,SOBOL,2089,851,84,617,0.072700496401637795806927044850
178,178_0,FAILED,SOBOL,6,4312,27,169,0.361156929977238194684474592577
179,179_0,FAILED,SOBOL,4256,1782,59,941,0.898787512561306400904470592650
180,180_0,FAILED,SOBOL,4912,4937,90,865,0.868984109450131603225031540205
181,181_0,FAILED,SOBOL,681,2408,21,27,0.393035218538716424330203835780
182,182_0,FAILED,SOBOL,1416,2736,65,689,0.166820808989927182874879463270
183,183_0,FAILED,SOBOL,2849,234,46,422,0.564824439212679885180534711253
184,184_0,FAILED,SOBOL,2684,3808,70,101,0.027910365205258132886845245935
185,185_0,FAILED,SOBOL,1578,1349,39,760,0.737058166662231117882697617461
186,186_0,FAILED,SOBOL,1142,3482,95,457,0.947468511736020424507387360791
187,187_0,FAILED,SOBOL,4450,1050,13,686,0.285125940345227701921970719923
188,188_0,FAILED,SOBOL,3777,2857,32,510,0.437817780213430540747765462584
189,189_0,FAILED,SOBOL,488,426,51,350,0.789054682318121147766021294956
190,190_0,FAILED,SOBOL,2234,4425,7,936,0.516135870516300165888878836995
191,191_0,FAILED,SOBOL,3360,1982,76,205,0.242859338400885471642709489970
192,192_0,FAILED,SOBOL,3313,3942,11,754,0.315849557118490331664162340530
193,193_0,FAILED,SOBOL,2192,1528,80,106,0.916806317392736658256069404160
194,194_0,FAILED,SOBOL,520,3623,36,679,0.643943659842014293204215391597
195,195_0,FAILED,SOBOL,3813,1221,55,462,0.120964401362463835898353181619
196,196_0,FAILED,SOBOL,4407,2989,99,360,0.149762948613613833259705643286
197,197_0,FAILED,SOBOL,1095,606,18,501,0.609171856561675717500747850863
198,198_0,FAILED,SOBOL,1615,4565,73,215,0.819792542135342916509443966788
199,199_0,FAILED,SOBOL,2716,2155,42,927,0.407141275905072708152232507928
200,200_0,FAILED,SOBOL,2886,3268,69,623,0.992814464617520542333295452408
201,201_0,FAILED,SOBOL,1448,639,50,269,0.267069574179127799951061206229
202,202_0,FAILED,SOBOL,639,4219,94,948,0.041065505130216478635318821944
203,203_0,FAILED,SOBOL,4865,1563,25,163,0.688817546531558022593344503548
204,204_0,FAILED,SOBOL,4289,4835,32,17,0.533171397829428350689795479411
205,205_0,FAILED,SOBOL,43,2198,63,874,0.198535272803157580856492359089
206,206_0,FAILED,SOBOL,2042,2641,6,412,0.487047860629856610437116160028
207,207_0,FAILED,SOBOL,3460,16,88,698,0.774910996695980403004000436340
208,208_0,FAILED,SOBOL,3703,2807,46,249,0.068657242538407450838100487545
209,209_0,FAILED,SOBOL,1958,163,64,893,0.669384389031678406212222398608
210,210_0,FAILED,SOBOL,286,4981,20,323,0.895538149461150179142521210451
211,211_0,FAILED,SOBOL,4204,2364,89,537,0.372755668802186856947145088270
212,212_0,FAILED,SOBOL,4798,4365,58,643,0.405239695694297574757314350791
213,213_0,FAILED,SOBOL,860,1729,27,498,0.864877741539850863894400845311
214,214_0,FAILED,SOBOL,1381,3434,83,788,0.576482485016807877364897194639
215,215_0,FAILED,SOBOL,3107,785,1,72,0.163633965082466609208822205801
216,216_0,FAILED,SOBOL,2652,4399,79,376,0.749260502342134704356624297361
217,217_0,FAILED,SOBOL,1839,2008,10,734,0.023806138770654797914838596284
218,218_0,FAILED,SOBOL,1030,2843,53,52,0.296785651741549361126715211867
219,219_0,FAILED,SOBOL,4631,440,34,840,0.944280002236366322598826172907
220,220_0,FAILED,SOBOL,4054,3477,16,982,0.785009286979213349866313365055
221,221_0,FAILED,SOBOL,434,1055,97,129,0.450083110969513644494810478136
222,222_0,FAILED,SOBOL,2433,3776,41,587,0.239611640892922889145566500702
223,223_0,FAILED,SOBOL,3226,1381,72,305,0.527732943749055216642318555387
224,224_0,FAILED,SOBOL,3127,3728,93,91,0.424748367166146612028398976690
225,225_0,FAILED,SOBOL,2378,1116,24,800,0.837636866889894027288221423078
226,226_0,FAILED,SOBOL,373,4032,67,478,0.595958828013390284894512660685
227,227_0,FAILED,SOBOL,3960,1437,48,632,0.136296045521274222789287478008
228,228_0,FAILED,SOBOL,4534,4651,5,549,0.103728253841400150370155586188
229,229_0,FAILED,SOBOL,968,2069,86,343,0.626459348378702984838639622467
230,230_0,FAILED,SOBOL,1781,3099,30,881,0.930637749092653399074492881482
231,231_0,FAILED,SOBOL,2550,496,61,230,0.329916318777948636142838267915
232,232_0,FAILED,SOBOL,3013,4070,38,286,0.757676998086273645327537451521
233,233_0,FAILED,SOBOL,1321,1712,57,575,0.469561400255188332586442356842
234,234_0,FAILED,SOBOL,805,3143,13,149,0.212365046346560115697599258056
235,235_0,FAILED,SOBOL,4699,764,81,993,0.547239817645400750123485522636
236,236_0,FAILED,SOBOL,4103,2512,75,828,0.706426786703988951465760237625
237,237_0,FAILED,SOBOL,229,146,44,32,0.058907680973410606051210436362
238,238_0,FAILED,SOBOL,1895,4691,100,746,0.253854887474328272389811900211
239,239_0,FAILED,SOBOL,3607,2342,19,395,0.979349219681695082329042634228
240,240_0,FAILED,SOBOL,3518,4857,52,907,0.177098252674564721198535721669
241,241_0,FAILED,SOBOL,2143,2488,33,203,0.589698129065334808451837034227
242,242_0,FAILED,SOBOL,139,2658,76,521,0.847034604635089616309073790035
243,243_0,FAILED,SOBOL,4351,312,8,372,0.387631416583433752176546249757
244,244_0,FAILED,SOBOL,4925,3290,39,450,0.358688191458582883441863486951
245,245_0,FAILED,SOBOL,733,930,71,660,0.881707433445379162861854638322
246,246_0,FAILED,SOBOL,1547,4236,14,118,0.686871795596554868268412974430
247,247_0,FAILED,SOBOL,2941,1858,95,773,0.085890294957906010431258891913
248,248_0,FAILED,SOBOL,2779,2933,22,718,0.513667139433324315689333161572
249,249_0,FAILED,SOBOL,1712,349,91,424,0.225779251849278800312603721068
250,250_0,FAILED,SOBOL,1196,4504,47,854,0.467568383494392059152033880309
251,251_0,FAILED,SOBOL,4465,1903,66,5,0.802244473438709970736226750887
252,252_0,FAILED,SOBOL,3869,3886,85,175,0.957745962856337396118533433764
253,253_0,FAILED,SOBOL,619,1271,4,967,0.309999622762203219661358843950
254,254_0,FAILED,SOBOL,2286,3562,59,257,0.005960867825895548033354742756
255,255_0,FAILED,SOBOL,3372,970,28,604,0.731654357271268929174823369976
256,256_0,FAILED,SOBOL,3366,3567,24,228,0.927541516374796648491951600590
257,257_0,FAILED,SOBOL,2304,965,92,883,0.342149008760228745540388217705
258,258_0,FAILED,SOBOL,613,3871,48,341,0.100481673544272787079734143845
259,259_0,FAILED,SOBOL,3887,1286,67,551,0.639086097769439254179246745480
260,260_0,FAILED,SOBOL,4461,4499,86,630,0.606233019517734672554354347085
261,261_0,FAILED,SOBOL,1207,1908,5,480,0.131259873781353231247948087912
262,262_0,FAILED,SOBOL,1708,2948,61,798,0.435420425146818168560258754951
263,263_0,FAILED,SOBOL,2789,335,30,93,0.832446540502831289209950682562
264,264_0,FAILED,SOBOL,2940,4221,56,397,0.262211982363834972264982070556
265,265_0,FAILED,SOBOL,1561,1873,38,744,0.972331707056611760364717156335
266,266_0,FAILED,SOBOL,732,3295,81,34,0.715117027916014169619529639021
267,267_0,FAILED,SOBOL,4938,925,12,826,0.051800733854994181204478564950
268,268_0,FAILED,SOBOL,4342,2673,44,995,0.211189241427928220407039816564
269,269_0,FAILED,SOBOL,155,297,75,147,0.561450517328456077947862468136
270,270_0,FAILED,SOBOL,2135,4852,19,577,0.756407951606437589653353370522
271,271_0,FAILED,SOBOL,3534,2493,100,283,0.484109053328633298640681914549
272,272_0,FAILED,SOBOL,3601,4706,33,771,0.672293208237737416332890916237
273,273_0,FAILED,SOBOL,1914,2327,52,120,0.087189323956146841387848667182
274,274_0,FAILED,SOBOL,222,2507,8,658,0.344507474293932303144316620092
275,275_0,FAILED,SOBOL,4121,151,77,452,0.882852304078638572271131579328
276,276_0,FAILED,SOBOL,4696,3129,71,369,0.854171534271910837254893067438
277,277_0,FAILED,SOBOL,816,778,39,523,0.378910241086035992630343116616
278,278_0,FAILED,SOBOL,1317,4075,95,202,0.184084831014275557281578699076
279,279_0,FAILED,SOBOL,3024,1707,14,909,0.581371016694232856103496942524
280,280_0,FAILED,SOBOL,2549,3094,91,606,0.011120263645425440546254947094
281,281_0,FAILED,SOBOL,1795,501,22,255,0.721012278091162417403836570884
282,282_0,FAILED,SOBOL,966,4665,66,969,0.962812113396823376909594571771
283,283_0,FAILED,SOBOL,4548,2055,47,173,0.299694500690326104397342987795
284,284_0,FAILED,SOBOL,3952,4037,3,8,0.454971612904220834572299736465
285,285_0,FAILED,SOBOL,390,1433,85,852,0.805460123168304509277959368774
286,286_0,FAILED,SOBOL,2369,3714,28,425,0.501403518883511423176457810769
287,287_0,FAILED,SOBOL,3143,1131,59,716,0.228905463367700567900442365499
288,288_0,FAILED,SOBOL,3239,3781,80,929,0.819104309588670753683459224703
289,289_0,FAILED,SOBOL,2431,1376,11,213,0.421839072076603760486079863767
290,290_0,FAILED,SOBOL,447,3462,55,503,0.148981415020301932727875282580
291,291_0,FAILED,SOBOL,4053,1070,36,358,0.624206546638160997275690533570
292,292_0,FAILED,SOBOL,4647,2838,17,464,0.652788327103480670032809030090
293,293_0,FAILED,SOBOL,1021,445,99,677,0.114433985225856307832437153138
294,294_0,FAILED,SOBOL,1854,4414,42,108,0.325027311217039815982587924736
295,295_0,FAILED,SOBOL,2643,1994,73,752,0.910186407277360554068934561656
296,296_0,FAILED,SOBOL,3125,3419,50,696,0.497809148622676722606428256768
297,297_0,FAILED,SOBOL,1375,800,69,414,0.770362397328019143927235745650
298,298_0,FAILED,SOBOL,878,4370,25,872,0.544330492813140165431207151414
299,299_0,FAILED,SOBOL,4792,1724,94,19,0.193832459302619108942877801383
300,300_0,RUNNING,SOBOL,4215,4996,63,161,0.038456368900835515012293086556
301,301_0,RUNNING,SOBOL,282,2349,31,950,0.701537808885797864455469152745
302,302_0,RUNNING,SOBOL,1969,2803,87,267,0.990054921323433534396940558509
303,303_0,RUNNING,SOBOL,3700,168,6,625,0.280183836456388224434022049536
304,304_0,RUNNING,SOBOL,3474,2656,64,74,0.563398201540112442131658099242
305,305_0,FAILED,SOBOL,2041,2,46,786,0.166362577809020889541002929946
306,306_0,RUNNING,SOBOL,56,4830,89,500,0.392488502772524949779864300581
307,307_0,RUNNING,SOBOL,4287,2203,20,642,0.867516856569796823706042232516
308,308_0,RUNNING,SOBOL,4881,4204,27,539,0.900210032394155867940810367145
309,309_0,RUNNING,SOBOL,631,1578,58,321,0.361626552619040031455455164178
310,310_0,RUNNING,SOBOL,1464,3273,2,895,0.073235820706933740797950349588
311,311_0,RUNNING,SOBOL,2878,634,83,247,0.658592170471325566438736132113
312,312_0,RUNNING,SOBOL,2735,4560,10,303,0.246261533526703713103955806218
313,313_0,RUNNING,SOBOL,1609,2160,78,589,0.518524255365133246442610470694
314,314_0,RUNNING,SOBOL,1113,3004,34,127,0.791508768830448405928734700865
315,315_0,RUNNING,SOBOL,4402,591,53,983,0.441268426226452015193046918284
316,316_0,RUNNING,SOBOL,3825,3628,97,837,0.281720027379691595470490028674
317,317_0,RUNNING,SOBOL,517,1216,16,54,0.945091518348082915146335380996
318,318_0,RUNNING,SOBOL,2203,3927,72,732,0.734592688689008399549607020163
319,319_0,RUNNING,SOBOL,3309,1542,41,378,0.024463437031954526901245117188
320,320_0,RUNNING,SOBOL,3341,4421,75,579,0.409572549752891090779627347729
321,321_0,RUNNING,SOBOL,2240,1987,43,312,0.823144234126433782527954008401
322,322_0,RUNNING,SOBOL,470,2872,99,973,0.612612092623487147768912564061
323,323_0,RUNNING,SOBOL,3782,411,18,137,0.152235059212893236724184475861
324,324_0,RUNNING,SOBOL,4438,3487,37,60,0.118537023810669786549887305682
325,325_0,RUNNING,SOBOL,1145,1045,56,832,0.640580516904592500715409641998
326,326_0,RUNNING,SOBOL,1567,3794,12,384,0.913377532277256265480502861465
327,327_0,RUNNING,SOBOL,2688,1364,80,727,0.313373550223186636554117967535
328,328_0,RUNNING,SOBOL,2835,2751,4,796,0.774463294437155114202653294342
329,329_0,RUNNING,SOBOL,1417,220,86,65,0.485603479899466061731061472528
330,330_0,RUNNING,SOBOL,668,4932,29,652,0.197025249894708404108101262864
331,331_0,RUNNING,SOBOL,4914,2413,60,490,0.532675066227093374493506416911
332,332_0,RUNNING,SOBOL,4240,4298,92,315,0.689269145086407686306984032854
333,333_0,RUNNING,SOBOL,14,1797,23,545,0.042498434914276003726563146756
334,334_0,RUNNING,SOBOL,2073,3374,66,241,0.268591048033907986436474857328
335,335_0,RUNNING,SOBOL,3511,846,48,900,0.993306899923831254639594590117
336,336_0,RUNNING,SOBOL,3732,3207,84,420,0.162120164848864073414702602349
337,337_0,RUNNING,SOBOL,2006,700,2,691,0.575982376089319569878455240541
338,338_0,RUNNING,SOBOL,235,4151,58,26,0.864433816606178906383206594910
339,339_0,RUNNING,SOBOL,4173,1631,27,867,0.403799092289060357341412554888
340,340_0,RUNNING,SOBOL,4829,4786,21,939,0.374273365331813712142405847771
341,341_0,RUNNING,SOBOL,911,2247,90,171,0.896026807442307449136364994047
342,342_0,RUNNING,SOBOL,1333,2585,46,615,0.669839764911681401216014819511
343,343_0,RUNNING,SOBOL,3078,73,65,276,0.070093949647620321097285511769
344,344_0,RUNNING,SOBOL,2601,3960,38,207,0.531169402485713315620330376987
345,345_0,RUNNING,SOBOL,1808,1510,70,934,0.242079974167048933564316826050
346,346_0,RUNNING,SOBOL,1059,3634,13,351,0.452518162142485358412358209534
347,347_0,RUNNING,SOBOL,4679,1211,94,508,0.788364756295457436152673835750
348,348_0,RUNNING,SOBOL,4006,3018,51,688,0.940847439795732487510804276098
