trial_index,arm_name,trial_status,generation_node,recent_samples_size,feature_id,p,big_windowSize,small_windowSize
105,105_0,ABANDONED,SOBOL,1432,4,489,1604,157
106,106_0,ABANDONED,SOBOL,751,2,236,371,825
107,107_0,ABANDONED,SOBOL,4541,2,367,1381,1455
108,108_0,ABANDONED,SOBOL,4096,1,394,1226,1183
109,109_0,ABANDONED,SOBOL,620,3,21,27,535
110,110_0,ABANDONED,SOBOL,2200,1,266,1761,447
111,111_0,ABANDONED,SOBOL,3722,3,149,991,1834
112,112_0,ABANDONED,SOBOL,3469,1,482,1282,989
113,113_0,ABANDONED,SOBOL,2492,3,105,467,1355
114,114_0,ABANDONED,SOBOL,326,1,360,1699,1631
115,115_0,FAILED,SOBOL,4350,3,227,549,25
116,116_0,ABANDONED,SOBOL,4520,1,12,829,360
117,117_0,ABANDONED,SOBOL,810,3,387,1919,1983
118,118_0,ABANDONED,SOBOL,1374,0,140,185,1002
119,119_0,ABANDONED,SOBOL,2663,4,260,1064,654
120,120_0,ABANDONED,SOBOL,2947,1,186,1820,1414
121,121_0,ABANDONED,SOBOL,1734,3,307,932,804
122,122_0,ABANDONED,SOBOL,1092,0,60,1168,214
123,123_0,ABANDONED,SOBOL,4883,4,433,85,1567
124,124_0,ABANDONED,SOBOL,3753,0,344,305,1793
125,125_0,ABANDONED,SOBOL,278,4,212,1447,425
126,126_0,ABANDONED,SOBOL,1897,2,467,715,592
127,127_0,ABANDONED,SOBOL,3419,2,88,1537,1189
128,128_0,ABANDONED,SOBOL,3406,0,333,544,706
129,129_0,ABANDONED,SOBOL,1881,4,207,1704,1076
130,130_0,ABANDONED,SOBOL,301,1,459,438,1906
131,131_0,RUNNING,SOBOL,3780,3,80,1310,312
132,132_0,RUNNING,SOBOL,4857,2,178,1090,85
133,133_0,ABANDONED,SOBOL,1070,2,300,158,1697
134,134_0,ABANDONED,SOBOL,1750,0,54,1922,1286
135,135_0,ABANDONED,SOBOL,2960,4,423,826,933
136,136_0,ABANDONED,SOBOL,2678,1,8,74,1139
137,137_0,ABANDONED,SOBOL,1388,3,376,1178,518
138,138_0,ABANDONED,SOBOL,785,0,131,914,497
139,139_0,ABANDONED,SOBOL,4496,4,253,1838,1847
140,140_0,ABANDONED,SOBOL,4374,0,476,1558,1510
141,141_0,ABANDONED,SOBOL,351,4,95,694,147
142,142_0,ABANDONED,SOBOL,2478,2,348,1460,868
143,143_0,ABANDONED,SOBOL,3453,2,223,292,1476
144,144_0,RUNNING,SOBOL,3747,2,400,1996,319
145,145_0,ABANDONED,SOBOL,2223,2,30,752,1963
146,146_0,ABANDONED,SOBOL,604,0,278,1016,1055
147,147_0,ABANDONED,SOBOL,4082,4,153,232,665
148,148_0,ABANDONED,SOBOL,4554,0,118,387,939
149,149_0,ABANDONED,SOBOL,766,4,500,1361,1342
