trial_index,arm_name,trial_status,generation_method,result,n_reference_samples,recent_samples_proportion,threshold
19,19_0,COMPLETED,Sobol,0.398099524881220356853361863614,408,0.634777214843779802322387695312,0.687387890648096799850463867188
20,20_0,COMPLETED,BoTorch,0.188297074268567121713147116679,50,0.649786356525840935738358439266,0.500000000000000000000000000000
21,21_0,COMPLETED,BoTorch,0.190047511877969532712029376853,50,0.967273983933888747976936883788,0.500000000000000000000000000000
22,22_0,COMPLETED,BoTorch,0.194298574643660959537783128326,50,0.435905393963842424653876150842,0.584768165975881881735176648363
23,23_0,COMPLETED,BoTorch,0.196549137284321107088658209250,50,0.100000000000000005551115123126,0.642098335819103471777680169907
24,24_0,COMPLETED,BoTorch,0.196049012253063259514362925984,50,0.590082620744604380291775669320,0.561276017488033018842941146431
25,25_0,COMPLETED,BoTorch,0.185296324081020258311980342114,50,0.494705493128585027662325046549,0.500000000000000000000000000000
26,26_0,COMPLETED,BoTorch,0.182295573893473394910813567549,50,0.815217720624371033899535632372,0.500000000000000000000000000000
27,27_0,COMPLETED,BoTorch,0.189297324331082816861737683212,50,0.294542399565861701127289506985,0.614045227525323755735087161156
28,28_0,COMPLETED,BoTorch,0.189297324331082816861737683212,50,0.707174621587320806348486712523,0.545661934315960883701279726665
29,29_0,COMPLETED,BoTorch,0.191297824456113985114313891245,50,0.504910918217320259238078961062,0.547939206613857088257191207958
30,30_0,COMPLETED,BoTorch,0.197049262315578843640651030000,50,0.100000000000000005551115123126,0.716606955615633145484366650635
31,31_0,COMPLETED,BoTorch,0.328082020505126248366423169500,500,0.100000000000000005551115123126,0.500000000000000000000000000000
32,32_0,COMPLETED,BoTorch,0.185296324081020258311980342114,50,0.801424948740082965237263579183,0.500000000000000000000000000000
33,33_0,COMPLETED,BoTorch,0.211802950737684403392790954967,62,0.100000000000000005551115123126,0.639000975254085723520347528392
34,34_0,COMPLETED,BoTorch,0.306326581645411377685661591386,301,0.100000000000000005551115123126,0.505783679816611431157014067139
35,35_0,COMPLETED,BoTorch,0.184796199049762410737685058848,63,0.785221702540274901771510940307,0.511785914490039739455085054942
36,36_0,COMPLETED,BoTorch,0.234808702175543837498139509989,138,0.210203860445026535774815101831,0.568738770679881877612160678837
37,37_0,COMPLETED,BoTorch,0.189297324331082816861737683212,50,0.575103843008828441440982714994,0.607312939874673718421149715141
38,38_0,COMPLETED,BoTorch,0.181545386346586679060521873907,50,0.541560314479246240892962305225,0.516242201276765677597779813368
39,39_0,COMPLETED,BoTorch,0.186296574143535842438268446131,50,0.495617115233334626367422970361,0.500222122687436820953621463559
40,40_0,COMPLETED,BoTorch,0.196549137284321107088658209250,50,0.174731662884123561951810188475,0.581006283316551352946532915666
41,41_0,COMPLETED,BoTorch,0.182045511377844415612514694658,50,0.282660611517684179361253882234,0.653607132618334030205176077288
42,42_0,COMPLETED,BoTorch,0.186796699174793690012563729397,50,0.316438638771501912216876917228,0.539639514115436425001348652586
43,43_0,COMPLETED,BoTorch,0.313578394598649667912582117424,355,0.285578737668460647114443418104,0.500000000000000000000000000000
44,44_0,COMPLETED,BoTorch,0.192798199549887416814897278527,50,0.100000000000000005551115123126,0.589501410438319384255123623007
45,45_0,COMPLETED,BoTorch,0.293573393348337097208400336967,330,0.115898434034316419327659275496,0.558868198800806847970079616061
46,46_0,COMPLETED,BoTorch,0.360590147536884231271869794000,500,1.000000000000000000000000000000,0.500000000000000000000000000000
47,47_0,COMPLETED,BoTorch,0.185546386596649126587976752489,50,0.254448464455158951391666732889,0.583638385686529925777676908183
48,48_0,COMPLETED,BoTorch,0.187046761690422558288560139772,50,0.270752924709132480884932192566,0.671179546915459779299339970748
49,49_0,COMPLETED,BoTorch,0.197299324831207822938949902891,50,0.100000000000000005551115123126,0.500000000000000000000000000000
50,50_0,COMPLETED,BoTorch,0.187296824206051537586859012663,50,0.362489349568308250049142316129,0.650826029095480262931516790559
51,51_0,COMPLETED,BoTorch,0.188547136784196101011445989570,50,0.294526477927624596997446815294,0.614044591533120964754743908998
52,52_0,COMPLETED,BoTorch,0.185296324081020258311980342114,50,0.330246392031487645546405929053,0.672266837193724930976657105930
53,53_0,COMPLETED,BoTorch,0.189547386846711685137734093587,50,0.100000000000000005551115123126,0.800000000000000044408920985006
54,54_0,COMPLETED,BoTorch,0.192798199549887416814897278527,50,0.409993153499464413336283996614,0.622525419524639356261275224824
55,55_0,COMPLETED,BoTorch,0.193298324581145264389192561794,50,0.313393335804594941329526136542,0.655736719754156149875257142412
56,56_0,COMPLETED,BoTorch,0.209052263065766408267620590777,77,0.132833659418543414965085958102,0.688763510625863717429240296042
57,57_0,COMPLETED,BoTorch,0.191297824456113985114313891245,50,0.725241134597713665854712417058,0.500000000000000000000000000000
58,58_0,COMPLETED,BoTorch,0.347836959239809950794608539582,421,0.999856461173234789541197642393,0.586713459805923154277706998982
59,59_0,COMPLETED,BoTorch,0.372843210802700664174835765152,401,0.804046850503410404087389906636,0.644692649652438887208916185045
60,60_0,COMPLETED,BoTorch,0.191547886971742964412612764136,50,0.333630155924918514465105090494,0.500000000000000000000000000000
61,61_0,COMPLETED,BoTorch,0.187296824206051537586859012663,50,0.296049607202518716420058808581,0.725711602497758900831570372247
62,62_0,COMPLETED,BoTorch,0.193298324581145264389192561794,50,0.337491190206078317537219390942,0.800000000000000044408920985006
63,63_0,COMPLETED,BoTorch,0.188047011752938253437150706304,50,0.398648480884710276761495606479,0.500000000000000000000000000000
64,64_0,COMPLETED,BoTorch,0.187546886721680405862855423038,50,1.000000000000000000000000000000,0.500000000000000000000000000000
65,65_0,COMPLETED,BoTorch,0.189297324331082816861737683212,50,0.272753877289133916939078972064,0.716172813772965710654716531280
66,66_0,COMPLETED,BoTorch,0.208552138034508671715627770027,58,0.684956001252192248074379676837,0.753771331510694309052666994830
67,67_0,COMPLETED,BoTorch,0.204801200300074981441866839305,51,0.611190772243851543343851062673,0.800000000000000044408920985006
68,68_0,COMPLETED,BoTorch,0.209552388097024255841915874043,53,0.100000000000000005551115123126,0.712665582702354361011032324313
69,69_0,COMPLETED,BoTorch,0.187296824206051537586859012663,50,0.285611669906581822075963827956,0.500000000000000000000000000000
70,70_0,COMPLETED,BoTorch,0.198549637409352386363536879799,50,0.226324615646654264677906098768,0.800000000000000044408920985006
71,71_0,COMPLETED,BoTorch,0.193798449612403111963487845060,50,0.217602826226807044562860937731,0.761623078839635869741186979809
72,72_0,COMPLETED,BoTorch,0.198549637409352386363536879799,50,0.230291653881715491225534719888,0.800000000000000044408920985006
73,73_0,COMPLETED,BoTorch,0.197049262315578843640651030000,50,0.215779663655551678935751169774,0.764173212611893637458138073271
74,74_0,COMPLETED,BoTorch,0.184296074018504674185692238098,50,0.236042605425510587657811356621,0.706741546248125684925867062702
75,75_0,COMPLETED,BoTorch,0.193048262065516396113196151418,50,0.243545967974960753110735822702,0.773452149388051513057007468888
76,76_0,COMPLETED,BoTorch,0.193548387096774243687491434684,50,0.331588944003657570824827871547,0.767481488311701376403561880579
77,77_0,COMPLETED,BoTorch,0.195548887221805411940067642718,50,0.238599870167312738677978245505,0.800000000000000044408920985006
78,78_0,COMPLETED,BoTorch,0.187796949237309274138851833413,50,0.576701430582529983581707710982,0.500000000000000000000000000000
79,79_0,COMPLETED,BoTorch,0.184296074018504674185692238098,50,0.870144445983915826303700669087,0.500000000000000000000000000000
80,80_0,COMPLETED,BoTorch,0.202550637659414833890991758381,50,0.219962278709577879753922502459,0.766475741776040386810109339422
81,81_0,COMPLETED,BoTorch,0.177544386096524120510764532810,50,0.260211064297423799729358506738,0.762475352532608785516288207873
82,82_0,COMPLETED,BoTorch,0.201550387596899249764703654364,50,0.457967922367365054547860836465,0.711599795342949703602641875477
83,83_0,COMPLETED,BoTorch,0.198049512378094538789241596533,78,0.606149050979434500519005268870,0.500000000000000000000000000000
84,84_0,COMPLETED,BoTorch,0.204051012753188265591575145663,73,0.840710867640089620778098833398,0.500000000000000000000000000000
85,85_0,COMPLETED,BoTorch,0.202800700175043813189290631271,50,1.000000000000000000000000000000,0.681179691348950955287477881939
86,86_0,COMPLETED,BoTorch,0.186546636659164821736567319022,50,0.524610066657929197120324715797,0.698874368841887250169975231984
87,87_0,COMPLETED,BoTorch,0.188047011752938253437150706304,50,1.000000000000000000000000000000,0.617969924669936387928714793816
88,88_0,COMPLETED,BoTorch,0.194298574643660959537783128326,50,0.809359404243581326277023890725,0.641141421489074714301636959135
89,89_0,COMPLETED,BoTorch,0.254063515878969692352029596805,50,1.000000000000000000000000000000,0.800000000000000044408920985006
90,90_0,COMPLETED,BoTorch,0.203050762690672681465287041647,50,0.923694716617771471867115451460,0.673243607140706634694993226731
91,91_0,COMPLETED,BoTorch,0.200300075018754686340116677457,50,0.465445991908797096492378386756,0.731278173159580546780489385128
92,92_0,COMPLETED,BoTorch,0.243810952738184538723942296201,59,0.757918059831655055447185986850,0.800000000000000044408920985006
93,93_0,COMPLETED,BoTorch,0.196049012253063259514362925984,50,0.713830843353167376896806217701,0.681280106608185609395889059670
94,94_0,COMPLETED,BoTorch,0.234058514628657121647847816348,140,0.100000000000000005551115123126,0.800000000000000044408920985006
95,95_0,COMPLETED,BoTorch,0.188797199299824969287442399946,50,1.000000000000000000000000000000,0.561627855545467458142638861318
96,96_0,COMPLETED,BoTorch,0.195798949737434391238366515609,50,0.891580900315491975405279845290,0.571316739836011278086402853660
97,97_0,COMPLETED,BoTorch,0.213303325831457835093374342250,50,0.875228599059007961180611800955,0.739302933692255415110139438184
98,98_0,COMPLETED,BoTorch,0.259314828707176814326373914810,70,0.700491556185313557492122527037,0.794699577367580678455283305084
99,99_0,COMPLETED,BoTorch,0.405101275318829667781983516761,96,0.974941381947132312824066957546,0.800000000000000044408920985006
100,100_0,COMPLETED,BoTorch,0.280070017504376100880847388908,67,0.723327388008552341069901103765,0.796089845443683330472595116589
101,101_0,COMPLETED,BoTorch,0.234058514628657121647847816348,51,0.879162311821145681101086211129,0.740182600837908766244765956799
102,102_0,COMPLETED,BoTorch,0.190797699424856248562321070494,50,0.916069315051276422678938615718,0.555086118939344230760468690278
103,103_0,COMPLETED,BoTorch,0.214803700925231266793957729533,51,0.875751637377343628010351039848,0.669302163177195597043578345620
104,104_0,COMPLETED,BoTorch,0.236059014753688400922726486897,50,0.994946241597996272609805146203,0.680189613791603031600629947206
105,105_0,COMPLETED,BoTorch,0.260815203800950246026957302092,151,0.100000000000000005551115123126,0.788292097117884615897764888359
106,106_0,COMPLETED,BoTorch,0.208552138034508671715627770027,50,0.999220421546680337421264539444,0.679667907432342288664983698254
107,107_0,COMPLETED,BoTorch,0.339334833708427097143101036636,91,0.956664940423261112023567420692,0.800000000000000044408920985006
108,108_0,COMPLETED,BoTorch,0.209802450612653124117912284419,50,0.922414646260579673686663682020,0.672635419184068439335533184931
109,109_0,COMPLETED,BoTorch,0.251062765691422828950862822239,183,1.000000000000000000000000000000,0.500000000000000000000000000000
110,110_0,COMPLETED,BoTorch,0.191547886971742964412612764136,74,0.312709664582845769942309743783,0.500000000000000000000000000000
111,111_0,COMPLETED,BoTorch,0.182295573893473394910813567549,69,0.339919454351074790121600699422,0.530240770350901335916660173098
112,112_0,COMPLETED,BoTorch,0.259564891222805682602370325185,189,0.768163996399901627398776327027,0.500000000000000000000000000000
113,113_0,COMPLETED,BoTorch,0.202800700175043813189290631271,83,0.411989884720331267509152439743,0.500000000000000000000000000000
114,114_0,COMPLETED,BoTorch,0.212803200800200098541381521500,90,0.447712762012801301914066698373,0.543391548752985786840952187049
115,115_0,COMPLETED,BoTorch,0.223305826456614120445465232478,101,0.761723982952132727675120804633,0.536140099639785594476393271179
116,116_0,COMPLETED,BoTorch,0.258064516129032250901786937902,160,0.722345897600692232742858323036,0.578349589953481735271623165318
117,117_0,COMPLETED,BoTorch,0.218804701175293825343715070630,119,0.658747765200158541532005074259,0.559590920872141350805861748086
118,118_0,COMPLETED,BoTorch,0.267316829207301820403586134489,168,1.000000000000000000000000000000,0.500000000000000000000000000000
119,119_0,COMPLETED,BoTorch,0.314078519629907515486877400690,290,0.829749525448565838914305459184,0.628510260044411683821863334742
120,120_0,COMPLETED,BoTorch,0.224556139034758683870052209386,133,0.791383059858784876361426086078,0.522311303899349654855654989660
121,121_0,COMPLETED,BoTorch,0.220055013753438388768302047538,136,0.767446790828263836203859682428,0.526950025026618695811464476719
122,122_0,COMPLETED,BoTorch,0.221805451362840688744881845196,129,0.863622893696706528388062906743,0.500000000000000000000000000000
123,123_0,COMPLETED,BoTorch,0.190797699424856248562321070494,50,0.444462596829201195269831714540,0.669562378535379920663217490073
124,124_0,COMPLETED,BoTorch,0.199799949987496838765821394190,50,0.375001470396787661698567717394,0.697921811022987670369843726803
125,125_0,COMPLETED,BoTorch,0.188297074268567121713147116679,50,1.000000000000000000000000000000,0.532152815903539466724225803773
126,126_0,COMPLETED,BoTorch,0.183795948987246826611396954831,50,0.342489500538812718932746292921,0.562339307583924141731301915570
127,127_0,COMPLETED,BoTorch,0.189797449362340553413730503962,50,0.382471845681574440511951706867,0.533412953828685809654075455910
128,128_0,COMPLETED,BoTorch,0.197549387346836691214946313266,50,0.597031275612136091979209595593,0.645726178613784229654015689448
129,129_0,COMPLETED,BoTorch,0.185296324081020258311980342114,50,0.814038466345782585342760739877,0.554783035554184178472780786251
130,130_0,COMPLETED,BoTorch,0.190547636909227269264022197603,50,0.276577611581957982789248262634,0.527702402087004807107462056592
131,131_0,COMPLETED,BoTorch,0.188297074268567121713147116679,50,0.208628045236680687013475221647,0.500000000000000000000000000000
132,132_0,COMPLETED,BoTorch,0.188297074268567121713147116679,50,0.933584226740622469264963001478,0.516066932203674944013016556710
133,133_0,COMPLETED,BoTorch,0.196799199799949975364654619625,50,0.501592835173656603764413830504,0.660245471798773575500263177673
134,134_0,COMPLETED,BoTorch,0.208552138034508671715627770027,85,0.100000000000000005551115123126,0.500000000000000000000000000000
135,135_0,COMPLETED,BoTorch,0.198799699924981254639533290174,72,0.101309618180641367035654809570,0.500000000000000000000000000000
136,136_0,COMPLETED,BoTorch,0.183795948987246826611396954831,50,0.271486919042045471428536984604,0.543708178996996194243251920852
137,137_0,COMPLETED,BoTorch,0.201300325081270270466404781473,74,0.313174044153622710418005681277,0.500030092180918317446014498273
138,138_0,COMPLETED,BoTorch,0.181545386346586679060521873907,50,0.339529034587735145667153346949,0.586464119183446319638619570469
139,139_0,COMPLETED,BoTorch,0.186546636659164821736567319022,50,0.744981897558269934300767545210,0.589861972571526838038380446960
140,140_0,COMPLETED,BoTorch,0.190047511877969532712029376853,50,0.789967550691027420306511430681,0.500000000000000000000000000000
141,141_0,COMPLETED,BoTorch,0.186046511627906974162272035755,50,0.347210463303218530572991085137,0.525096890869235388699109989830
142,142_0,COMPLETED,BoTorch,0.184296074018504674185692238098,50,0.898407243415798584251774627774,0.500000000000000000000000000000
143,143_0,COMPLETED,BoTorch,0.186296574143535842438268446131,50,0.734552539388674374798426924826,0.525093338661215214280275631609
144,144_0,COMPLETED,BoTorch,0.193048262065516396113196151418,50,0.384193161747946043682588879165,0.732303288032380983452185319038
145,145_0,COMPLETED,BoTorch,0.191047761940485116838317480870,50,0.411452826072087329833948388114,0.737032918639650591607903606928
146,146_0,COMPLETED,BoTorch,0.189297324331082816861737683212,50,0.110318172301142908287019395175,0.549302848091453910228665336035
147,147_0,COMPLETED,BoTorch,0.289572393098274538658642995870,79,0.138377106355769219359075350440,0.500000000000000000000000000000
148,148_0,COMPLETED,BoTorch,0.217554388597149261919128093723,78,0.100000000000000005551115123126,0.800000000000000044408920985006
149,149_0,COMPLETED,BoTorch,0.255313828457114255776616573712,178,0.141901815922689661375599712301,0.766944282725105397346965219185
150,150_0,COMPLETED,BoTorch,0.184546136534133542461688648473,50,0.712381059947489569950107579643,0.559758928681191814114015414816
151,151_0,COMPLETED,BoTorch,0.187796949237309274138851833413,50,0.378016118008556722962509866193,0.600747959162706623992278309743
152,152_0,COMPLETED,BoTorch,0.233058264566141537521559712332,69,0.100000000000000005551115123126,0.548806625166556982797771979676
153,153_0,COMPLETED,BoTorch,0.194048512128031980239484255435,50,0.402299846505957070519343687920,0.551622774961467832177675063576
154,154_0,COMPLETED,BoTorch,0.191297824456113985114313891245,50,0.764587994581870766808151529403,0.500000000000000000000000000000
155,155_0,COMPLETED,BoTorch,0.190047511877969532712029376853,50,0.782609433422867817320423000638,0.562334009097488984885160334670
156,156_0,COMPLETED,BoTorch,0.190797699424856248562321070494,50,0.652692026049437323820257006446,0.614145673665651758987849007099
157,157_0,COMPLETED,BoTorch,0.185546386596649126587976752489,50,0.444117982232666630437734056613,0.500000000000000000000000000000
158,158_0,COMPLETED,BoTorch,0.185296324081020258311980342114,50,0.638763401423660392985937050980,0.540469899076802429149779527506
159,159_0,COMPLETED,BoTorch,0.204801200300074981441866839305,52,0.123156734460232578087790500376,0.769124391219168535016592613829
160,160_0,COMPLETED,BoTorch,0.188547136784196101011445989570,50,0.515399447155842627132926736522,0.630712249022509885421072794998
161,161_0,COMPLETED,BoTorch,0.271567891972993247229339885962,189,0.136239360535459652634671101623,0.759672294594316177551718283212
162,162_0,COMPLETED,BoTorch,0.189547386846711685137734093587,50,0.443982712270488910633048362797,0.556179231386568884154542047327
163,163_0,COMPLETED,BoTorch,0.193548387096774243687491434684,51,0.371281352516638074590105134121,0.753067925537570070915194264671
164,164_0,COMPLETED,BoTorch,0.231557889472368105820976325049,50,0.725470301804213790752839940978,0.800000000000000044408920985006
165,165_0,COMPLETED,BoTorch,0.186296574143535842438268446131,50,0.473619526029325665916758225649,0.568916698694828193438866037468
166,166_0,COMPLETED,BoTorch,0.183795948987246826611396954831,54,0.153475527832018704410543818994,0.759880605026953093172892295115
167,167_0,COMPLETED,BoTorch,0.193548387096774243687491434684,69,0.942643659473980544127869052318,0.500000000000000000000000000000
168,168_0,COMPLETED,BoTorch,0.186796699174793690012563729397,62,0.565549452604356295282173050509,0.513594987992307627777677225822
169,169_0,RUNNING,BoTorch,,50,0.854675063355610387105798508856,0.535227395441616793370087634685
170,170_0,COMPLETED,BoTorch,0.184546136534133542461688648473,50,0.450705734409799663175988371222,0.521758389460954763450217797072
171,171_0,COMPLETED,BoTorch,0.188547136784196101011445989570,50,0.538738242960678848092470616393,0.500000000000000000000000000000
172,172_0,COMPLETED,BoTorch,0.185046261565391390035983931739,50,0.447180085967830542870160570601,0.530597648941003585676412512839
173,173_0,COMPLETED,BoTorch,0.191047761940485116838317480870,50,0.365831722010560689284375257557,0.500000000000000000000000000000
174,174_0,COMPLETED,BoTorch,0.187296824206051537586859012663,69,0.785754237253416309982867460349,0.500000000000000000000000000000
175,175_0,COMPLETED,BoTorch,0.194548637159289827813779538701,50,0.787828499404044646503564308659,0.581829865957509184681839542463
176,176_0,COMPLETED,BoTorch,0.196549137284321107088658209250,50,0.718647515274157711040459162177,0.630063134111960909677918607485
177,177_0,COMPLETED,BoTorch,0.200550137534383554616113087832,57,0.773169248084723648162253084593,0.507871312495567162059728616441
178,178_0,COMPLETED,BoTorch,0.188297074268567121713147116679,50,1.000000000000000000000000000000,0.545354099939708403255167468160
179,179_0,COMPLETED,BoTorch,0.186796699174793690012563729397,50,0.300806240200773900017594542078,0.568519538338803420707279201451
180,180_0,COMPLETED,BoTorch,0.182795698924731131462806388299,50,0.260717661945561229863699281850,0.610333764782839516271906177280
181,181_0,COMPLETED,BoTorch,0.190297574393598400988025787228,50,0.905915736546186844968531204358,0.538794370143921286242516544007
182,182_0,COMPLETED,BoTorch,0.185796449112278105886275625380,50,0.513352939950143416503181015287,0.572361886647337114730760276871
183,183_0,COMPLETED,BoTorch,0.195798949737434391238366515609,89,0.559657157485656586715094817919,0.500000000000000000000000000000
184,184_0,COMPLETED,BoTorch,0.184796199049762410737685058848,50,0.309698778801933527482503905048,0.580138437316689792311308337958
185,185_0,COMPLETED,BoTorch,0.187296824206051537586859012663,50,0.371997488283797750341364007909,0.525751137803067369880238857149
186,186_0,COMPLETED,BoTorch,0.216054013503375830218544706440,96,0.595096758457977492717816403456,0.500000000000000000000000000000
187,187_0,COMPLETED,BoTorch,0.189547386846711685137734093587,50,0.660829093507727227674308778660,0.523835460038788447434399131453
188,188_0,COMPLETED,BoTorch,0.176544136034008536384476428793,50,0.459858043667938587439891762187,0.533357833920752755219041318924
189,189_0,COMPLETED,BoTorch,0.189797449362340553413730503962,50,0.207010265383533287320005911170,0.645231071728858629477088015847
190,49_0,COMPLETED,BoTorch,0.190547636909227269264022197603,50,0.100000000000000005551115123126,0.500000000000000000000000000000
191,64_0,COMPLETED,BoTorch,0.183795948987246826611396954831,50,1.000000000000000000000000000000,0.500000000000000000000000000000
192,192_0,COMPLETED,BoTorch,0.186046511627906974162272035755,50,0.209275044669737120273111941060,0.500020916525400038743498498661
193,193_0,RUNNING,BoTorch,,66,0.533548314493060504837274038437,0.500000000000000000000000000000
194,64_0,COMPLETED,BoTorch,0.183045761440360110761105261190,50,1.000000000000000000000000000000,0.500000000000000000000000000000
195,195_0,COMPLETED,BoTorch,0.185796449112278105886275625380,50,0.638944974967135093102399423515,0.593122413922630764560040006472
196,196_0,COMPLETED,BoTorch,0.185796449112278105886275625380,50,0.804641130474754273649296010262,0.534583185485693390681660730479
197,197_0,COMPLETED,BoTorch,0.193048262065516396113196151418,50,0.869252793407701118688635233411,0.528363696563006857154221052042
198,64_0,COMPLETED,BoTorch,0.188297074268567121713147116679,50,1.000000000000000000000000000000,0.500000000000000000000000000000
199,199_0,COMPLETED,BoTorch,0.183795948987246826611396954831,50,1.000000000000000000000000000000,0.522938953829648944804375787498
200,200_0,COMPLETED,BoTorch,0.199299824956239102213828573440,50,0.144601515659045998241083452740,0.687511703644821725589508787380
201,201_0,COMPLETED,BoTorch,0.188047011752938253437150706304,50,0.944350626967797146527061613597,0.535885857771406626248733573448
202,202_0,COMPLETED,BoTorch,0.188297074268567121713147116679,50,1.000000000000000000000000000000,0.588625539313744172709164104162
203,64_0,COMPLETED,BoTorch,0.187546886721680405862855423038,50,1.000000000000000000000000000000,0.500000000000000000000000000000
204,204_0,COMPLETED,BoTorch,0.192548137034258548538900868152,50,0.349126220241388229847956381491,0.614787802214199596839705463935
205,205_0,COMPLETED,BoTorch,0.197049262315578843640651030000,60,1.000000000000000000000000000000,0.500000000000000000000000000000
206,206_0,COMPLETED,BoTorch,0.191797949487371832688609174511,50,0.932071692077272917487107406487,0.500000000000000000000000000000
207,207_0,COMPLETED,BoTorch,0.201800450112528118040700064739,70,0.370406397995742153739229252096,0.615334463479904281157928380708
208,208_0,COMPLETED,BoTorch,0.193048262065516396113196151418,62,0.567528113387534283162949577672,0.515292554221786991419662626868
209,64_0,COMPLETED,BoTorch,0.190297574393598400988025787228,50,1.000000000000000000000000000000,0.500000000000000000000000000000
210,210_0,COMPLETED,BoTorch,0.189797449362340553413730503962,50,0.398097312292544525114124098764,0.535441114693999575813165847649
211,64_0,COMPLETED,BoTorch,0.188297074268567121713147116679,50,1.000000000000000000000000000000,0.500000000000000000000000000000
212,212_0,COMPLETED,BoTorch,0.184796199049762410737685058848,63,0.787899502211990232503069364611,0.500000000000000000000000000000
213,213_0,COMPLETED,BoTorch,0.183545886471617958335400544456,50,0.322259501034363848859243262268,0.712605549247603664575478887855
214,214_0,COMPLETED,BoTorch,0.190547636909227269264022197603,50,0.597626392439718157056915970315,0.500000000000000000000000000000
215,215_0,COMPLETED,BoTorch,0.192548137034258548538900868152,50,0.935409427107838697956765372510,0.552094338693611352830714622542
216,216_0,COMPLETED,BoTorch,0.182045511377844415612514694658,50,0.410485744684218056832492038666,0.500000000000000000000000000000
217,217_0,COMPLETED,BoTorch,0.184796199049762410737685058848,50,0.730679799830542875405114955356,0.572106471424271734171895786858
218,64_0,COMPLETED,BoTorch,0.183795948987246826611396954831,50,1.000000000000000000000000000000,0.500000000000000000000000000000
219,219_0,COMPLETED,BoTorch,0.186296574143535842438268446131,50,0.426000678805463661724672874698,0.647400715526813774758352337813
220,220_0,COMPLETED,BoTorch,0.191797949487371832688609174511,50,0.528513450921707983454211898788,0.707609356181271298424917404191
221,221_0,COMPLETED,BoTorch,0.228057014253563394845514267217,126,0.174748472473160831874849918677,0.555298130230690745179344958160
222,222_0,COMPLETED,BoTorch,0.189297324331082816861737683212,50,0.403894891117930199264662860514,0.569322727632765701599737440119
223,223_0,COMPLETED,BoTorch,0.186546636659164821736567319022,50,0.455198994688842617506452370435,0.608142242123440701639935923595
224,64_0,COMPLETED,BoTorch,0.187546886721680405862855423038,50,1.000000000000000000000000000000,0.500000000000000000000000000000
225,225_0,COMPLETED,BoTorch,0.209552388097024255841915874043,50,0.927292302712519389551459880749,0.583087565808178442949838427012
226,226_0,COMPLETED,BoTorch,0.193298324581145264389192561794,50,0.100000000000000005551115123126,0.531696611313915101781901739741
227,227_0,COMPLETED,BoTorch,0.183045761440360110761105261190,50,0.488326217606287471539872058202,0.731323166766490562196167957154
228,228_0,COMPLETED,BoTorch,0.186546636659164821736567319022,50,0.374637369352278093437291772716,0.623732302768671198478500627971
229,64_0,COMPLETED,BoTorch,0.188297074268567121713147116679,50,1.000000000000000000000000000000,0.500000000000000000000000000000
230,230_0,COMPLETED,BoTorch,0.188297074268567121713147116679,50,1.000000000000000000000000000000,0.544016875018127010754653838376
231,64_0,COMPLETED,BoTorch,0.187546886721680405862855423038,50,1.000000000000000000000000000000,0.500000000000000000000000000000
