start_time,end_time,run_time,program_string,n_samples,n_clusters,threshold,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727382512,1727382658,146,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 832 n_clusters 1 threshold 0.005984044417738915,832,1,0.005984044417738915,0.27965634981826193,0,None,i7037,142,0.05490692807577924
1727382512,1727382662,150,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 579 n_clusters 4 threshold 0.01543444074317813,579,4,0.01543444074317813,0.27965634981826193,0,None,i7037,147,0.05490692807577924
1727382590,1727382675,85,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 228 n_clusters 4 threshold 0.04517048396542669,228,4,0.04517048396542669,0.286485295737416,0,None,i7035,75,0.016025994052208392
1727382572,1727382675,103,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 457 n_clusters 1 threshold 0.04263450758159161,457,1,0.04263450758159161,0.28857803722876973,0,None,i7037,99,0.022992620332635716
1727382590,1727382695,105,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 606 n_clusters 1 threshold 0.04684673741832376,606,1,0.04684673741832376,0.2875867386276022,0,None,i7035,95,0.023488269633219483
1727382548,1727382708,160,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 781 n_clusters 3 threshold 0.06887843919917942,781,3,0.06887843919917942,0.2874765943385835,0,None,i7037,156,0.02354334177772882
1727382590,1727382719,129,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 788 n_clusters 2 threshold 0.04351501413062216,788,2,0.04351501413062216,0.29232294305540263,0,None,i7035,119,0.02112016741931927
1727382590,1727382730,140,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 869 n_clusters 2 threshold 0.023314345303922894,869,2,0.023314345303922894,0.27965634981826193,0,None,i7035,130,0.05490692807577924
1727382590,1727382732,142,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 864 n_clusters 2 threshold 0.02005105697736144,864,2,0.02005105697736144,0.27965634981826193,0,None,i7035,131,0.05490692807577924
1727382590,1727382734,144,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 858 n_clusters 3 threshold 0.06544162298738958,858,3,0.06544162298738958,0.2935896023791167,0,None,i7035,134,0.02048683775746224
1727382880,1727382972,92,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 364 n_clusters 4 threshold 0.01099572471674463,364,4,0.01099572471674463,0.27965634981826193,0,None,i7035,89,0.05490692807577924
1727382880,1727382990,110,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 535 n_clusters 4 threshold 0.028108361059398235,535,4,0.028108361059398235,0.28808238792818597,0,None,i7035,107,0.0232404449829276
1727382880,1727383002,122,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 826 n_clusters 2 threshold 0.002,826,2,0.002,0.27965634981826193,0,None,i7035,119,0.05490692807577924
1727382880,1727383006,126,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 1000 n_clusters 1 threshold 0.017930694452499306,1000,1,0.017930694452499306,0.27965634981826193,0,None,i7035,123,0.05490692807577924
1727382880,1727383009,129,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 699 n_clusters 4 threshold 0.003961408212790633,699,4,0.003961408212790633,0.27965634981826193,0,None,i7035,126,0.05490692807577924
1727382880,1727383009,129,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 759 n_clusters 3 threshold 0.0037433131751267237,759,3,0.0037433131751267237,0.27965634981826193,0,None,i7035,126,0.05490692807577924
1727382880,1727383012,132,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 964 n_clusters 2 threshold 0.006440706098829536,964,2,0.006440706098829536,0.27965634981826193,0,None,i7035,129,0.05490692807577924
1727382880,1727383022,142,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 870 n_clusters 4 threshold 0.015139047254553858,870,4,0.015139047254553858,0.27965634981826193,0,None,i7035,139,0.05490692807577924
1727382880,1727383027,147,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 1000 n_clusters 3 threshold 0.017818407251825763,1000,3,0.017818407251825763,0.27965634981826193,0,None,i7035,144,0.05490692807577924
1727382932,1727383056,124,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 1000 n_clusters 1 threshold 0.002,1000,1,0.002,0.27965634981826193,0,None,i7035,121,0.05490692807577924
1727382932,1727383060,128,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 726 n_clusters 4 threshold 0.021703111054831012,726,4,0.021703111054831012,0.27965634981826193,0,None,i7035,125,0.05490692807577924
1727383030,1727383066,36,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 4 threshold 0.014256247464616362,100,4,0.014256247464616362,0.299922898997687,0,None,i7035,32,0.0003981652746707378
1727382970,1727383102,132,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 1000 n_clusters 2 threshold 0.018208644185763012,1000,2,0.018208644185763012,0.27965634981826193,0,None,i7035,128,0.05490692807577924
1727382970,1727383106,136,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 904 n_clusters 4 threshold 0.002,904,4,0.002,0.27965634981826193,0,None,i7035,133,0.05490692807577924
1727383012,1727383110,98,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 436 n_clusters 4 threshold 0.002,436,4,0.002,0.27965634981826193,0,None,i7035,94,0.05490692807577924
1727382992,1727383123,131,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 826 n_clusters 3 threshold 0.014011524148584658,826,3,0.014011524148584658,0.27965634981826193,0,None,i7035,128,0.05490692807577924
1727383012,1727383125,113,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 608 n_clusters 3 threshold 0.002,608,3,0.002,0.27965634981826193,0,None,i7035,110,0.05490692807577924
1727383031,1727383132,101,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 696 n_clusters 1 threshold 0.002,696,1,0.002,0.27965634981826193,0,None,i7035,98,0.05490692807577924
1727383000,1727383133,133,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 899 n_clusters 4 threshold 0.03142658931558435,899,4,0.03142658931558435,0.28736645004956496,0,None,i7035,130,0.023598413922238104
1727383031,1727383135,104,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 475 n_clusters 4 threshold 0.025392498925328022,475,4,0.025392498925328022,0.27965634981826193,0,None,i7035,101,0.05490692807577924
1727383032,1727383154,122,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 1000 n_clusters 1 threshold 0.009551141601888217,1000,1,0.009551141601888217,0.27965634981826193,0,None,i7035,119,0.05490692807577924
1727383030,1727383164,134,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 884 n_clusters 3 threshold 0.002,884,3,0.002,0.27965634981826193,0,None,i7035,131,0.05490692807577924
1727383061,1727383172,111,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 564 n_clusters 4 threshold 0.002,564,4,0.002,0.27965634981826193,0,None,i7035,108,0.05490692807577924
1727383072,1727383181,109,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 705 n_clusters 2 threshold 0.00812711405451167,705,2,0.00812711405451167,0.27965634981826193,0,None,i7035,106,0.05490692807577924
1727383072,1727383212,140,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 1000 n_clusters 3 threshold 0.002,1000,3,0.002,0.27965634981826193,0,None,i7035,137,0.05490692807577924
1727383112,1727383215,103,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 548 n_clusters 3 threshold 0.002,548,3,0.002,0.27965634981826193,0,None,i7035,100,0.05490692807577924
1727383121,1727383248,127,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 742 n_clusters 4 threshold 0.012496500587452568,742,4,0.012496500587452568,0.27965634981826193,0,None,i7035,124,0.05490692807577924
1727383112,1727383257,145,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 1000 n_clusters 4 threshold 0.016667694161320523,1000,4,0.016667694161320523,0.27965634981826193,0,None,i7035,142,0.05490692807577924
1727383151,1727383260,109,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 604 n_clusters 3 threshold 0.009669240543426121,604,3,0.009669240543426121,0.27965634981826193,0,None,i7035,106,0.05490692807577924
1727383132,1727383266,134,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 897 n_clusters 3 threshold 0.009990621740445071,897,3,0.009990621740445071,0.27965634981826193,0,None,i7035,131,0.05490692807577924
1727383172,1727383268,96,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 525 n_clusters 2 threshold 0.002,525,2,0.002,0.27965634981826193,0,None,i7035,93,0.05490692807577924
1727383151,1727383275,124,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 905 n_clusters 2 threshold 0.010372597541904102,905,2,0.010372597541904102,0.27965634981826193,0,None,i7035,121,0.05490692807577924
1727383151,1727383278,127,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 785 n_clusters 3 threshold 0.009903397250269603,785,3,0.009903397250269603,0.27965634981826193,0,None,i7035,123,0.05490692807577924
1727383132,1727383279,147,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 1000 n_clusters 4 threshold 0.002,1000,4,0.002,0.27965634981826193,0,None,i7035,143,0.05490692807577924
1727383192,1727383284,92,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 420 n_clusters 3 threshold 0.002,420,3,0.002,0.27965634981826193,0,None,i7035,89,0.05490692807577924
1727383151,1727383289,138,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 1000 n_clusters 4 threshold 0.02718513880214344,1000,4,0.02718513880214344,0.2879722436391673,0,None,i7035,135,0.023295517127436938
1727383182,1727383294,112,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 846 n_clusters 1 threshold 0.012643279132101426,846,1,0.012643279132101426,0.27965634981826193,0,None,i7035,109,0.05490692807577924
1727383182,1727383322,140,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 1000 n_clusters 3 threshold 0.00774777817920385,1000,3,0.00774777817920385,0.27965634981826193,0,None,i7035,137,0.05490692807577924
1727383182,1727383330,148,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 1000 n_clusters 4 threshold 0.010234041319064253,1000,4,0.010234041319064253,0.27965634981826193,0,None,i7035,145,0.05490692807577924
1727383232,1727383337,105,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 510 n_clusters 4 threshold 0.00922166107683189,510,4,0.00922166107683189,0.27965634981826193,0,None,i7035,102,0.05490692807577924
1727383232,1727383350,118,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 606 n_clusters 4 threshold 0.009813078067171162,606,4,0.009813078067171162,0.27965634981826193,0,None,i7035,115,0.05490692807577924
1727383252,1727383351,99,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 487 n_clusters 3 threshold 0.005293499506974084,487,3,0.005293499506974084,0.27965634981826193,0,None,i7035,96,0.05490692807577924
1727383273,1727383363,90,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 546 n_clusters 1 threshold 0.002,546,1,0.002,0.27965634981826193,0,None,i7035,87,0.05490692807577924
1727383273,1727383373,100,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 573 n_clusters 2 threshold 0.002,573,2,0.002,0.27965634981826193,0,None,i7035,97,0.05490692807577924
1727383272,1727383378,106,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 627 n_clusters 2 threshold 0.002,627,2,0.002,0.27965634981826193,0,None,i7035,102,0.05490692807577924
1727383302,1727383396,94,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 484 n_clusters 2 threshold 0.008163946760472789,484,2,0.008163946760472789,0.27965634981826193,0,None,i7035,90,0.05490692807577924
1727383302,1727383397,95,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 582 n_clusters 1 threshold 0.010675862727463282,582,1,0.010675862727463282,0.27965634981826193,0,None,i7035,91,0.05490692807577924
1727383272,1727383403,131,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 744 n_clusters 4 threshold 0.002,744,4,0.002,0.27965634981826193,0,None,i7035,128,0.05490692807577924
1727383292,1727383411,119,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 866 n_clusters 1 threshold 0.002,866,1,0.002,0.27965634981826193,0,None,i7035,116,0.05490692807577924
1727383393,1727383422,29,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 4 threshold 0.05526126966471334,100,4,0.05526126966471334,0.28775195506113005,0,None,i7035,26,0.00041973904734120607
1727383423,1727383442,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 1 threshold 0.051536492364097825,100,1,0.051536492364097825,0.2789954840841502,0,None,i7035,15,0.0003843576752212064
1727383413,1727383446,33,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 100 n_clusters 4 threshold 0.024196377910024915,100,4,0.024196377910024915,0.2969490031941844,0,None,i7035,31,0.00038550501156514995
1727383393,1727383480,87,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 439 n_clusters 2 threshold 0.023416705294092656,439,2,0.023416705294092656,0.27965634981826193,0,None,i7035,84,0.05490692807577924
1727383393,1727383524,131,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 850 n_clusters 4 threshold 0.03602704195933041,850,4,0.03602704195933041,0.29078092300914193,0,None,i7035,128,0.021891177442449616
1727383413,1727383532,119,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 683 n_clusters 4 threshold 0.03663643343757436,683,4,0.03663643343757436,0.2880273157836766,0,None,i7035,116,0.023267981055182296
1727383413,1727383551,138,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 993 n_clusters 4 threshold 0.035866962959401796,993,4,0.035866962959401796,0.28587950214781366,0,None,i7035,135,0.024341887873113754
1727383413,1727383553,140,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 1000 n_clusters 4 threshold 0.052930652833244995,1000,4,0.052930652833244995,0.2901751294195396,0,None,i7035,137,0.022194074237250783
1727383514,1727383613,99,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 421 n_clusters 4 threshold 0.021316259633873985,421,4,0.021316259633873985,0.27965634981826193,0,None,i7035,96,0.05490692807577924
1727383533,1727383629,96,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 391 n_clusters 4 threshold 0.025150843702273808,391,4,0.025150843702273808,0.27965634981826193,0,None,i7035,93,0.05490692807577924
1727383553,1727383636,83,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 307 n_clusters 4 threshold 0.05580651436399066,307,4,0.05580651436399066,0.2895142636854279,0,None,i7035,81,0.022524507104306646
1727383533,1727383643,110,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 586 n_clusters 4 threshold 0.07,586,4,0.07,0.2868157286044719,0,None,i7035,107,0.02387377464478463
1727383544,1727383644,100,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 440 n_clusters 4 threshold 0.01934676860909182,440,4,0.01934676860909182,0.27965634981826193,0,None,i7035,97,0.05490692807577924
1727383573,1727383654,81,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 290 n_clusters 4 threshold 0.002,290,4,0.002,0.27965634981826193,0,None,i7035,78,0.05490692807577924
1727383544,1727383658,114,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py NOAAWeather 1000 SemiParametricLogLikelihood n_samples 609 n_clusters 4 threshold 0.053039206429008036,609,4,0.053039206429008036,0.2875867386276022,0,None,i7035,110,0.023488269633219483
