start_time,end_time,run_time,program_string,n_samples,confidence,feature_proportion,n_clusters,result,exit_code,signal,hostname,OO_Info_runtime,OO_Info_lpd
1727815955,1727816002,47,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 545 confidence 0.01 feature_proportion 0.014081121794879437 n_clusters 1,545,0.01,0.014081121794879437,1,0.8419821565810138,0,None,i7181,43,0.0004095071055881368
1727815955,1727816009,54,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 218 confidence 0.001 feature_proportion 0.1530627289786935 n_clusters 1,218,0.001,0.1530627289786935,1,0.8389414241320546,0,None,i7181,51,0.0003777553629085011
1727815955,1727816015,60,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 269 confidence 0.005 feature_proportion 0.02276571895927191 n_clusters 3,269,0.005,0.02276571895927191,3,0.8483309386173021,0,None,i7181,56,0.0001719740256847217
1727815955,1727816021,66,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 129 confidence 0.005 feature_proportion 0.12412807084619999 n_clusters 4,129,0.005,0.12412807084619999,4,0.8507367928626324,0,None,i7181,63,0.00010388314535667157
1727815972,1727816067,95,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 916 confidence 0.05 feature_proportion 0.003580087795853615 n_clusters 3,916,0.05,0.003580087795853615,3,0.8431516690613827,0,None,i7174,33,0.000583139402653985
1727815972,1727816070,98,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 856 confidence 0.005 feature_proportion 0.15027457643300296 n_clusters 2,856,0.005,0.15027457643300296,2,0.8443880108263441,0,None,i7174,36,0.0005432574102358752
1727815972,1727816070,98,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 701 confidence 0.01 feature_proportion 0.05351840760558844 n_clusters 2,701,0.01,0.05351840760558844,2,0.8432184983459752,0,None,i7174,37,0.00047396032099160596
1727815972,1727816084,112,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 187 confidence 0.01 feature_proportion 0.16814300864934922 n_clusters 4,187,0.01,0.16814300864934922,4,0.8480970361212283,0,None,i7174,50,0.00014755004969020113
1727816177,1727816182,5,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.1 feature_proportion 0 n_clusters 1,1000,0.1,0,1,None,1,None,i7186
1727816196,1727816200,4,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.001 feature_proportion 0 n_clusters 1,100,0.001,0,1,None,1,None,i7181
1727816195,1727816200,5,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.001 feature_proportion 0 n_clusters 1,1000,0.001,0,1,None,1,None,i7186
1727816196,1727816200,4,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 543 confidence 0.25 feature_proportion 0 n_clusters 1,543,0.25,0,1,None,1,None,i7181
1727816157,1727816219,62,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 281 confidence 0.001 feature_proportion 0.09551193168815818 n_clusters 1,281,0.001,0.09551193168815818,1,0.8420489858656063,0,None,i7186,58,0.0003196667446341654
1727816217,1727816220,3,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.1 feature_proportion 0 n_clusters 1,100,0.1,0,1,None,1,None,i7181
1727816165,1727816220,55,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.001 feature_proportion 0.11612112022929451 n_clusters 1,100,0.001,0.11612112022929451,1,0.8504360610819661,0,None,i7186,52,7.654559901907879e-05
1727816165,1727816222,57,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 462 confidence 0.001 feature_proportion 0.16850043737580356 n_clusters 1,462,0.001,0.16850043737580356,1,0.8439202058341966,0,None,i7186,53,0.00036827201509488677
1727816177,1727816232,55,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.001 feature_proportion 0.19627738168231965 n_clusters 1,100,0.001,0.19627738168231965,1,0.8504360610819661,0,None,i7186,52,7.654559901907879e-05
1727816177,1727816233,56,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.001 feature_proportion 0.049297150296263165 n_clusters 1,100,0.001,0.049297150296263165,1,0.8504360610819661,0,None,i7186,52,7.654559901907879e-05
1727816177,1727816233,56,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 514 confidence 0.001 feature_proportion 0.11128368029167933 n_clusters 1,514,0.001,0.11128368029167933,1,0.8461255722257494,0,None,i7186,53,0.0003512422864629512
1727816196,1727816239,43,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.025 feature_proportion 0.08267855500439575 n_clusters 1,1000,0.025,0.08267855500439575,1,0.8424833762154575,0,None,i7181,39,0.0006694862260070939
1727816196,1727816241,45,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.05 feature_proportion 0.2 n_clusters 1,1000,0.05,0.2,1,0.836101179536873,0,None,i7181,41,0.0009306596669178957
1727816195,1727816249,54,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.001 feature_proportion 0.07833381608249292 n_clusters 1,1000,0.001,0.07833381608249292,1,0.8381728873592408,0,None,i7186,50,0.0009222441273766169
1727816196,1727816250,54,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 411 confidence 0.001 feature_proportion 0.2 n_clusters 1,411,0.001,0.2,1,0.8444548401109366,0,None,i7181,50,0.0003106324154207338
1727816255,1727816258,3,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.001 feature_proportion 0 n_clusters 1,100,0.001,0,1,None,1,None,i7186
1727816255,1727816259,4,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 626 confidence 0.25 feature_proportion 0 n_clusters 1,626,0.25,0,1,None,1,None,i7186
1727816255,1727816260,5,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.25 feature_proportion 0 n_clusters 2,1000,0.25,0,2,None,1,None,i7186
1727816217,1727816260,43,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 917 confidence 0.1 feature_proportion 0.03949185760248896 n_clusters 1,917,0.1,0.03949185760248896,1,0.8446219133224179,0,None,i7181,40,0.0005357121684270438
1727816217,1727816261,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.25 feature_proportion 0.11672498672577987 n_clusters 1,1000,0.25,0.11672498672577987,1,0.8428843519230127,0,None,i7181,40,0.0006551656650229844
1727816217,1727816264,47,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.001 feature_proportion 0.02269305588943215 n_clusters 2,1000,0.001,0.02269305588943215,2,0.8404116683930898,0,None,i7181,44,0.000771011931502459
1727816217,1727816271,54,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 491 confidence 0.001 feature_proportion 0.13485135930024184 n_clusters 1,491,0.001,0.13485135930024184,1,0.8465599625756006,0,None,i7181,50,0.0003333869992739911
1727816217,1727816282,65,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 100 confidence 0.001 feature_proportion 0.2 n_clusters 2,100,0.001,0.2,2,0.8452902061683429,0,None,i7186,62,0.00019203354669052126
1727816255,1727816312,57,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 391 confidence 0.001 feature_proportion 0.08853055438654445 n_clusters 1,391,0.001,0.08853055438654445,1,0.8422494737193839,0,None,i7186,53,0.00036499070815908464
1727816357,1727816362,5,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.001 feature_proportion 0 n_clusters 1,1000,0.001,0,1,None,1,None,i7186
1727816337,1727816388,51,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 988 confidence 0.05 feature_proportion 0.2 n_clusters 2,988,0.05,0.2,2,0.8368363016673906,0,None,i7186,47,0.0009034329213431697
1727816337,1727816392,55,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 236 confidence 0.005 feature_proportion 0.1635119830934014 n_clusters 1,236,0.005,0.1635119830934014,1,0.8501353293012999,0,None,i7186,51,0.00014407352262800507
1727816345,1727816395,50,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.001 feature_proportion 0.1501880580504702 n_clusters 2,1000,0.001,0.1501880580504702,2,0.8406121562468674,0,None,i7186,46,0.0007635864554366239
1727816345,1727816397,52,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 947 confidence 0.001 feature_proportion 0.044674076127555 n_clusters 1,947,0.001,0.044674076127555,1,0.8431182544190865,0,None,i7186,48,0.0006707680046136958
1727816357,1727816402,45,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.025 feature_proportion 0.2 n_clusters 1,1000,0.025,0.2,1,0.8424833762154575,0,None,i7186,41,0.0006694862260070939
1727816357,1727816403,46,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 938 confidence 0.05 feature_proportion 0.2 n_clusters 1,938,0.05,0.2,1,0.8438867911919004,0,None,i7186,42,0.0005780733117251978
1727816357,1727816403,46,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.1 feature_proportion 0.2 n_clusters 1,1000,0.1,0.2,1,0.8379723995054633,0,None,i7186,43,0.0008305925370783193
1727816375,1727816418,43,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 948 confidence 0.1 feature_proportion 0.2 n_clusters 1,948,0.1,0.2,1,0.8470945968523407,0,None,i7181,40,0.00047114645637718423
1727816375,1727816418,43,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.1 feature_proportion 0.16126736224773225 n_clusters 1,1000,0.1,0.16126736224773225,1,0.8379723995054633,0,None,i7181,40,0.0008305925370783193
1727816375,1727816437,62,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 239 confidence 0.001 feature_proportion 0.19668151083408222 n_clusters 2,239,0.001,0.19668151083408222,2,0.8423497176462726,0,None,i7186,59,0.0003094962770062892
1727816435,1727816440,5,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.001 feature_proportion 0 n_clusters 1,1000,0.001,0,1,None,1,None,i7186
1727816457,1727816462,5,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.005 feature_proportion 0 n_clusters 1,1000,0.005,0,1,None,1,None,i7186
1727816465,1727816469,4,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 922 confidence 0.001 feature_proportion 0 n_clusters 1,922,0.001,0,1,None,1,None,i7186
1727816477,1727816481,4,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 680 confidence 0.01 feature_proportion 0 n_clusters 1,680,0.01,0,1,None,1,None,i7186
1727816457,1727816504,47,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.01 feature_proportion 0.1223060061763852 n_clusters 3,1000,0.01,0.1223060061763852,3,0.8419487419387175,0,None,i7186,43,0.0006885803073192387
1727816457,1727816509,52,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.001 feature_proportion 0.2 n_clusters 3,1000,0.001,0.2,3,0.8380392287900558,0,None,i7186,48,0.0008588800649481643
1727816457,1727816512,55,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.001 feature_proportion 0.16475126979809132 n_clusters 1,1000,0.001,0.16475126979809132,1,0.8381728873592408,0,None,i7186,51,0.0009222441273766169
1727816457,1727816512,55,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 219 confidence 0.005 feature_proportion 0.09316471156132938 n_clusters 1,219,0.005,0.09316471156132938,1,0.8492999632438935,0,None,i7186,51,0.00014727194197237963
1727816465,1727816517,52,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 929 confidence 0.001 feature_proportion 0.0018043142108126386 n_clusters 1,929,0.001,0.0018043142108126386,1,0.8414141076619774,0,None,i7186,48,0.0007338845511732875
1727816477,1727816527,50,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.005 feature_proportion 0.19996337691134797 n_clusters 3,1000,0.005,0.19996337691134797,3,0.8405119123199787,0,None,i7186,46,0.0007672991934695409
1727816555,1727816599,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.1 feature_proportion 0.2 n_clusters 3,1000,0.1,0.2,3,0.8427172787115313,0,None,i7186,41,0.0006611325654330295
1727816597,1727816601,4,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 759 confidence 0.001 feature_proportion 0 n_clusters 1,759,0.001,0,1,None,1,None,i7181
1727816555,1727816601,46,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.05 feature_proportion 0.1369856692489439 n_clusters 2,1000,0.05,0.1369856692489439,2,0.8448224011761954,0,None,i7186,42,0.0005859496202664576
1727816615,1727816620,5,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 798 confidence 0.001 feature_proportion 0 n_clusters 2,798,0.001,0,2,None,1,None,i7186
1727816577,1727816622,45,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.25 feature_proportion 0.2 n_clusters 2,1000,0.25,0.2,2,0.8408126441006449,0,None,i7186,41,0.0007291552301075473
1727816577,1727816623,46,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.025 feature_proportion 0.1963873551963688 n_clusters 2,1000,0.025,0.1963873551963688,2,0.8415143515888662,0,None,i7186,43,0.0007040942483853573
1727816577,1727816624,47,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.01 feature_proportion 0.036178118103656724 n_clusters 2,1000,0.01,0.036178118103656724,2,0.8398770341163497,0,None,i7186,43,0.0007625698724038016
1727816577,1727816625,48,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.01 feature_proportion 0.12052513506686727 n_clusters 2,1000,0.01,0.12052513506686727,2,0.8398770341163497,0,None,i7186,44,0.0007625698724038016
1727816585,1727816631,46,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.025 feature_proportion 0.2 n_clusters 3,1000,0.025,0.2,3,0.84148093694657,0,None,i7186,42,0.0007052876284673663
1727816585,1727816636,51,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_omniopt.py Powersupply 1000 ClusteredStatisticalTestDriftDetectionMethod n_samples 1000 confidence 0.001 feature_proportion 0.041099193598007594 n_clusters 3,1000,0.001,0.041099193598007594,3,0.8376716677247971,0,None,i7186,46,0.0008724934377355268
