trial_index,arm_name,trial_status,generation_method,result,n_samples,confidence,feature_proportion,n_clusters
49,28_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,1
50,50_0,COMPLETED,BoTorch,0.837972399505463316771169957065,1000,0.100000000000000005551115123126,0.200000000000000011102230246252,1
51,51_0,COMPLETED,BoTorch,0.843886791191900353936716783210,938,0.050000000000000002775557561563,0.200000000000000011102230246252,1
52,52_0,COMPLETED,BoTorch,0.842349717646272644344662694493,239,0.001000000000000000020816681712,0.196681510834082223793117805144,2
53,53_0,COMPLETED,BoTorch,0.847094596852340675496861877036,948,0.100000000000000005551115123126,0.200000000000000011102230246252,1
54,54_0,COMPLETED,BoTorch,0.837972399505463316771169957065,1000,0.100000000000000005551115123126,0.161267362247732248814457989283,1
55,28_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,1
56,56_0,FAILED,BoTorch,,1000,0.005000000000000000104083408559,0.000000000000000000000000000000,1
57,57_0,COMPLETED,BoTorch,0.841948741938717493127342095249,1000,0.010000000000000000208166817117,0.122306006176385206885015577427,3
58,58_0,COMPLETED,BoTorch,0.838172887359240781357527794171,1000,0.001000000000000000020816681712,0.164751269798091320994970487845,1
59,59_0,COMPLETED,BoTorch,0.838039228790055767959188415261,1000,0.001000000000000000020816681712,0.200000000000000011102230246252,3
60,60_0,COMPLETED,BoTorch,0.849299963243893452080612860300,219,0.005000000000000000104083408559,0.093164711561329383027185713217,1
61,61_0,COMPLETED,BoTorch,0.841414107661977439533984579612,929,0.001000000000000000020816681712,0.001804314210812638617775771621,1
62,62_0,FAILED,BoTorch,,922,0.001000000000000000020816681712,0.000000000000000000000000000000,1
63,63_0,FAILED,BoTorch,,680,0.010000000000000000208166817117,0.000000000000000000000000000000,1
64,64_0,COMPLETED,BoTorch,0.840511912319978682361920618860,1000,0.005000000000000000104083408559,0.199963376911347967546106474401,3
65,65_0,COMPLETED,BoTorch,0.844822401176195447725092435576,1000,0.050000000000000002775557561563,0.136985669248943897624570809057,2
66,66_0,COMPLETED,BoTorch,0.842717278711531347923369139608,1000,0.100000000000000005551115123126,0.200000000000000011102230246252,3
67,67_0,COMPLETED,BoTorch,0.839877034116349729941930490895,1000,0.010000000000000000208166817117,0.120525135066867267186196954754,2
68,68_0,COMPLETED,BoTorch,0.840812644100644934752608605777,1000,0.250000000000000000000000000000,0.200000000000000011102230246252,2
69,69_0,COMPLETED,BoTorch,0.841514351588866227338314729423,1000,0.025000000000000001387778780781,0.196387355196368795784422900397,2
70,70_0,COMPLETED,BoTorch,0.839877034116349729941930490895,1000,0.010000000000000000208166817117,0.036178118103656724258154753215,2
71,71_0,COMPLETED,BoTorch,0.837671667724797064380481970147,1000,0.001000000000000000020816681712,0.041099193598007593974941187298,3
72,72_0,COMPLETED,BoTorch,0.841480936946570001744305500324,1000,0.025000000000000001387778780781,0.200000000000000011102230246252,3
73,73_0,COMPLETED,BoTorch,0.842550205500050108931020531600,1000,0.050000000000000002775557561563,0.137913496287657311167862417278,3
74,74_0,COMPLETED,BoTorch,0.840812644100644934752608605777,1000,0.250000000000000000000000000000,0.156104640761024149320235210325,3
75,75_0,FAILED,BoTorch,,759,0.001000000000000000020816681712,0.000000000000000000000000000000,1
76,76_0,COMPLETED,BoTorch,0.842683864069235122329359910509,1000,0.100000000000000005551115123126,0.132336088654343403403501611137,2
77,77_0,FAILED,BoTorch,,798,0.001000000000000000020816681712,0.000000000000000000000000000000,2
78,78_0,COMPLETED,BoTorch,0.840411668393089783535288006533,1000,0.001000000000000000020816681712,0.200000000000000011102230246252,2
79,79_0,COMPLETED,BoTorch,0.838172887359240781357527794171,1000,0.001000000000000000020816681712,0.200000000000000011102230246252,1
80,80_0,FAILED,BoTorch,,613,0.001000000000000000020816681712,0.000000000000000000000000000000,1
81,81_0,COMPLETED,BoTorch,0.840612156246867359143948306155,1000,0.001000000000000000020816681712,0.095136665646274654051239849650,2
82,82_0,FAILED,BoTorch,,643,0.050000000000000002775557561563,0.000000000000000000000000000000,1
83,83_0,COMPLETED,BoTorch,0.842216059077087519924020853068,1000,0.025000000000000001387778780781,0.200000000000000011102230246252,4
84,84_0,COMPLETED,BoTorch,0.842149229792495068736002394871,853,0.001000000000000000020816681712,0.200000000000000011102230246252,2
85,85_0,FAILED,BoTorch,,1000,0.010000000000000000208166817117,0.000000000000000000000000000000,1
86,86_0,COMPLETED,BoTorch,0.839542887693387251957233274879,1000,0.005000000000000000104083408559,0.125480464875883351849594760097,1
87,87_0,COMPLETED,BoTorch,0.838172887359240781357527794171,1000,0.001000000000000000020816681712,0.120728018491730412775631009481,1
88,88_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,4
89,89_0,COMPLETED,BoTorch,0.839108497343535875145903446537,1000,0.001000000000000000020816681712,0.111585437177154703225490095519,3
90,90_0,FAILED,BoTorch,,736,0.001000000000000000020816681712,0.000000000000000000000000000000,1
91,91_0,FAILED,BoTorch,,742,0.025000000000000001387778780781,0.000000000000000000000000000000,1
92,92_0,COMPLETED,BoTorch,0.840946302669829948150947984686,1000,0.001000000000000000020816681712,0.102829485131717024426478701571,4
93,93_0,FAILED,BoTorch,,1000,0.005000000000000000104083408559,0.000000000000000000000000000000,3
94,94_0,FAILED,BoTorch,,1000,0.005000000000000000104083408559,0.000000000000000000000000000000,2
95,95_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,3
96,96_0,COMPLETED,BoTorch,0.840612156246867359143948306155,1000,0.001000000000000000020816681712,0.200000000000000011102230246252,4
97,97_0,FAILED,BoTorch,,639,0.001000000000000000020816681712,0.000000000000000000000000000000,1
98,98_0,FAILED,BoTorch,,1000,0.005000000000000000104083408559,0.000000000000000000000000000000,4
99,99_0,COMPLETED,BoTorch,0.836869716309686872968143234175,1000,0.001000000000000000020816681712,0.157408464426212507669688989154,4
100,100_0,COMPLETED,BoTorch,0.841915327296421267533332866151,1000,0.025000000000000001387778780781,0.121584838410418255572054135882,4
101,101_0,RUNNING,BoTorch,,990,0.050000000000000002775557561563,0.200000000000000011102230246252,1
102,102_0,COMPLETED,BoTorch,0.842416546930865095532681152690,977,0.050000000000000002775557561563,0.200000000000000011102230246252,2
103,103_0,COMPLETED,BoTorch,0.842282888361680082134341773781,978,0.025000000000000001387778780781,0.200000000000000011102230246252,2
104,104_0,COMPLETED,BoTorch,0.841881912654125041939323637052,977,0.050000000000000002775557561563,0.200000000000000011102230246252,3
105,105_0,FAILED,BoTorch,,987,0.001000000000000000020816681712,0.000000000000000000000000000000,3
106,106_0,COMPLETED,BoTorch,0.846727035787081860895852969406,985,0.001000000000000000020816681712,0.200000000000000011102230246252,4
107,107_0,COMPLETED,BoTorch,0.837671667724797064380481970147,987,0.050000000000000002775557561563,0.200000000000000011102230246252,1
108,108_0,COMPLETED,BoTorch,0.845256791526046713514119801403,974,0.010000000000000000208166817117,0.035122731151610186994815876460,2
109,88_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,4
110,110_0,COMPLETED,BoTorch,0.839977278043238517746260640706,978,0.100000000000000005551115123126,0.200000000000000011102230246252,2
111,111_0,COMPLETED,BoTorch,0.844488254753232858718092757044,974,0.025000000000000001387778780781,0.112830492604275980927930334019,3
112,112_0,COMPLETED,BoTorch,0.844755571891602885514771514863,981,0.001000000000000000020816681712,0.200000000000000011102230246252,3
113,113_0,COMPLETED,BoTorch,0.852507768904333884663060416642,670,0.010000000000000000208166817117,0.065467168958601135164698803237,2
114,114_0,COMPLETED,BoTorch,0.849868012162929842290282067552,973,0.005000000000000000104083408559,0.200000000000000011102230246252,3
115,115_0,COMPLETED,BoTorch,0.847061182210044449902852647938,677,0.010000000000000000208166817117,0.064885476415393231186534706012,1
116,116_0,COMPLETED,BoTorch,0.842015571223310055337663015962,202,0.001000000000000000020816681712,0.200000000000000011102230246252,1
117,117_0,COMPLETED,BoTorch,0.837170448090353236381133683608,899,0.001000000000000000020816681712,0.145199366594284118292534913053,1
118,118_0,COMPLETED,BoTorch,0.840779229458348709158599376678,332,0.001000000000000000020816681712,0.101228831414884881678695194296,1
119,98_0,FAILED,BoTorch,,1000,0.005000000000000000104083408559,0.000000000000000000000000000000,4
120,120_0,COMPLETED,BoTorch,0.842850937280716472344010981033,909,0.010000000000000000208166817117,0.104310504741430179476147088735,1
121,121_0,COMPLETED,BoTorch,0.838774350920573397161206230521,889,0.001000000000000000020816681712,0.009651100271967950894325127820,1
122,122_0,COMPLETED,BoTorch,0.842282888361680082134341773781,662,0.001000000000000000020816681712,0.083601222593334148514010450981,1
123,123_0,FAILED,BoTorch,,573,0.001000000000000000020816681712,0.000000000000000000000000000000,1
124,124_0,FAILED,BoTorch,,902,0.005000000000000000104083408559,0.000000000000000000000000000000,4
125,125_0,FAILED,BoTorch,,900,0.010000000000000000208166817117,0.000000000000000000000000000000,1
126,126_0,COMPLETED,BoTorch,0.851572158920038790874684764276,680,0.005000000000000000104083408559,0.200000000000000011102230246252,1
127,127_0,COMPLETED,BoTorch,0.838540448424499595958536701801,920,0.005000000000000000104083408559,0.200000000000000011102230246252,1
128,128_0,COMPLETED,BoTorch,0.845925084371971780505816695950,319,0.001000000000000000020816681712,0.200000000000000011102230246252,1
129,88_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,4
130,130_0,COMPLETED,BoTorch,0.838607277709092158168857622513,1000,0.001000000000000000020816681712,0.050536297826837009439238102004,4
131,131_0,COMPLETED,BoTorch,0.840812644100644934752608605777,1000,0.250000000000000000000000000000,0.200000000000000011102230246252,4
132,132_0,FAILED,BoTorch,,1000,0.250000000000000000000000000000,0.000000000000000000000000000000,4
133,133_0,COMPLETED,BoTorch,0.840812644100644934752608605777,1000,0.250000000000000000000000000000,0.082610991424067137245401681866,4
134,134_0,FAILED,BoTorch,,682,0.001000000000000000020816681712,0.000000000000000000000000000000,1
135,135_0,FAILED,BoTorch,,1000,0.010000000000000000208166817117,0.000000000000000000000000000000,4
136,136_0,COMPLETED,BoTorch,0.842884351923012697938020210131,1000,0.250000000000000000000000000000,0.200000000000000011102230246252,1
137,137_0,FAILED,BoTorch,,653,0.250000000000000000000000000000,0.000000000000000000000000000000,1
138,131_0,COMPLETED,BoTorch,0.840812644100644934752608605777,1000,0.250000000000000000000000000000,0.200000000000000011102230246252,4
139,139_0,FAILED,BoTorch,,412,0.001000000000000000020816681712,0.000000000000000000000000000000,1
140,140_0,COMPLETED,BoTorch,0.845524108664416740310798559221,800,0.001000000000000000020816681712,0.031895402522216786955766565370,1
141,88_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,4
142,142_0,FAILED,BoTorch,,648,0.001000000000000000020816681712,0.000000000000000000000000000000,1
143,143_0,FAILED,BoTorch,,1000,0.250000000000000000000000000000,0.000000000000000000000000000000,1
144,144_0,FAILED,BoTorch,,744,0.001000000000000000020816681712,0.000000000000000000000000000000,1
145,145_0,FAILED,BoTorch,,944,0.001000000000000000020816681712,0.000000000000000000000000000000,3
146,28_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,1
147,147_0,COMPLETED,BoTorch,0.843385571557456525937368496670,827,0.250000000000000000000000000000,0.200000000000000011102230246252,4
148,135_0,FAILED,BoTorch,,1000,0.010000000000000000208166817117,0.000000000000000000000000000000,4
149,149_0,FAILED,BoTorch,,483,0.001000000000000000020816681712,0.000000000000000000000000000000,1
150,88_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,4
151,95_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,3
152,152_0,FAILED,BoTorch,,421,0.001000000000000000020816681712,0.000000000000000000000000000000,1
153,153_0,FAILED,BoTorch,,852,0.001000000000000000020816681712,0.000000000000000000000000000000,2
154,154_0,FAILED,BoTorch,,679,0.250000000000000000000000000000,0.000000000000000000000000000000,1
155,155_0,FAILED,BoTorch,,490,0.250000000000000000000000000000,0.000000000000000000000000000000,1
156,88_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,4
157,157_0,FAILED,BoTorch,,419,0.001000000000000000020816681712,0.000000000000000000000000000000,1
158,28_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,1
159,135_0,FAILED,BoTorch,,1000,0.010000000000000000208166817117,0.000000000000000000000000000000,4
160,160_0,COMPLETED,BoTorch,0.838674106993684609356876080710,1000,0.001000000000000000020816681712,0.079668850794297974005075957393,3
161,161_0,COMPLETED,BoTorch,0.843218498345975175922717426147,1000,0.005000000000000000104083408559,0.031497912163918916073068743344,4
162,143_0,FAILED,BoTorch,,1000,0.250000000000000000000000000000,0.000000000000000000000000000000,1
163,163_0,FAILED,BoTorch,,454,0.001000000000000000020816681712,0.000000000000000000000000000000,2
164,132_0,FAILED,BoTorch,,1000,0.250000000000000000000000000000,0.000000000000000000000000000000,4
165,165_0,RUNNING,BoTorch,,1000,0.250000000000000000000000000000,0.140743753073893668181781890780,4
166,166_0,FAILED,BoTorch,,965,0.025000000000000001387778780781,0.000000000000000000000000000000,3
167,93_0,FAILED,BoTorch,,1000,0.005000000000000000104083408559,0.000000000000000000000000000000,3
168,168_0,FAILED,BoTorch,,1000,0.025000000000000001387778780781,0.000000000000000000000000000000,4
169,135_0,FAILED,BoTorch,,1000,0.010000000000000000208166817117,0.000000000000000000000000000000,4
170,95_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,3
171,98_0,FAILED,BoTorch,,1000,0.005000000000000000104083408559,0.000000000000000000000000000000,4
172,172_0,COMPLETED,BoTorch,0.843719717980419003922065712686,1000,0.010000000000000000208166817117,0.072570910156620455078169129592,4
173,173_0,COMPLETED,BoTorch,0.842683864069235122329359910509,1000,0.010000000000000000208166817117,0.200000000000000011102230246252,1
174,28_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,1
175,152_0,FAILED,BoTorch,,421,0.001000000000000000020816681712,0.000000000000000000000000000000,1
176,88_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,4
177,177_0,FAILED,BoTorch,,100,0.250000000000000000000000000000,0.000000000000000000000000000000,1
178,95_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,3
179,179_0,FAILED,BoTorch,,640,0.250000000000000000000000000000,0.000000000000000000000000000000,1
180,180_0,FAILED,BoTorch,,510,0.001000000000000000020816681712,0.000000000000000000000000000000,1
181,181_0,COMPLETED,BoTorch,0.838172887359240781357527794171,1000,0.001000000000000000020816681712,0.145277293813302343927773563337,1
182,132_0,FAILED,BoTorch,,1000,0.250000000000000000000000000000,0.000000000000000000000000000000,4
183,88_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,4
184,184_0,COMPLETED,BoTorch,0.840612156246867359143948306155,1000,0.001000000000000000020816681712,0.079814653597244183957926111361,2
185,185_0,FAILED,BoTorch,,465,0.250000000000000000000000000000,0.000000000000000000000000000000,1
186,186_0,FAILED,BoTorch,,224,0.250000000000000000000000000000,0.000000000000000000000000000000,1
187,143_0,FAILED,BoTorch,,1000,0.250000000000000000000000000000,0.000000000000000000000000000000,1
188,188_0,COMPLETED,BoTorch,0.841748254084940028540984258143,1000,0.001000000000000000020816681712,0.058638395449828718819507145099,4
189,189_0,FAILED,BoTorch,,246,0.250000000000000000000000000000,0.000000000000000000000000000000,1
190,190_0,FAILED,BoTorch,,408,0.001000000000000000020816681712,0.000000000000000000000000000000,1
191,88_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,4
192,132_0,FAILED,BoTorch,,1000,0.250000000000000000000000000000,0.000000000000000000000000000000,4
193,193_0,FAILED,BoTorch,,670,0.250000000000000000000000000000,0.000000000000000000000000000000,1
194,194_0,FAILED,BoTorch,,455,0.001000000000000000020816681712,0.000000000000000000000000000000,1
195,28_0,RUNNING,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,1
196,196_0,FAILED,BoTorch,,559,0.001000000000000000020816681712,0.000000000000000000000000000000,1
197,143_0,FAILED,BoTorch,,1000,0.250000000000000000000000000000,0.000000000000000000000000000000,1
198,198_0,FAILED,BoTorch,,1000,0.250000000000000000000000000000,0.000000000000000000000000000000,3
199,95_0,RUNNING,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,3
200,200_0,FAILED,BoTorch,,424,0.001000000000000000020816681712,0.000000000000000000000000000000,1
201,177_0,FAILED,BoTorch,,100,0.250000000000000000000000000000,0.000000000000000000000000000000,1
202,40_0,FAILED,BoTorch,,1000,0.250000000000000000000000000000,0.000000000000000000000000000000,2
203,85_0,FAILED,BoTorch,,1000,0.010000000000000000208166817117,0.000000000000000000000000000000,1
204,204_0,FAILED,BoTorch,,353,0.001000000000000000020816681712,0.000000000000000000000000000000,1
205,205_0,COMPLETED,BoTorch,0.858522404517659598610634930083,356,0.250000000000000000000000000000,0.010170518095815836087658645681,1
206,206_0,FAILED,BoTorch,,407,0.250000000000000000000000000000,0.000000000000000000000000000000,1
207,207_0,FAILED,BoTorch,,403,0.001000000000000000020816681712,0.000000000000000000000000000000,1
208,88_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,4
209,209_0,FAILED,BoTorch,,416,0.001000000000000000020816681712,0.000000000000000000000000000000,1
210,95_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,3
211,143_0,FAILED,BoTorch,,1000,0.250000000000000000000000000000,0.000000000000000000000000000000,1
212,198_0,FAILED,BoTorch,,1000,0.250000000000000000000000000000,0.000000000000000000000000000000,3
213,132_0,FAILED,BoTorch,,1000,0.250000000000000000000000000000,0.000000000000000000000000000000,4
214,214_0,FAILED,BoTorch,,1000,0.050000000000000002775557561563,0.000000000000000000000000000000,1
215,215_0,FAILED,BoTorch,,719,0.250000000000000000000000000000,0.000000000000000000000000000000,1
216,216_0,COMPLETED,BoTorch,0.846626791860193073091522819595,812,0.250000000000000000000000000000,0.200000000000000011102230246252,1
217,217_0,FAILED,BoTorch,,806,0.250000000000000000000000000000,0.000000000000000000000000000000,1
218,218_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,2
219,219_0,COMPLETED,BoTorch,0.846125572225749356114476995572,551,0.010000000000000000208166817117,0.021834769656869645881869246296,1
220,220_0,COMPLETED,BoTorch,0.845423864737527952506468409410,742,0.250000000000000000000000000000,0.148382318208447216978385085895,1
221,221_0,COMPLETED,BoTorch,0.839977278043238517746260640706,911,0.001000000000000000020816681712,0.190363033361253264352797032188,1
222,222_0,COMPLETED,BoTorch,0.840278009823904881159251090139,904,0.001000000000000000020816681712,0.072089437293909916504297541451,2
223,223_0,COMPLETED,BoTorch,0.842683864069235122329359910509,888,0.001000000000000000020816681712,0.200000000000000011102230246252,1
224,224_0,COMPLETED,BoTorch,0.839442643766498464152903125068,904,0.001000000000000000020816681712,0.049333454538326923510815902318,1
225,225_0,COMPLETED,BoTorch,0.842784107996123910133690060320,893,0.001000000000000000020816681712,0.200000000000000011102230246252,2
226,226_0,COMPLETED,BoTorch,0.838440204497610919176509014505,915,0.001000000000000000020816681712,0.200000000000000011102230246252,2
227,227_0,COMPLETED,BoTorch,0.840445083035386120151599698147,354,0.001000000000000000020816681712,0.022174112886802592459201122210,1
228,228_0,COMPLETED,BoTorch,0.842583620142346445547332223214,355,0.001000000000000000020816681712,0.200000000000000011102230246252,1
229,229_0,COMPLETED,BoTorch,0.840511912319978682361920618860,988,0.001000000000000000020816681712,0.142672710143254860559736130199,1
230,230_0,COMPLETED,BoTorch,0.850135329301299869086960825371,349,0.001000000000000000020816681712,0.015762747529365114806942926862,2
231,231_0,COMPLETED,BoTorch,0.842583620142346445547332223214,981,0.250000000000000000000000000000,0.200000000000000011102230246252,3
232,232_0,COMPLETED,BoTorch,0.839609716977979703145251733076,901,0.005000000000000000104083408559,0.091054695575964281206715611461,2
233,233_0,COMPLETED,BoTorch,0.847929962909747092503209842107,353,0.005000000000000000104083408559,0.140399676928489897109741946224,1
234,234_0,COMPLETED,BoTorch,0.840278009823904881159251090139,930,0.001000000000000000020816681712,0.200000000000000011102230246252,1
235,235_0,FAILED,BoTorch,,333,0.001000000000000000020816681712,0.000000000000000000000000000000,3
236,236_0,COMPLETED,BoTorch,0.844321181541751619725744149036,921,0.005000000000000000104083408559,0.200000000000000011102230246252,3
237,237_0,FAILED,BoTorch,,358,0.001000000000000000020816681712,0.000000000000000000000000000000,3
238,56_0,FAILED,BoTorch,,1000,0.005000000000000000104083408559,0.000000000000000000000000000000,1
239,239_0,FAILED,BoTorch,,869,0.001000000000000000020816681712,0.000000000000000000000000000000,1
240,240_0,COMPLETED,BoTorch,0.842182644434791294330011623970,974,0.250000000000000000000000000000,0.127576543277154758060376593676,4
241,241_0,COMPLETED,BoTorch,0.841146790523607412737305821793,920,0.001000000000000000020816681712,0.144808163674682910393443080466,1
242,242_0,FAILED,BoTorch,,713,0.025000000000000001387778780781,0.000000000000000000000000000000,1
243,243_0,COMPLETED,BoTorch,0.842784107996123910133690060320,348,0.001000000000000000020816681712,0.055481838679636158451202732067,4
244,244_0,COMPLETED,BoTorch,0.843185083703678950328708197048,899,0.025000000000000001387778780781,0.200000000000000011102230246252,4
245,245_0,FAILED,BoTorch,,644,0.001000000000000000020816681712,0.000000000000000000000000000000,1
246,143_0,FAILED,BoTorch,,1000,0.250000000000000000000000000000,0.000000000000000000000000000000,1
247,88_0,FAILED,BoTorch,,1000,0.001000000000000000020816681712,0.000000000000000000000000000000,4
