timestamp,ram_usage_mb,cpu_usage_percent
1727565187,484.79296875,51.2
1727565187,484.79296875,56.8
1727565189,484.79296875,49.8
1727565189,484.79296875,39.4
1727565189,484.79296875,51.6
1727565189,484.79296875,56.8
1727565191,484.79296875,49.8
1727565191,484.79296875,55.3
1727565191,484.79296875,51.6
1727565191,484.79296875,36.4
1727565193,484.79296875,49.9
1727565193,484.79296875,38.2
1727565193,484.79296875,51.2
1727565193,484.79296875,56.5
1727565196,484.79296875,49.8
1727565196,484.79296875,58.7
1727565196,484.79296875,46.0
1727565196,484.79296875,55.8
1727565198,484.8203125,49.9
1727565198,484.8203125,47.2
1727565198,484.8203125,51.6
1727565198,484.8203125,37.5
1727565201,484.8203125,49.9
1727565201,484.8203125,56.5
1727565201,484.8203125,50.0
1727565201,484.8203125,40.6
1727565203,484.8203125,49.9
1727565203,484.8203125,56.2
1727565203,484.8203125,51.6
1727565203,484.8203125,38.7
1727565206,484.8203125,49.8
1727565206,484.8203125,40.0
1727565206,484.8203125,49.6
1727565206,484.8203125,55.6
1727565208,484.8671875,49.9
1727565208,484.8671875,38.2
1727565208,484.8671875,50.8
1727565208,484.8671875,56.8
1727565321,523.19140625,50.1
1727565321,523.19140625,56.5
1727565321,523.19140625,48.5
1727565321,523.19140625,56.5
1727565375,524.984375,50.1
1727565375,524.984375,37.1
1727565375,524.984375,50.4
1727565375,524.984375,56.5
1727565488,534.0,50.2
1727565488,534.0,38.2
1727565488,534.0,50.3
1727565488,534.0,56.5
1727565582,539.0390625,50.2
1727565582,539.0390625,48.8
1727565582,539.0390625,52.0
1727565582,539.0390625,40.6
1727565722,535.72265625,50.2
1727565722,535.72265625,56.5
1727565722,535.72265625,50.0
1727565722,535.72265625,41.2
1727565806,537.48046875,50.1
1727565806,537.48046875,47.5
1727565806,537.48046875,49.0
1727565806,537.48046875,56.5
1727565924,540.33203125,50.1
1727565924,540.33203125,38.9
1727565924,540.33203125,51.8
1727565924,540.33203125,47.5
1727566069,540.34765625,50.1
1727566069,540.34765625,50.0
1727566069,540.34765625,48.5
1727566069,540.34765625,56.5
1727566245,541.43359375,50.2
1727566245,541.43359375,39.4
1727566245,541.43359375,51.1
1727566245,541.43359375,55.6
1727566397,544.296875,50.1
1727566397,544.296875,48.8
1727566397,544.296875,50.2
1727566397,544.296875,55.6
1727566591,542.4453125,50.1
1727566591,542.4453125,38.2
1727566591,542.4453125,52.2
1727566591,542.4453125,38.7
1727566819,548.125,50.1
1727566819,548.125,53.2
1727566819,548.125,50.0
1727566819,548.125,56.8
1727567072,551.79296875,50.1
1727567072,551.79296875,54.3
1727567072,551.79296875,49.3
1727567072,551.79296875,50.0
1727567319,548.54296875,50.1
1727567319,548.54296875,56.5
1727567319,548.54296875,50.0
1727567319,548.54296875,44.1
1727567629,552.83203125,50.1
1727567629,552.83203125,39.4
1727567629,552.83203125,50.9
1727567629,552.83203125,53.7
1727567964,561.74609375,50.1
1727567964,561.74609375,36.4
1727567964,561.74609375,50.2
1727567964,561.74609375,56.8
1727568321,557.95703125,50.1
1727568321,557.95703125,44.4
1727568321,557.95703125,49.4
1727568321,557.95703125,56.5
1727568698,562.7265625,50.1
1727568698,562.7265625,39.4
1727568698,562.7265625,51.1
1727568698,562.7265625,54.2
1727569131,433.05078125,50.1
1727569131,433.05078125,51.8
1727569131,433.05078125,49.4
1727569131,433.05078125,56.5
1727569525,450.078125,50.1
1727569525,450.078125,55.6
1727569525,450.078125,50.0
1727569525,450.078125,53.5
1727570007,441.19921875,50.1
1727570007,441.19921875,56.5
1727570007,441.19921875,50.9
1727570007,441.19921875,39.4
1727570519,439.44921875,50.1
1727570519,439.44921875,54.3
1727570519,439.44921875,50.4
1727570519,439.44921875,38.7
1727571063,439.55078125,50.2
1727571063,439.55078125,55.3
1727571063,439.55078125,50.2
1727571063,439.55078125,38.7
1727571578,454.7734375,50.2
1727571578,454.7734375,48.8
1727571578,454.7734375,49.3
1727571578,454.7734375,58.7
1727572128,465.62109375,50.1
1727572128,465.62109375,53.2
1727572128,465.62109375,49.9
1727572128,465.62109375,39.4
1727572706,466.26171875,50.2
1727572706,466.26171875,43.6
1727572707,466.26171875,49.7
1727572707,466.26171875,56.8
1727573371,458.609375,50.1
1727573371,458.609375,53.1
1727573371,458.609375,48.6
1727573371,458.609375,56.8
1727574092,470.6484375,50.2
1727574092,470.6484375,54.2
1727574092,470.6484375,49.5
1727574092,470.6484375,40.6
1727574840,475.68359375,50.2
1727574840,475.68359375,42.1
1727574840,475.68359375,51.0
1727574840,475.68359375,39.4
1727575623,480.14453125,50.2
1727575623,480.14453125,40.0
1727575623,480.14453125,50.3
1727575623,480.14453125,55.8
1727576365,487.921875,50.1
1727576365,487.921875,39.4
1727576365,487.921875,50.7
1727576365,487.921875,37.5
1727577186,496.4296875,50.2
1727577186,496.4296875,56.0
1727577186,496.4296875,50.5
1727577186,496.4296875,41.2
1727577787,497.55078125,50.2
1727577787,497.55078125,53.1
1727577805,497.51953125,49.8
1727577805,497.51953125,55.6
