trial_index,arm_name,trial_status,generation_method,result,n_samples,n_clusters,threshold
24,24_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,4,0.070000000000000006661338147751
25,25_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,1,0.042484812832510363000970698977
26,20_0,COMPLETED,BoTorch,0.237059264816204096071317053429,100,2,0.070000000000000006661338147751
27,24_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,4,0.070000000000000006661338147751
28,28_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,1,0.058456452430997188352002069678
29,29_0,COMPLETED,BoTorch,0.259814953738434661900669198076,192,1,0.070000000000000006661338147751
30,30_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,2,0.057680958242928154211526248218
31,31_0,COMPLETED,BoTorch,0.253063265816454108225741492788,153,2,0.070000000000000006661338147751
32,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
33,22_0,COMPLETED,BoTorch,0.237059264816204096071317053429,100,1,0.070000000000000006661338147751
34,34_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,2,0.055258163496698695094089259783
35,35_0,COMPLETED,BoTorch,0.297074268567141808183862394799,300,4,0.021130204098317166561127322666
36,36_0,COMPLETED,BoTorch,0.317079269817454378888044175255,338,3,0.038013401226221023299078893842
37,20_0,COMPLETED,BoTorch,0.237059264816204096071317053429,100,2,0.070000000000000006661338147751
38,38_0,COMPLETED,BoTorch,0.314328582145536383762873811065,357,2,0.028104102327867877542111330058
39,39_0,COMPLETED,BoTorch,0.233558389597399385095854995598,100,2,0.044325461816871337961121213311
40,40_0,COMPLETED,BoTorch,0.269567391847961967954461215413,171,1,0.052103894560830560367392649823
41,41_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,1,0.005680264585283718165031885405
42,42_0,COMPLETED,BoTorch,0.247311827956989249699404354033,143,2,0.070000000000000006661338147751
43,43_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,2,0.002000000000000000041633363423
44,44_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,1,0.002000000000000000041633363423
45,45_0,COMPLETED,BoTorch,0.267816954238559667977881417755,164,3,0.070000000000000006661338147751
46,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
47,47_0,COMPLETED,BoTorch,0.276319079769942521629388920701,100,1,0.019960934068648454597916241937
48,48_0,COMPLETED,BoTorch,0.277069267316829237479680614342,170,1,0.053131528920576813479481614877
49,49_0,COMPLETED,BoTorch,0.297824456114028524034154088440,303,3,0.033598529337454823007202975305
50,50_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.015689822718647515598089370314
51,51_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.002000000000000000041633363423
52,44_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,1,0.002000000000000000041633363423
53,53_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,3,0.070000000000000006661338147751
54,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
55,55_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.015051458887933561944794114140
56,56_0,COMPLETED,BoTorch,0.276319079769942521629388920701,100,1,0.027769610156313469240263458460
57,57_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.013919360150643631662825683293
58,58_0,COMPLETED,BoTorch,0.222055513878469668043180718087,131,3,0.002000000000000000041633363423
59,59_0,COMPLETED,BoTorch,0.230557639409852410672385758517,100,2,0.018314272236791183379178704627
60,60_0,COMPLETED,BoTorch,0.276319079769942521629388920701,100,4,0.038437308700684569284788949517
61,61_0,COMPLETED,BoTorch,0.233558389597399385095854995598,100,4,0.045409867824205835118434038122
62,62_0,COMPLETED,BoTorch,0.237059264816204096071317053429,100,1,0.060291340729379028218204439327
63,63_0,COMPLETED,BoTorch,0.276319079769942521629388920701,100,4,0.030902667569034356076507208400
64,64_0,COMPLETED,BoTorch,0.233558389597399385095854995598,100,4,0.048741910858706487263969364676
65,65_0,COMPLETED,BoTorch,0.215803950987746961942548296065,101,3,0.002000000000000000041633363423
66,51_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.002000000000000000041633363423
67,67_0,COMPLETED,BoTorch,0.233558389597399385095854995598,100,3,0.044918444239609930934697956673
68,68_0,COMPLETED,BoTorch,0.276319079769942521629388920701,100,4,0.035067229552974664430475826293
69,44_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,1,0.002000000000000000041633363423
70,70_0,COMPLETED,BoTorch,0.269317329332333099678464805038,145,3,0.027695951796912879339096491549
71,71_0,COMPLETED,BoTorch,0.243560890222555670447945885826,157,3,0.011886353333828853992559793085
72,72_0,COMPLETED,BoTorch,0.279069767441860516754559284891,201,4,0.005317346998430295609838758253
73,73_0,COMPLETED,BoTorch,0.256064016004000971626908267353,180,1,0.002000000000000000041633363423
74,74_0,COMPLETED,BoTorch,0.291822955738934686209518076794,150,1,0.044697920349177445997757018858
75,75_0,COMPLETED,BoTorch,0.253813453363340824076033186429,138,3,0.015757285261072749571464868268
76,76_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,4,0.055858924605295151577522005937
77,77_0,COMPLETED,BoTorch,0.248562140535133813123991330940,176,2,0.008798780941663506688366069852
78,78_0,COMPLETED,BoTorch,0.271317829457364378953343475587,197,4,0.011191385950694611450817461673
79,79_0,COMPLETED,BoTorch,0.275318829707426826480798354169,232,4,0.002000000000000000041633363423
80,80_0,COMPLETED,BoTorch,0.278319579894973689881965128734,201,1,0.039925443738928437231727741619
81,81_0,COMPLETED,BoTorch,0.275318829707426826480798354169,224,3,0.006897893029174423720761843981
82,82_0,COMPLETED,BoTorch,0.249312328082020528974283024581,143,3,0.006638921130590880875788073467
83,83_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.008542072983910235783877595850
84,84_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,4,0.059676366036322092689658802556
85,85_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,2,0.008037252378822832415972143849
86,86_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.011267065622627766771635116072
87,87_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.007472335109961153985780324405
88,88_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,3,0.063086258853672028124037751695
89,89_0,COMPLETED,BoTorch,0.254063515878969692352029596805,110,4,0.068535930166707947908122378067
90,90_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.006464219235339614330615454207
91,91_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,3,0.065105314133466790638138377290
92,92_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,3,0.050335439897640617268326224121
93,93_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.006885602604559948325402274349
94,94_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,3,0.055527757911963536441302125013
95,95_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,3,0.058723313529962767320924399428
96,96_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,3,0.058821888257426541146699605633
97,97_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,4,0.060998450069787157890033313379
98,98_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,2,0.005156000750960088377383705449
99,99_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,3,0.060342897893130034714381793037
100,100_0,COMPLETED,BoTorch,0.237059264816204096071317053429,100,2,0.063473149985319513022297144289
101,101_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.019066947830405189812097432878
102,102_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.007978961173036184031936990380
103,103_0,COMPLETED,BoTorch,0.233558389597399385095854995598,100,3,0.050465426179668537720601761976
104,104_0,COMPLETED,BoTorch,0.237059264816204096071317053429,100,1,0.065530611872739438772406117550
105,105_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,2,0.012093263107295004407659710921
106,24_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,4,0.070000000000000006661338147751
107,107_0,COMPLETED,BoTorch,0.281320330082520664305434365815,215,1,0.070000000000000006661338147751
108,108_0,COMPLETED,BoTorch,0.237059264816204096071317053429,100,1,0.065089570559170792374281688808
109,109_0,COMPLETED,BoTorch,0.233558389597399385095854995598,100,4,0.053316901476968367457054398528
110,110_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.010226484757627694183179656306
111,111_0,COMPLETED,BoTorch,0.216804201050262546068836400082,103,4,0.069958968840100985153718227139
112,112_0,COMPLETED,BoTorch,0.427356839209802497059342840657,1000,4,0.002000000000000000041633363423
113,113_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,2,0.050297074187200904726857686455
114,112_0,COMPLETED,BoTorch,0.427356839209802497059342840657,1000,4,0.002000000000000000041633363423
115,115_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,2,0.051713566429092430731806473432
116,116_0,COMPLETED,BoTorch,0.396099024756189077578483193065,733,4,0.014238896628742480840457140800
117,117_0,COMPLETED,BoTorch,0.418354588647161795833540054446,952,4,0.004272943333135866515737344429
118,118_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,3,0.064298526132668260002489546423
119,119_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,2,0.049831935713041793090116726717
120,120_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,2,0.047130645914487588610253254728
121,121_0,COMPLETED,BoTorch,0.430607651912978228736506025598,960,4,0.023697640344882531238113188010
122,122_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.017493329310289743722117705715
123,123_0,COMPLETED,BoTorch,0.424356089022255522635873603576,936,4,0.026729959002832343051281327462
124,124_0,COMPLETED,BoTorch,0.233558389597399385095854995598,100,2,0.046795836936598528277286845878
125,125_0,COMPLETED,BoTorch,0.428357089272318081185630944674,965,4,0.002000000000000000041633363423
126,126_0,COMPLETED,BoTorch,0.394598649662415645877899805782,838,2,0.025274909472885638550554432413
127,127_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.013730462798562641929533967300
128,128_0,COMPLETED,BoTorch,0.226556639159789963144930879935,102,1,0.047382847471888436818865386613
129,129_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,1,0.053263310328364565915393313844
130,130_0,COMPLETED,BoTorch,0.233558389597399385095854995598,100,2,0.044323912869006616699341094545
131,131_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,1,0.056963582551878721993432463933
132,132_0,COMPLETED,BoTorch,0.241810452613153259449063625652,142,4,0.036549992749848075890284349043
133,133_0,COMPLETED,BoTorch,0.415603900975243800708369690255,1000,1,0.070000000000000006661338147751
134,51_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.002000000000000000041633363423
135,135_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.012899000969069665534227908665
136,51_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.002000000000000000041633363423
137,137_0,COMPLETED,BoTorch,0.414103525881470369007786302973,899,2,0.059951513282835856843977495600
138,51_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.002000000000000000041633363423
139,139_0,COMPLETED,BoTorch,0.237059264816204096071317053429,100,2,0.068180890191842563607949045945
140,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
141,141_0,COMPLETED,BoTorch,0.219304826206551672918010353897,123,2,0.019955650273226897828404702295
142,43_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,2,0.002000000000000000041633363423
143,143_0,COMPLETED,BoTorch,0.232808202050512669245563301956,118,2,0.002000000000000000041633363423
144,144_0,COMPLETED,BoTorch,0.223055763940985252169468822103,119,4,0.002000000000000000041633363423
145,145_0,COMPLETED,BoTorch,0.223555888972243099743764105369,121,3,0.048823123489359389337582939561
146,146_0,COMPLETED,BoTorch,0.291572893223305817933521666419,130,1,0.002000000000000000041633363423
147,147_0,COMPLETED,BoTorch,0.230557639409852410672385758517,117,3,0.002000000000000000041633363423
148,148_0,COMPLETED,BoTorch,0.234808702175543837498139509989,127,4,0.048850753544171919562355554945
149,149_0,COMPLETED,BoTorch,0.237559389847461832623309874180,125,1,0.002000000000000000041633363423
150,150_0,COMPLETED,BoTorch,0.219304826206551672918010353897,124,3,0.053510618080416690045542082999
151,151_0,COMPLETED,BoTorch,0.221805451362840688744881845196,117,2,0.049856461885348223039837733950
152,152_0,COMPLETED,BoTorch,0.231807951987996974096972735424,126,4,0.002000000000000000041633363423
153,153_0,COMPLETED,BoTorch,0.261565391347836961877248995734,208,4,0.046084836611876740797288931617
154,154_0,COMPLETED,BoTorch,0.280820205051262816731139082549,185,4,0.033664642784040257894595526977
155,155_0,COMPLETED,BoTorch,0.230307576894223542396389348141,118,1,0.055020807186573990332778549828
156,156_0,COMPLETED,BoTorch,0.285571392848212091131188117288,216,4,0.056910993225296843678329139493
157,157_0,COMPLETED,BoTorch,0.237809452363090811921608747070,120,4,0.047970761292783992146837590553
158,51_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.002000000000000000041633363423
159,159_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,4,0.061469701447964195106798968027
160,51_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.002000000000000000041633363423
161,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
162,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
163,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
164,164_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,3,0.053011136228890358423893047757
165,165_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.006634891180175133892915617650
166,166_0,COMPLETED,BoTorch,0.237309327331832964347313463804,147,4,0.059671894255493337921869567708
167,167_0,COMPLETED,BoTorch,0.370092523130782669049665400962,506,1,0.018291861864607274201777187272
168,168_0,COMPLETED,BoTorch,0.287821955488872238682063198212,229,4,0.070000000000000006661338147751
169,169_0,COMPLETED,BoTorch,0.241810452613153259449063625652,136,4,0.051583151120916603815658163512
170,170_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.004676153686139434065283104758
171,171_0,COMPLETED,BoTorch,0.276319079769942521629388920701,236,4,0.070000000000000006661338147751
172,172_0,COMPLETED,BoTorch,0.266066516629157256978999157582,196,3,0.058862412021500859493627899610
173,51_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.002000000000000000041633363423
174,22_0,COMPLETED,BoTorch,0.237059264816204096071317053429,100,1,0.070000000000000006661338147751
175,175_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,2,0.053060558983427499879503841385
176,44_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,1,0.002000000000000000041633363423
177,177_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.006111778264145709647914284091
178,22_0,COMPLETED,BoTorch,0.237059264816204096071317053429,100,1,0.070000000000000006661338147751
179,179_0,COMPLETED,BoTorch,0.237809452363090811921608747070,100,3,0.055279179695991817466982354290
180,22_0,COMPLETED,BoTorch,0.237059264816204096071317053429,100,1,0.070000000000000006661338147751
181,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
182,22_0,COMPLETED,BoTorch,0.237059264816204096071317053429,100,1,0.070000000000000006661338147751
183,183_0,COMPLETED,BoTorch,0.237059264816204096071317053429,100,2,0.069996605374265566390512560702
184,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
185,22_0,COMPLETED,BoTorch,0.237059264816204096071317053429,100,1,0.070000000000000006661338147751
186,51_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.002000000000000000041633363423
187,187_0,COMPLETED,BoTorch,0.222305576394098536319177128462,118,4,0.055038190191681109209032030094
188,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
189,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
190,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
191,32_0,RUNNING,BoTorch,,100,4,0.002000000000000000041633363423
192,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
193,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
194,51_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.002000000000000000041633363423
195,195_0,COMPLETED,BoTorch,0.242560640160039975299355319294,147,3,0.049564243548287263696483506692
196,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
197,197_0,COMPLETED,BoTorch,0.233558389597399385095854995598,100,3,0.049922793700379775039266405656
198,198_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.009289231223537844708837418750
199,51_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.002000000000000000041633363423
200,200_0,COMPLETED,BoTorch,0.219554888722180541194006764272,122,4,0.016239182449107623928963306525
201,51_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.002000000000000000041633363423
202,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
203,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
204,51_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,3,0.002000000000000000041633363423
205,32_0,COMPLETED,BoTorch,0.232558139534883689947264429065,100,4,0.002000000000000000041633363423
206,206_0,COMPLETED,BoTorch,0.236309077269317380221025359788,106,3,0.003555340077775428174466920694
207,207_0,COMPLETED,BoTorch,0.237559389847461832623309874180,108,4,0.006489902563824730477581859134
208,208_0,COMPLETED,BoTorch,0.237559389847461832623309874180,108,3,0.014255349138286282223431200578
209,209_0,COMPLETED,BoTorch,0.236059014753688400922726486897,108,4,0.002000000000000000041633363423
210,210_0,RUNNING,BoTorch,,107,2,0.002000000000000000041633363423
211,211_0,COMPLETED,BoTorch,0.231057764441110258246681041783,112,2,0.025477107829473433220357492246
212,212_0,COMPLETED,BoTorch,0.225306326581645399720343903027,107,3,0.007295123353855708335513607921
213,213_0,COMPLETED,BoTorch,0.225306326581645399720343903027,109,4,0.012754302373462925862535044530
214,214_0,COMPLETED,BoTorch,0.229307326831707958270101244125,131,1,0.049894680862930147757783316820
215,215_0,COMPLETED,BoTorch,0.225306326581645399720343903027,107,2,0.007041236295683104932929818887
216,216_0,COMPLETED,BoTorch,0.253063265816454108225741492788,110,4,0.017965091678095415628213515902
217,217_0,COMPLETED,BoTorch,0.252813203300825239949745082413,115,1,0.032482441794649354049884237838
218,218_0,COMPLETED,BoTorch,0.220305076269067257044298457913,111,3,0.021107834581049228495075453793
219,219_0,COMPLETED,BoTorch,0.225306326581645399720343903027,107,3,0.010769448011299569828436162311
220,220_0,COMPLETED,BoTorch,0.225806451612903247294639186293,113,2,0.029677161617395253490059303658
221,221_0,COMPLETED,BoTorch,0.231057764441110258246681041783,129,1,0.037589872389515728567932484339
222,222_0,COMPLETED,BoTorch,0.217304326081520393643131683348,121,2,0.011552495938111416104443485153
223,223_0,COMPLETED,BoTorch,0.224056014003500836295756926120,134,4,0.004109763468849862363962976985
224,224_0,COMPLETED,BoTorch,0.232808202050512669245563301956,129,4,0.014512056479048717969049242527
225,225_0,COMPLETED,BoTorch,0.219804951237809409470003174647,107,4,0.050625304396742287771360224724
226,226_0,COMPLETED,BoTorch,0.217304326081520393643131683348,117,2,0.016093037408446975167208847779
227,227_0,COMPLETED,BoTorch,0.236309077269317380221025359788,130,2,0.063982925125766171303709484164
228,228_0,COMPLETED,BoTorch,0.262065516379094809451544279000,167,2,0.021790805834250602524004847282
229,229_0,COMPLETED,BoTorch,0.232308077019254821671268018690,125,1,0.050908429485285705551333990115
230,230_0,COMPLETED,BoTorch,0.237809452363090811921608747070,130,4,0.027136754766890938683765455153
231,231_0,COMPLETED,BoTorch,0.216304076019004698494541116816,123,4,0.067702432305510484855659569803
232,232_0,COMPLETED,BoTorch,0.268067016754188536253877828130,175,1,0.029365960110064322219347587861
233,233_0,COMPLETED,BoTorch,0.264566141535383825278415770299,165,1,0.004017306897918610994469013065
234,234_0,COMPLETED,BoTorch,0.277569392348086974031673435093,166,4,0.017352945022768420657577337352
235,235_0,COMPLETED,BoTorch,0.232308077019254821671268018690,125,1,0.047544817236011109595761325863
236,236_0,COMPLETED,BoTorch,0.214303575893973530241964908782,116,3,0.019590452305032361735026569249
237,237_0,COMPLETED,BoTorch,0.229557389347336826546097654500,109,2,0.045648298411843639399432248638
238,238_0,COMPLETED,BoTorch,0.280820205051262816731139082549,185,1,0.048354537952247415855122625317
239,239_0,COMPLETED,BoTorch,0.253313328332082976501737903163,184,1,0.023442729135017506547633558966
240,240_0,COMPLETED,BoTorch,0.274068517129282374078513839777,180,3,0.062106775200989450258504120939
241,241_0,COMPLETED,BoTorch,0.235308827206801685072434793256,119,3,0.029617585450613943820474815993
242,242_0,COMPLETED,BoTorch,0.233808452113028253371851405973,134,2,0.040794806100753699951155795134
243,243_0,COMPLETED,BoTorch,0.251812953238309544801154515881,183,4,0.002000000000000000041633363423
244,244_0,COMPLETED,BoTorch,0.244311077769442386298237579467,151,4,0.002000000000000000041633363423
245,245_0,COMPLETED,BoTorch,0.257064266066516666775498833886,188,1,0.015274139664493631071695567414
246,246_0,COMPLETED,BoTorch,0.276319079769942521629388920701,216,2,0.032566961459721231741948344052
247,247_0,COMPLETED,BoTorch,0.259564891222805682602370325185,203,1,0.066275465243463477227336966280
248,248_0,COMPLETED,BoTorch,0.255563890972743235074915446603,156,4,0.029784531157617269436777007741
249,249_0,COMPLETED,BoTorch,0.256314078519629950925207140244,182,1,0.031803077430592789631713657172
250,250_0,COMPLETED,BoTorch,0.218054513628407109493423376989,114,3,0.012063515692830435732663119097
251,251_0,COMPLETED,BoTorch,0.217304326081520393643131683348,122,3,0.062085411590224855171715745428
252,252_0,COMPLETED,BoTorch,0.232308077019254821671268018690,125,4,0.061405165922654422749893399214
253,253_0,COMPLETED,BoTorch,0.302575643910977798434203123179,140,2,0.055118672951406759430437176661
254,254_0,COMPLETED,BoTorch,0.231057764441110258246681041783,112,3,0.036907424255702460380579310595
255,255_0,COMPLETED,BoTorch,0.243310827706926691149647012935,115,4,0.007827371985366867596090045822
256,256_0,COMPLETED,BoTorch,0.221555388847211820468885434821,121,3,0.070000000000000006661338147751
257,257_0,COMPLETED,BoTorch,0.253313328332082976501737903163,125,3,0.009710557307893382533725556982
258,258_0,COMPLETED,BoTorch,0.221555388847211820468885434821,107,1,0.058011699526341185817468470987
259,259_0,COMPLETED,BoTorch,0.236309077269317380221025359788,130,4,0.070000000000000006661338147751
260,260_0,COMPLETED,BoTorch,0.249812453113278265526275845332,153,1,0.002000000000000000041633363423
261,261_0,COMPLETED,BoTorch,0.262065516379094809451544279000,207,4,0.024902041402254798674320568352
262,262_0,COMPLETED,BoTorch,0.221555388847211820468885434821,121,4,0.061356494900312384677132371280
263,263_0,COMPLETED,BoTorch,0.233558389597399385095854995598,137,4,0.070000000000000006661338147751
264,264_0,COMPLETED,BoTorch,0.234808702175543837498139509989,138,1,0.057950000533865876628514257618
265,265_0,COMPLETED,BoTorch,0.255313828457114255776616573712,156,4,0.058787988631421886354111450146
266,266_0,COMPLETED,BoTorch,0.241810452613153259449063625652,136,1,0.070000000000000006661338147751
267,267_0,COMPLETED,BoTorch,0.229057264316078978971802371234,118,2,0.038533881451254470285050501843
268,268_0,COMPLETED,BoTorch,0.294073518379594944782695620233,297,4,0.070000000000000006661338147751
269,269_0,COMPLETED,BoTorch,0.237309327331832964347313463804,119,3,0.056588914837283010861312959605
270,270_0,COMPLETED,BoTorch,0.324831207801950516689259984560,311,4,0.070000000000000006661338147751
271,271_0,COMPLETED,BoTorch,0.306326581645411377685661591386,331,1,0.070000000000000006661338147751
272,272_0,COMPLETED,BoTorch,0.292823205801450381358108643326,301,2,0.070000000000000006661338147751
273,273_0,COMPLETED,BoTorch,0.295323830957739397184980134625,298,1,0.062901301546378962648020660708
274,274_0,COMPLETED,BoTorch,0.285571392848212091131188117288,273,3,0.070000000000000006661338147751
275,275_0,COMPLETED,BoTorch,0.303075768942235534986195943929,317,1,0.049325586380696936905643212867
276,276_0,COMPLETED,BoTorch,0.317829457364341094738335868897,355,4,0.070000000000000006661338147751
277,277_0,COMPLETED,BoTorch,0.299574893723430824010733886098,288,1,0.045538350514646067090929193455
278,278_0,COMPLETED,BoTorch,0.315328832208051967889161915082,341,4,0.049646039392156518510468288241
279,279_0,COMPLETED,BoTorch,0.294073518379594944782695620233,297,1,0.066482328999565826199713569622
280,280_0,COMPLETED,BoTorch,0.298074518629657392310150498815,266,2,0.068325977107753704808956740635
281,281_0,COMPLETED,BoTorch,0.300575143785946519159324452630,288,3,0.062244618215255106963290643307
282,282_0,COMPLETED,BoTorch,0.299574893723430824010733886098,270,3,0.070000000000000006661338147751
283,283_0,COMPLETED,BoTorch,0.232308077019254821671268018690,115,2,0.044579762254865165638229029810
284,284_0,COMPLETED,BoTorch,0.230307576894223542396389348141,118,2,0.070000000000000006661338147751
