trial_index,arm_name,trial_status,generation_method,result,n_samples,const,max_depth,threshold
57,57_0,COMPLETED,BoTorch,0.284943275691155406548205064610,142,1.000000000000000000000000000000,2,0.200000000000000011102230246252
58,58_0,COMPLETED,BoTorch,0.288963542240334825272896068782,123,0.812338561718944696110611403128,2,0.200000000000000011102230246252
59,59_0,COMPLETED,BoTorch,0.289404119396409309494799799722,131,1.000000000000000000000000000000,3,0.200000000000000011102230246252
60,60_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.284409846148573286495064849078,2,0.680337460491085677105616014160
61,61_0,COMPLETED,BoTorch,0.280372287696882938057285628020,136,0.195518013588302175254085568668,3,0.200000000000000011102230246252
62,62_0,COMPLETED,BoTorch,0.285328780702720607997946444812,100,0.320164226433103493718590470962,4,0.423908990863908097246337547404
63,63_0,COMPLETED,BoTorch,0.285273708558211214203481631557,141,0.912690057016043665427673658996,2,0.200000000000000011102230246252
64,64_0,COMPLETED,BoTorch,0.285328780702720607997946444812,100,1.000000000000000000000000000000,4,0.382552280461466942540482705226
65,65_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.397955310164891606916626187740,4,0.800000000000000044408920985006
66,66_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.828593850442731483241232126602,2,0.200000000000000011102230246252
67,67_0,COMPLETED,BoTorch,0.279050556228659596413876897714,108,1.000000000000000000000000000000,3,0.200000000000000011102230246252
68,68_0,COMPLETED,BoTorch,0.284392554246062356781976632192,133,0.993096025468156784477002929634,2,0.200000000000000011102230246252
69,69_0,COMPLETED,BoTorch,0.284337482101553074009814281453,141,0.179897476667295441732363769916,2,0.200000000000000011102230246252
70,70_0,COMPLETED,BoTorch,0.289238902962881350156010284991,138,0.100000000000000005551115123126,4,0.200000000000000011102230246252
71,71_0,COMPLETED,BoTorch,0.286209935014869465419451444177,144,0.356366974601144081979953170958,3,0.200000000000000011102230246252
72,72_0,COMPLETED,BoTorch,0.287641810772111483629487338476,134,0.100000000000000005551115123126,2,0.200000000000000011102230246252
73,73_0,COMPLETED,BoTorch,0.286815728604471908980144689849,142,0.100000000000000005551115123126,3,0.200000000000000011102230246252
74,74_0,COMPLETED,BoTorch,0.290009912986011642033190582879,150,0.410769052352913832670822102955,2,0.200000000000000011102230246252
75,75_0,COMPLETED,BoTorch,0.290450490142086126255094313819,132,0.100000000000000005551115123126,3,0.200000000000000011102230246252
76,76_0,COMPLETED,BoTorch,0.285273708558211214203481631557,141,0.297771436663977373537903758915,4,0.200000000000000011102230246252
77,77_0,COMPLETED,BoTorch,0.288853397951316259728571367305,144,0.100000000000000005551115123126,2,0.200000000000000011102230246252
78,78_0,COMPLETED,BoTorch,0.282960678488820338571940737893,135,0.100000000000000005551115123126,3,0.293579571476167477950269812936
79,79_0,COMPLETED,BoTorch,0.283566472078422782132633983565,141,0.352268393914146660250708009698,2,0.200000000000000011102230246252
80,80_0,COMPLETED,BoTorch,0.289349047251900026722637448984,138,0.110783829879258777229011911913,2,0.200000000000000011102230246252
81,81_0,COMPLETED,BoTorch,0.289128758673862784611685583513,138,0.344641565714975728340618843504,3,0.200000000000000011102230246252
82,82_0,COMPLETED,BoTorch,0.288633109373279017617619501834,128,0.104782806984311388509567564142,3,0.200000000000000011102230246252
83,83_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,2,0.200000000000000011102230246252
84,84_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,3,0.398383198156441409309991286136
85,85_0,COMPLETED,BoTorch,0.285328780702720607997946444812,100,0.765357555447992443653504324175,4,0.200000000000000011102230246252
86,86_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,2,0.564967991994544727063498612551
87,87_0,COMPLETED,BoTorch,0.285328780702720607997946444812,100,0.691377220392203617471693632979,4,0.385564421944849078371930772846
88,88_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.349197712726325493193257898383,3,0.744925537295982431729157724476
89,89_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,3,0.313939683012984360743757861201
90,90_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,2,0.739387922178985190768685242801
91,91_0,COMPLETED,BoTorch,0.285328780702720607997946444812,100,0.520556345756132299307239463815,4,0.625751177418093051940672921774
92,92_0,COMPLETED,BoTorch,0.285328780702720607997946444812,100,0.899242156480864696099786215200,4,0.200000000000000011102230246252
93,93_0,COMPLETED,BoTorch,0.284888203546646123776042713871,100,0.281060179359338468962903334614,3,0.200000000000000011102230246252
94,94_0,COMPLETED,BoTorch,0.285438924991739173542271146289,100,0.100000000000000005551115123126,2,0.800000000000000044408920985006
95,95_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,3,0.800000000000000044408920985006
96,96_0,COMPLETED,BoTorch,0.285328780702720607997946444812,100,0.367814266755175922618548156606,4,0.602559771548226041915086170775
97,97_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,4,0.785260500601631550310344209720
98,98_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,4,0.516999050797131820544905167480
99,99_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,2,0.390508661296323333900204488600
100,100_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.580252612203764339682265926967,2,0.800000000000000044408920985006
101,101_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,4,0.800000000000000044408920985006
102,102_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.432247715942113308607019916963,3,0.519262095959112324194961729518
103,103_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.465262734069874728248805695330,2,0.622119548210290362888486015436
104,104_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.317161112471009198898741487938,2,0.579081237761454481471901090117
105,105_0,COMPLETED,BoTorch,0.285328780702720607997946444812,100,0.307502294693420386018090084690,3,0.417798898481892444500829242315
106,106_0,COMPLETED,BoTorch,0.285328780702720607997946444812,100,0.125425087096521364893320082956,2,0.800000000000000044408920985006
107,107_0,COMPLETED,BoTorch,0.285438924991739173542271146289,100,0.653496242017264639123652614217,4,0.200000000000000011102230246252
108,101_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,4,0.800000000000000044408920985006
109,109_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.857098854977714541547584303771,3,0.372992394291094209179959761968
110,110_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,3,0.623484463904158792146859013883
111,111_0,COMPLETED,BoTorch,0.296508426038109895728211995447,287,1.000000000000000000000000000000,2,0.200000000000000011102230246252
112,112_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.788746489764244218534372521390,4,0.800000000000000044408920985006
113,113_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.646774774932152185513700715092,2,0.483402304101228252886102154662
114,114_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.346851953112389921329850039911,2,0.800000000000000044408920985006
115,115_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,2,0.800000000000000044408920985006
116,116_0,COMPLETED,BoTorch,0.285328780702720607997946444812,100,0.233383952882170481180068577487,2,0.531567435485934103311933540681
117,117_0,COMPLETED,BoTorch,0.287421522194074241518535473006,343,1.000000000000000000000000000000,2,0.200000000000000011102230246252
118,118_0,COMPLETED,BoTorch,0.291111355876197852587949910230,336,0.828081991070277134703303545393,2,0.200000000000000011102230246252
119,119_0,COMPLETED,BoTorch,0.300253331864742789569788783410,380,0.474033850860019478901108413993,2,0.200000000000000011102230246252
120,120_0,COMPLETED,BoTorch,0.292598303777949153570148155268,356,0.831229460367008288201873256185,2,0.204300670342650647626214777119
121,121_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.343643042985201430106201314629,3,0.800000000000000044408920985006
122,122_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.814039802987516769583464792959,4,0.581742537653108238160371001868
123,123_0,COMPLETED,BoTorch,0.285328780702720607997946444812,100,0.508178103698920025088625607168,4,0.434834805374892496843131084461
124,124_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.619112990334443225037830416113,4,0.800000000000000044408920985006
125,125_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.759275514527912087636707383353,2,0.800000000000000044408920985006
126,126_0,COMPLETED,BoTorch,0.289459191540918592266962150461,295,1.000000000000000000000000000000,2,0.247024782033900408562132611223
127,127_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.767062041687756490659921837505,4,0.800000000000000044408920985006
128,128_0,COMPLETED,BoTorch,0.283456327789404105566006819572,107,0.979066738859888596735459032061,3,0.226162409380527368307767233091
129,129_0,COMPLETED,BoTorch,0.290064985130521035827655396133,109,1.000000000000000000000000000000,3,0.200000000000000011102230246252
130,130_0,COMPLETED,BoTorch,0.280262143407864261490658464027,108,1.000000000000000000000000000000,2,0.576483043668023942274203363922
131,131_0,COMPLETED,BoTorch,0.280096926974336413174171411811,108,1.000000000000000000000000000000,4,0.200000000000000011102230246252
132,132_0,RUNNING,BoTorch,,108,0.827926161482887001952235550561,3,0.200000000000000011102230246252
133,133_0,COMPLETED,BoTorch,0.279050556228659596413876897714,108,1.000000000000000000000000000000,2,0.200000000000000011102230246252
134,134_0,COMPLETED,BoTorch,0.280262143407864261490658464027,108,1.000000000000000000000000000000,4,0.586248925548114474537442220026
135,135_0,COMPLETED,BoTorch,0.283456327789404105566006819572,107,0.819430296144358805143781410152,3,0.526801248954669509849679798208
136,136_0,COMPLETED,BoTorch,0.289624407974446551605751665193,109,0.853667023177145045664815370401,3,0.378182157321190315357739564206
137,137_0,COMPLETED,BoTorch,0.281914307743143521811646223796,107,1.000000000000000000000000000000,4,0.799877619134160333658201125218
138,138_0,COMPLETED,BoTorch,0.289238902962881350156010284991,109,1.000000000000000000000000000000,4,0.200000000000000011102230246252
139,139_0,COMPLETED,BoTorch,0.284007049234497155332235251990,107,0.999968726225602622115218309773,2,0.200000000000000011102230246252
140,140_0,COMPLETED,BoTorch,0.283896904945478589787910550513,107,1.000000000000000000000000000000,4,0.200000000000000011102230246252
141,141_0,COMPLETED,BoTorch,0.292267870910893234892569125805,431,1.000000000000000000000000000000,2,0.800000000000000044408920985006
142,142_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,3,0.510864858331890769882477343344
143,143_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,4,0.569990745518046293405234337115
144,144_0,COMPLETED,BoTorch,0.297114219627712339288905241119,405,1.000000000000000000000000000000,4,0.800000000000000044408920985006
145,145_0,COMPLETED,BoTorch,0.294360612402246979435460616514,457,1.000000000000000000000000000000,3,0.800000000000000044408920985006
146,146_0,COMPLETED,BoTorch,0.289844696552483793716703530663,470,0.876927057534962917095811008039,2,0.800000000000000044408920985006
147,147_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,4,0.609179155357959523087174602551
148,148_0,COMPLETED,BoTorch,0.293864963101663212441394534835,418,0.866425851412028547038346459885,4,0.461375642329410640130049614527
149,149_0,COMPLETED,BoTorch,0.279050556228659596413876897714,108,1.000000000000000000000000000000,3,0.327052477705765953785999045067
150,150_0,COMPLETED,BoTorch,0.295351911003414513423592779873,530,1.000000000000000000000000000000,2,0.800000000000000044408920985006
151,151_0,COMPLETED,BoTorch,0.295737416014979603851031697559,437,0.891500859174904625170654526300,3,0.599380105424832887450747875846
152,152_0,COMPLETED,BoTorch,0.299757682564159022575722701731,408,0.956882463491530721455546881771,3,0.739967263343734638070259279630
153,153_0,COMPLETED,BoTorch,0.293204097367551486108538938424,460,1.000000000000000000000000000000,2,0.800000000000000044408920985006
154,154_0,COMPLETED,BoTorch,0.300418548298270748908578298142,486,0.794464014810841057112611451885,3,0.800000000000000044408920985006
155,155_0,COMPLETED,BoTorch,0.293975107390681777985719236312,456,0.956895177724336298830110081326,3,0.703049755182721947122104211303
156,156_0,COMPLETED,BoTorch,0.285328780702720607997946444812,100,0.351694496799406119968978146062,2,0.200000000000000011102230246252
157,157_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.332249148327572685346353864588,2,0.800000000000000044408920985006
158,158_0,COMPLETED,BoTorch,0.287146161471527716635421256797,100,0.100000000000000005551115123126,2,0.467968542994602276774429583384
159,159_0,COMPLETED,BoTorch,0.295517127436942361740079832089,388,1.000000000000000000000000000000,4,0.200000000000000011102230246252
160,160_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.463222914027314525142742240860,2,0.800000000000000044408920985006
161,161_0,COMPLETED,BoTorch,0.285328780702720607997946444812,100,0.243029145210275188127013734629,2,0.457928619495715505394173305831
162,162_0,COMPLETED,BoTorch,0.288853397951316259728571367305,122,1.000000000000000000000000000000,3,0.630980500979821279372572462307
163,163_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,4,0.489519423569913791904895106200
164,164_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,2,0.285825988507109385317050964659
165,165_0,COMPLETED,BoTorch,0.289734552263465117150076366670,126,1.000000000000000000000000000000,4,0.441763672274622654079223593726
166,166_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,2,0.478360508781016213752934618242
167,167_0,RUNNING,BoTorch,,357,0.875385912798097742815173205599,4,0.226601519216319768901257702964
168,168_0,COMPLETED,BoTorch,0.296618570327128572294839159440,320,1.000000000000000000000000000000,4,0.800000000000000044408920985006
169,169_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.321729756357146678968916830854,3,0.683755908700369063879520581395
170,101_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,4,0.800000000000000044408920985006
171,171_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.386537347469540937261456292617,3,0.452237361452681341233983403072
172,172_0,RUNNING,BoTorch,,100,0.442851076644879659838238694647,4,0.800000000000000044408920985006
173,173_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.749131453576931782833980832947,3,0.800000000000000044408920985006
174,174_0,COMPLETED,BoTorch,0.286154862870360182647289093438,100,0.100000000000000005551115123126,3,0.664759815216902749668292926799
175,101_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,4,0.800000000000000044408920985006
176,176_0,COMPLETED,BoTorch,0.288357748650732492734505285625,146,0.913304063965983736750331445364,4,0.200000000000000011102230246252
177,177_0,COMPLETED,BoTorch,0.303117083379226825989860572008,1000,0.100000000000000005551115123126,2,0.800000000000000044408920985006
178,178_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.819078586996064061942490752699,3,0.692991140352794854351259346004
179,179_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,1.000000000000000000000000000000,2,0.680629625518879510792658038554
180,180_0,COMPLETED,BoTorch,0.297114219627712339288905241119,973,0.305107133977624012111107276723,2,0.432554944918137618259379451047
181,181_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.534444286896483711224448143184,3,0.656934345072449410452009033179
182,182_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.672670510253995712623975578026,3,0.800000000000000044408920985006
183,183_0,COMPLETED,BoTorch,0.285438924991739173542271146289,100,0.638551236345445638598050663859,4,0.200000000000000011102230246252
184,184_0,COMPLETED,BoTorch,0.290230201564048884144142448349,306,0.715467724796295279077185114147,4,0.216068289981710598413044976951
185,185_0,RUNNING,BoTorch,,100,0.100000000000000005551115123126,4,0.800000000000000044408920985006
186,186_0,COMPLETED,BoTorch,0.285438924991739173542271146289,100,0.586083897691065947022082127660,4,0.200000000000000011102230246252
187,187_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.510475990023492864899878895812,3,0.800000000000000044408920985006
188,188_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.795401824410743141235968778346,4,0.534324789819474177399172276637
189,189_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.339778087826879238164679009060,2,0.731206601191827898489350445743
190,190_0,COMPLETED,BoTorch,0.287476594338583524290697823744,100,0.100000000000000005551115123126,4,0.384868761607754572562356543131
191,191_0,COMPLETED,BoTorch,0.285328780702720607997946444812,100,0.411990047714558271785278975585,3,0.200000000000000011102230246252
192,192_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.494244745014250086434515196743,4,0.800000000000000044408920985006
193,193_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.492121881994626031442408020666,2,0.800000000000000044408920985006
194,194_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.539176992910849639528692023305,3,0.570562078682359752335173652682
195,195_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.415548916567664350374400328292,3,0.629518865148736117554051361367
196,196_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.375181757746088417881935583864,3,0.577394412181205685108409397799
197,197_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.604616181213158521146056045836,2,0.800000000000000044408920985006
198,185_0,COMPLETED,BoTorch,0.288357748650732492734505285625,100,0.100000000000000005551115123126,4,0.800000000000000044408920985006
199,199_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.537220651300486240486975475505,2,0.474532449837979597440096313221
200,200_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.588490529623626468236352593522,2,0.200000000000000011102230246252
201,201_0,COMPLETED,BoTorch,0.285438924991739173542271146289,100,0.100000000000000005551115123126,2,0.737202112089112127080170466797
202,202_0,COMPLETED,BoTorch,0.285604141425267132881060661020,100,0.140746335796367305626120014495,3,0.560868113737998830181652465399
203,203_0,COMPLETED,BoTorch,0.285328780702720607997946444812,100,0.487523414397231569239465898136,3,0.200000000000000011102230246252
204,204_0,COMPLETED,BoTorch,0.303282299812754674306347624224,1000,1.000000000000000000000000000000,4,0.200000000000000011102230246252
205,205_0,COMPLETED,BoTorch,0.285218636413701931431319280819,100,0.426118778389122376815123516280,4,0.692454935790626446845408281661
206,206_0,COMPLETED,BoTorch,0.284888203546646123776042713871,100,0.292291847043283425922055585033,4,0.200000000000000011102230246252
207,207_0,COMPLETED,BoTorch,0.283896904945478589787910550513,136,0.179146558813183642833166686614,2,0.514741080584647847651069696440
208,208_0,COMPLETED,BoTorch,0.284117193523515831898862415983,136,0.243861686375428515782814997692,4,0.414171844315302017935920275704
209,209_0,COMPLETED,BoTorch,0.284557770679590316120766146923,136,0.233879209865910042687175973697,2,0.200000000000000011102230246252
210,210_0,COMPLETED,BoTorch,0.279050556228659596413876897714,108,1.000000000000000000000000000000,3,0.271336873343197226837730795523
211,211_0,COMPLETED,BoTorch,0.281473730587069037589742492855,136,0.100000000000000005551115123126,2,0.200000000000000011102230246252
212,212_0,COMPLETED,BoTorch,0.284667914968608881665090848401,142,0.587982981474156396473063068697,2,0.485059096243542320348041130273
213,213_0,COMPLETED,BoTorch,0.283786760656459913221283386520,136,0.100000000000000005551115123126,3,0.544227788723395944359140230517
214,214_0,COMPLETED,BoTorch,0.281969379887652804583808574534,136,0.304483693404447808283919130190,4,0.200000000000000011102230246252
215,215_0,COMPLETED,BoTorch,0.285549069280757739086595847766,136,0.247889120401724505349250193831,2,0.478325259102194366711557904637
216,216_0,COMPLETED,BoTorch,0.284117193523515831898862415983,136,0.295928000250786249480938749912,2,0.200000000000000011102230246252
217,217_0,COMPLETED,BoTorch,0.285769357858794981197547713236,142,0.710146769314897063907210394973,4,0.200000000000000011102230246252
218,218_0,COMPLETED,BoTorch,0.283456327789404105566006819572,136,0.100000000000000005551115123126,4,0.200000000000000011102230246252
219,219_0,COMPLETED,BoTorch,0.283786760656459913221283386520,136,0.100000000000000005551115123126,4,0.262983781682892103770399216955
220,220_0,COMPLETED,BoTorch,0.285273708558211214203481631557,141,0.335391238046071293865679763258,3,0.800000000000000044408920985006
221,221_0,COMPLETED,BoTorch,0.285989646436832223308499578707,136,0.577799123900583633250960247096,3,0.200000000000000011102230246252
222,222_0,COMPLETED,BoTorch,0.283951977089987872560072901251,136,0.693033489466276075852135818423,2,0.200000000000000011102230246252
223,223_0,COMPLETED,BoTorch,0.283786760656459913221283386520,144,0.755528120360757560192155324330,2,0.200000000000000011102230246252
224,224_0,COMPLETED,BoTorch,0.281914307743143521811646223796,121,0.434987241136139290986761807289,4,0.411229533725951279521382275561
